w1,w2,w3,w4
ฝ่ายฝรั่งบังอลูผู้รับสั่ง,บอกกรมวังสั่งเวรเกณฑ์ทหาร,รีบเร่งรัดจัดกันให้ทันการ,อำเภอบ้านหัวเมืองส่งเนื่องมา
พวกไปทัพสับสนหาบขนของ,เดินเนืองนองนับหมื่นแบกปืนผา,รู้เข้าไปในวังนางรำภา,ทั้งยุพาผกาสุลาลี
ให้สืบดูรู้ว่าปัจจามิตร,มาตั้งติดรบพุ่งถึงกรุงศรี,ต่างตกใจไปเฝ้าพระเสาวนีย์,ทูลคดีที่ได้แจ้งยังแคลงใจ
ได้รู้แน่แต่ว่าเวรเกณฑ์ทหาร,ราชการเร็วร้อนไพร่อ่อนหู,จึงให้หาฝรั่งบังอลู,มาถามดูรู้ว่าสุดสาคร
ครั้นซักไซ้ให้สบถปดไม่ได้,ทราบว่าไปรบพุ่งสามกรุงศรี,ท้าวทศวงศ์พงศาสุมาลี,ทั้งบุตรีกวาดมาไว้ป่าตาล
นางตีอกตกใจด้วยไม่ทราบ,ช่างหยามหยาบยิ่งนักทำหักหาญ,ข่มเหงเหล่าเผ่าพงศ์พวกวงศ์วาน,แสนสงสารสองธิดาสุมาลี
แสนสงสารบ้านเมืองจะเคืองแค้น,ทุกเขตแคว้นไพร่ฟ้าจะอาสัญ,แล้วตรัสถามสามนางเป็นอย่างนั้น,จะผ่อนผันคิดอ่านประการใด
ทั้งสามนางต่างคิดเห็นผิดนัก,เหลือที่จักผันแปรคิดแก้ไข,ต่างอัดอั้นตันตึงตะลึงตะไล,ถอนใจใหญ่ให้สะอื้นกลืนน้ำตา
ทั้งทรงยศทศวงศ์เห็นคงรับ,ให้สององค์คงกลับไปกรุงศรี,ถึงลูกผิดคิดถึงพระชนนี,กลัวแต่ที่เธอไม่วอนไม่อ่อนตาม
นางรำภามาไปด้วยกันเจ้า,ช่วยโลมเล้าพี่น้องทั้งสองศรี,แล้วสั่งกรมวังว่าอย่าช้าที,เทียมรถที่มีฝาหลังคาบัง
เทียมรถรัตน์จัดเร่งกันเซงแซ่,ทั้งเกณฑ์แห่กลองชนะปี่ไฉน,รถสำหรับรับรำภาเสนาใน,มาเทียบไว้เกยลาหน้าพระลาน
ฝ่ายโฉมยงองค์วัณฬารำภานาฏ,สำอางอาตม์อ่าองค์สรงสนาน,ประดับเครื่องเรืองจำรัสชัชวาล,พนักงานพัชนีพัดวีลม
ทรงเกือกทองรองบาทต่างยาตรเยื้อง,นางเชิญเครื่องเนื่องตามล้วนงามสม,ขุนหมื่นหมอขอเฝ้าทั้งเจ้ากรม,กราบบังคมคอยตามกันหลามไป
ทั้งสององค์ทรงรถพระกลดกั้น,รถกำนัลนั่งเคียงเรียงไสว,สารถีตีม้าเคลื่อนคลาไคล,ปี่ไฉนกลองชนะตีประโคม
