w1,w2,w3,w4
จะกล่าวถึงพระวลายุดาราช,อุปราชลังกาครูพาหนี,แปลงเป็นพราหมณ์ตามเขาชาวบุรี,ครั้นถึงพิธีถีบชิงช้ายัมพาวาย
กับเพื่อนพราหมณ์สามคนล้วนหนุ่มรุ่น,ชื่อพิรุณเภรินกระสินธุ์สหาย,ไปโบสถ์พราหมณ์ตามวิสัยไหว้นารายณ์,ทั้งหญิงชายพร้อมพรั่งตั้งพิธี
โปรยข้าวตอกดอกไม้ที่ในโบสถ์,ด้วยมาโนชน้อมประณตบทศรี,เห็นนางงามยามรุ่นบุญจารี,ลูกเศรษฐีแลมาปะตากัน
พระวลาตาแลทำแบหัตถ์,นางแจ้งอรรถหยิบหมากมาจากขัน,วางแล้วแลแบมือกระพือควัน,ต่างผูกพันพิสมัยนัยนา
พระปิดเนตรเหตุจะถามถึงนามบ้าน,นางตั้งพานขันน้ำทำปริศนา,ครั้นเสร็จกิจพิธีต่างลีลา,พระกลับมาถิ่นฐานรำคาญใจ
จึงไปเรือนเพื่อนพราหมณ์สามสหาย,บอกอุบายพรายแพร่งแถลงไข,เหมือนทำใบ้ไต่ถามบอกความใน,ว่าบ้านใกล้นัทีมีสะพาน
รู้จักนางบ้างหรือเจ้าจงเล่าแจ้ง,จะแอบแฝงฝากรักสมัครสมาน,ฝ่ายสามพราหมณ์ห้ามเห็นไม่เป็นการ,ตรงนั้นบ้านท่านเศรษฐีมั่งมีนัก
บุญจารีที่นั่งแอบหลังแม่,เราก็แลเห็นอยู่เคยรู้จัก,บ้านเขาใหญ่ไพร่ล้อมอยู่พร้อมพรัก,จะลอบลักลึกซึ้งไม่ถึงนาง
พระรู้แจ้งแหล่งหลักรู้จักชื่อ,เห็นสุดมือมีสมบัติเราขัดขวาง,กลับมาตึกนึกหมายเสียดายนาง,จะทำอย่างไรหนอคิดท้อใจ
พอจวนเย็นเจนธนูครูมาถึง,พูดจาจึงบอกแจ้งแถลงไข,ให้รู้ความตามประสงค์จำนงใน,ได้บอกใบ้ใช้ปัญญาน่าเสียดาย
เจนธนูรู้เหตุว่าเศรษฐี,เขามั่งมีแม้นได้สมอารมณ์หมาย,ได้พึ่งทรัพย์ยับยั้งพอตั้งกาย,ถึงมากมายมันระวังก็ช่างมัน
จะพาไปให้ถึงเหมือนหนึ่งนึก,วันนี้ดึกเดือนบ่ายจะผายผัน,แล้วอวยพรสอนวิชาสารพัน,ที่สำคัญเข้าออกบอกอุบาย
