w1,w2,w3,w4
จะกล่าวถึงสังฆราชพระบาทหลวง,พอหายง่วงสมจิตคิดถวิล,ครั้นสุริยงส่งฟ้าเห็นธานินทร์,สมถวิลเห็นปากน้ำที่สำคัญ
แกยินดีปรีดิ์เปรมเกษมสุข,บรรเทาทุกข์วายวิโยคที่โศกศัลย์,สั่งล้าต้าต้นหนคนสำคัญ,เองชวนกันสืบดูให้รู้ความ
เอาล่ามแขกมลายูที่รู้พูด,จัดเป็นทูตปะใครได้ไต่ถาม,จงคิดอ่านไปแสวงให้แจ้งความ,จัดเอาตามคนดีมีปัญญา
ลงเรือน้อยลอยไปในนิเวศน์,ถิ่นประเทคที่สถิตเมืองมิจฉา,ตีกระเชียงเร่งให้กันไคลคลา,เข้าที่ท่าเมืองด่านชานบุรี
พวกปากน้ำให้ล่ามออกถามไต่,ทั้งนายไพร่พวกที่มากะลาสี,จงแจ้งความตามข้อคดีมี,ท่านมานี้จะประสงค์ที่ตรงไร
หรือจะมาค้าขายทั้งนายบ่าว,จงบอกเล่าไปให้แจ้งแถลงไข,หรือจะมีราชการสถานใด,เร่งบอกไปโดยคำอย่าอำความ
ฝ่ายพวกพลคนในเภตราน้อย,พลางตอบถ้อยแล้วก็เล่าตามเขาถาม,ข้าพลัดบ้านเมืองแปลกเป็นแขกจาม,หวังจะข้ามฟากฝั่งไปลังกา
เกิดพายุเรือแตกต้องแยกย้าย,ทั้งพลัดพรายเผ่าพงศ์พวกวงศา,ได้อาศัยพระฝรั่งเมืองลังกา,เขาเอามาใช้เป็นล่ามได้สามปี
เขาเที่ยวสอนศาสนาเอามาด้วย,หวังจะช่วยดับทุกข์ให้สุขี,เที่ยวไปทุกพาราเพราะปรานี,เอาความดีสอนให้ในสันดาน
แต่เที่ยวนี้ขัดเสบียงจะเลี้ยงไพร่,ท่านจึงใช้ให้เที่ยวหาซึ่งอาหาร,มิใช่พวกทรชนเป็นคนพาล,ขอนายด่านแจ้งคำดั่งรำพัน
ขุนเสนาว่ากระนั้นท่านอยู่นี่,เราจะมีบอกเข้าไปไอศวรรย์,ให้กราบทูลแต่พระองค์ผู้ทรงธรรม์,จะผ่อนผันโปรดปรานสถานใด
แล้วสั่งให้พวกเสมียนเขียนหนังสือ,แล้วรีบถือเข้าไปแจ้งแถลงไข,แก่ขุนนางกรมท่าเสนาใน,ให้ทูลไทเจ้าแผ่นดินปิ่นสกล
ฝ่ายคนใช้รีบไปยังนิเวศน์,นำเอาเหตุเข้าไปแจ้งแห่งนุสนธิ์,กับหนังสือบอกกล่าวเล่ายุบล,ส่งให้คนที่กำกับสำหรับทูล
ขุนนางพวกกรมท่าพาเข้าเฝ้า,แล้วทูลเจ้านครินทร์บดินทร์สูร,ตามคดีเรื่องราวเป็นเค้ามูล,นเรนทร์สูรสั่งมหาเสนาใน
ให้คลี่บอกออกอ่านเป็นการร้อน,ขุนอักษรจึ่งแจ้งแถลงไข,หนังสือบอกนายด่านอันชาญชัย,จงทราบใต้บาทาฝ่าธุลี
ว่าบัดนี้แขกชวากับฝาหรั่ง,มายับยั้งอยู่นอกด่านชานกรุงศรี,ว่ามาแต่สิงหลเป็นคนดี,รู้แผนที่ต่างต่างทั้งวิชา
แต่ผู้รู้ยังอยู่เรือกำปั่น,จะชวนกันเที่ยวสอนศาสนา,ทั้งดูแม่นแผนที่มีตำรา,การดินฟ้าหลายอย่างทางทะเล
ฝ่ายท่านท้าวเจ้าพาราปตาหวี,ฟังคดีเห็นควรทำสรวลเส,จะใคร่ปะพระฝรั่งอย่างคะเน,ฟังลิ้นเล่ห์ดูปัญญาวิชาชาย
แม้นจริงจังดังกล่าวเข้าไปรับ,เร่งกำชับอย่าให้ทันตะวันสาย,หรือจะเป็นแยบยลกลอุบาย,เสนานายพวกผู้ใหญ่เร่งไคลคลา
ครั้นส่งเสร็จพระเสด็จเข้าไสยาสน์,พวกอำมาตย์พร้อมกันต่างหรรษา,จะใคร่เห็นคนดีมีวิชา,จัดนาวาสี่ลำตามกันไป
ลงเรือเร็วรีบมาถึงหน้าด่าน,จัดทหารเกณฑ์แห่แลไสว,ออกปากน้ำนำพลสกลไกร,รีบออกไปถึงกำปั่นด้วยทันที
ฝ่ายตาเฒ่าบาทหลวงแกง่วงหงอย,แต่นั่งคอยพวกชวากะลาสี,จะใคร่ฟังแยบคายร้ายหรือดี,พอเห็นสี่เสนามาถึงเรือ
แกดีใจสั่งให้ชักธงรับ,เหมือนคำนับภักดีอารีเหลือ,แล้วไปเชิญเสวกามาบนเรือ,ให้นั่งเหนือเก้าอี้ที่ขุนนาง
แล้วเรียกท้าวโกสัยไพร่ทั้งหลาย,กับบ่าวนายสารพัดไม่ขัดขวาง,กับพวกล่ามรู้ภาษาดูท่าทาง,ฟังขุนนางเขาจะมาว่ากระไร
ฝ่ายอำมาตย์มาตยาปตาหวี,ขึ้นเก้าอี้พูดจาพลางปราศรัย,ว่าดูราท่านผู้ปราชญ์ฉลาดใน,คัมภีร์ไสยต่างต่างอย่างบุราณ
รับสั่งใช้ให้มาเชิญขึ้นไปเฝ้า,พระจอมเจ้านคเรศเขตสถาน,จะขอเป็นศิษย์หาพยาบาล,พระอาจารย์ฝ่ายฝรั่งข้างลังกา
บาทหลวงนึกในใจว่าอ้ายนี่,คงเสียทีกูแท้แน่นักหนา,จะได้เป็นกำลังเหมือนหลังมา,ตีลังกาแก้แค้นเอาแดนดาว
จึ่งให้ล่ามส่งภาษาว่าพระเดช,เจ้านิเวศน์ซื่อตรงเหมือนธงขาว,พระคุณล้ำเขตแคว้นทั่วแดนดาว,สมเป็นเจ้าจอมจังหวัดปัถพี
ไปสิท่านตัวเราอยากเฝ้าแหน,ชมเขตแดนท่านรู้จักเป็นศักดิ์ศรี,จะได้พึ่งบุญญาบารมี,ไว้เป็นที่เจ้านายจนวายปราณ
ขุนนางฟังสังฆราชฉลาดเหลือ,สมเป็นเชื้อปราชญ์นักไม่หักหาญ,ควรจะเชิญเข้าไปเฝ้าเล่าอาการ,พระอาจารย์ผู้ประสิทธิ์วิทยา
ข้าพเจ้าเอาเรือมาคอยรับ,เครื่องสำหรับพร้อมหมดตามยศถา,บาทหลวงแกดีใจลุกไคลคลา,ลงนาวารีบไปในบุรินทร์
กับพวกศิษย์ชิดเชื้อสำหรับใช้,พากันไปโดยนิยมสมถวิล,เรือประทับถึงท่าหน้าบุรินทร์,พร้อมกันสิ้นแห่ไปในนคร
