w1,w2,w3,w4
พอหลับลงทรงซึ่งสุบินนิมิต,ประหวัดจิตนุชนาฏหวาดผวา,ตื่นสะดุ้งรุ่งแสงพระสุริยา,พระธิดานึกแหนงแคลงฤทัย
จึงเรียกสี่พี่เลี้ยงมาเคียงข้าง,นุชนางเล่าแจ้งแถลงไข,ฉันฝันว่าวาสุกรีอันเกรียงไกร,เข้าในแท่นสุวรรณอันบรรจง
เกี่ยวกระหวัดรัดรอบอุราน้อง,ฉันร่ำร้องอยู่บนเตียงจนเสียงหลง,ให้ร้อนรุ่มกลุ้มจิตพิษภุชงค์,หมายว่าปลงชีวานิคาลัย
จนเดี๋ยวนี้นึกกลัวยังตัวสั่น,อันความฝันพี่เห็นเป็นไฉน,พี่เลี้ยงฟังนั่งนึกแต่ในใจ,ยิ้มละไมในหน้าแล้วว่าพลัน
จะได้ลาภหรือกระไรก็ไม่ช้า,ด้วยเวลานั้นก็ล่วงเข้ายามสาม,พี่จะช่วยอวยพรพะงางาม,ให้สมความปรารถนาไม่ช้าวัน
ทูลพลางทางพลิกสมุดถวาย,ถูกที่ทายงูขบสบกับฝัน,ยุพยงทรงอ่านอักษรพลัน,มีสำคัญว่างูหมู่กุมภา
แม้นขบกัดรัดใครในนิมิต,จะได้ชมสมสนิทเสน่หา,แม้นงูร้ายฝ่ายคู่ภิรมยา,วาสนาฟุ้งเฟื่องเรืองเจริญ
นางฟังเรื่องเคืองขัดปัดสมุด,ให้แสนสุดอับอายระคายเขิน,สี่พี่เลี้ยงเคียงข้างเห็นนางเมิน,ต่างอวยชัยให้เจริญพระชนมาน
ทั้งสี่นางต่างคนเห็นเคืองขัด,ชุลีหัตถ์นบนอบไม่ตอบสนอง,ครั้งสุริย์ฉายสายแสงขึ้นเรืองรอง,ออกจากห้องไสยาปรึกษากัน
เราออกไปถามดูให้รู้แจ้ง,อยู่ตำแหน่งนคเรศประเทศไหน,ลวงกำนัลกัลยาว่าจะไป,เก็บดอกไม้มาถวายพระบุตรี
เห็นพรักพร้อมยอมใจเข้าในห้อง,เปิดคันฉ่องส่องตะบอยสอยเกศี,กระเหม่าจีนจับซ้ำให้ดำดี,กรีดสำลีเรียบร้อยที่รอยไร
แล้วผัดหน้าทาจันทน์กระแจะฟุ้ง,ต่างคนนุ่งยกทองล้วนผ่องใส,ห่มกรองทองรองแสดเป็นซับใน,เรียกสาวใช้คนรักมาชักชวน
ฝ่ายสองเฒ่าเฝ้าผลัดกันนอนนั่ง,เวียนระวังพราหมณ์น้อยในเคหา,ครั้นรุ่งรางสร่างแสงพระสุริยา,อียายเฒ่าจึงว่าแก่ตาพลัน
ตาเฒ่าผัวหัวเราะว่าจริงอยู่,ปัญญากูมืดมิดคิดไม่เห็น,เสียแรงมีบ่าวไพร่ใช้ไม่เป็น,นิ่งให้มันนอนเล่นเสียทั้งวัน
จึงร้องเรียกเจ้าพราหมณ์ตามบ้านนอก,เด็กเอ๋ยออกมานี่ขมีขมัน,แล้วรีบรัดจัดจอบให้คนละอัน,มาช่วยกันถากหญ้าจะพาไป
หน่อกษัตริย์ขัดแค้นคำอ้ายเฒ่า,จะใคร่เอาจอบสับให้ตักษัย,พี่เลี้ยงพราหมณ์สามคนเข้ายุดไว้,แล้วแก้ไขบอกเล่าเฒ่าชรา
น้องข้าเจ้าเจ็บอยู่อย่าจู้จี้,เกณฑ์หน้าที่สักเท่าไรจงใช้ข้า,จะถากทำแทนกันไม่ฉันทา,ตรงไหนหญ้าจะให้ทำจงนำไป
แล้วตาเฒ่าเข้าใต้ต้นชมพู่,เอาผ้าปูปัดผงลงเอนหลัง,ระหวยหิวหาวนอนอ่อนกำลัง,ลืมระวังพราหมณ์น้อยม่อยหลับไป
ฝ่ายเจ้าพราหมณ์สามนายชายฉลาด,เห็นหน่อนาถมัวหมองไม่ผ่องใส,จึงเลือกเด็กดอกลำดวนที่ยวนใจ,มายื่นให้อนุชาแล้วพาที
ถึงมาตรแม้นตกยากต้องถากหญ้า,จะอาสาแทนน้องอย่าหมองศรี,เรารอรั้งฟังกันดูวันนี้,ถ้าแม้นพี่คาดผิดจึงคิดการ
ธรรมดามาเที่ยวเกี้ยวผู้หญิง,ต้องอ้อยอิ่งอดเปรี้ยวไว้กินหวาน,เราอุตส่าห์พยายามตามโบราณ,คงเป็นการมั่นคงอย่าสงกา
ว่าพลางทางจับเอาจอบสวน,เริงสำรวลชวนกันเข้าฟันหญ้า,ไม่เคยทำซ้ำสับแผ่นสุธา,แต่เปลี่ยนซ้ายย้ายขวาอยู่สามคน
หน่อกษัตริย์ขัดเคืองชำเลืองค้อน,สะท้อนถอนหฤทัยพิไรบ่น,เสน่หาตาบอดไม่รอดตน,ต้องทุกข์ทนถากหญ้าประดาตาย
ถึงจะชักนางฟ้าลงมาให้,ที่จะใช้ถากหญ้านั้นอย่าหมาย,พระฮึดฮัดขัดใจไม่สบาย,ทั้งสามนายเมินหน้าถากหญ้าไป
แต่มือปลิดจิตนึกถึงพราหมณ์น้อย,เนตรชม้อยแลลอดชำเลืองหา,มามองเมียงเพียงทับยายกับตา,ไม่เห็นหน้าพราหมณ์น้อยละห้อยใจ
ทั้งสี่นางต่างว่าประหลาดแล้ว,พ่อรูปทองน้องแก้วข้าไปไหน,หรือเที่ยวเก็บบุปผาสุมาลัย,สงสัยใจย่างย่องมามองเมียง
พอใกล้สระโกสุมปทุมชาติ,เสียงจอบฉาดฟัดดินได้ยินเสียง,อยู่ที่นี่แล้วกระมังฟังสำเนียง,ค่อยมองเมียงเลี่ยงแลอยู่แต่ไกล
แล้วแลดูพราหมณ์น้อยเห็นสร้อยเศร้า,เข้าแฝงเงาพฤกษาน่าสงสาร,ทั้งสี่นางต่างว่าน่ารำคาญ,จะคิดอ่านแก้ไขอย่างไรดี
นางประภาว่าเราจะพูดด้วย,ก็คิดขวยวิญญาณ์น่าบัดสี,เราออกไปให้เขาเห็นพอเป็นที,ฟังไมตรีเขาก่อนจึงผ่อนปรน
ปรึกษาพลางทางเดินเด็ดดอกไม้,เข้ามาใกล้สระน้ำแล้วทำบ่น,ทำไฉนจึงจะได้ดอกอุบล,แล้วทำกลแวดชายชม้ายเมียง
เจ้าโมราสานนพราหมณ์วิเชียร,กำลังเพียรฟันดินได้ยินเสียง,พอเหลียวมาเห็นหน้านางพี่เลี้ยง,เอาจอบเหวี่ยงไว้กับที่ด้วยดีใจ
มาบอกความพราหมณ์น้อยค่อยกระซาบ,คงตายราบมั่นคงอย่าสงสัย,พ่อไปพูดกับเขาเล่นก็เป็นไร,ดูท่าทางนางในจำนรรจา
พออย่าให้อ้ายเฒ่ามันหยามหยาบ,ฉันเหม็นสาบหนังเนื้อมันเหลือแสน,ไม่รักมีชู้สาวเมื่อคราวแกน,อย่าขืนแค่นเลยพี่พราหมณ์เป็นความจริง
พระว่าพลางทางลุกขึ้นถากหญ้า,แล้วเมินหน้าเสียไม่ดูข้างผู้หญิง,พี่เลี้ยงพราหมณ์สามคนเข้าช่วงชิง,พ่อนั่งนิ่งอย่าทำให้รำคาญ
ต่างวางจอบตอบน้องแล้วย่องย่าง,เข้าใกล้นางกัลยาแล้วว่าขาน,หม่อมทั้งสี่นี้หรือขาตระลาการ,เมื่อเย็นวานนี้ให้พาฉันมาคุม
