w1,w2,w3,w4
จะกล่าวถึงพระอภัยวิไลลักษณ์,อยู่สำนักเนินพนมร่มรุกขา,ที่เขาใหญ่ปลายประเทศเขตลังกา,สามสิทธาเคร่งครัดมัสการ
กองอัคคีตีระฆังแล้วตั้งสวด,พวกที่บวชถือธรรมกรรมฐาน,ไม่โลภหลงปลงใจในสันดาน,หมายนิพพานภายหน้าสถาวร
แต่องค์พระกฤษณายังว้าวุ่น,ให้เฉียวฉุนมิใคร่ร้างห่างสมร,เห็นเทพินยินดีมีสุนทร,เฝ้าวิงวอนจะให้สึกนึกรัญจวน
นี่จะบวชไปถึงไหนจะใคร่รู้,ไม่เอนดูศิษย์หามันน่าสรวล,มิโปรดมั่งก็จะตั้งแต่รบกวน,เฝ้ายียวนนางชีพิรี้พิไร
ฝ่ายโฉมยงค์องค์มุนีฤๅษีสาว,จึงแกล้งกล่าวพจนาอัชฌาสัย,ช่างไม่กลัวบาปกรรมพูดร่ำไร,เป็นจนใจจะให้สึกนึกละอาย
ไม่กลัวความครหานินทาหรือ,พระจะถือเอาแต่ได้เหมือนใจหมาย,ฉันอดสูดูเป็นน่าระอาอาย,อย่าวุ่นวายเลยพระองค์เหมือนวงศ์วาน
คิดสละละลักหักสวาท,จงหมายมาดเอาที่ธรรมกรรมฐาน,พระหักจิตให้ตรงเหมือนวงศ์วาน,อย่าคิดการที่ในเล่ห์ประเวณี
แล้วกลับเข้ากุฎีที่สถิต,องค์พระกฤษณาเบียดเข้าเสียดสี,แล้วตรองตรึกนึกไว้เป็นไรมี,คงสึกชีเอาให้ได้ดั่งใจปอง
แล้วเคียงข้างพลางว่าฉันเป็นศิษย์,ขอสนิทครูไว้มิให้หมอง,จะหนวดฟั้นหมั่นเคล้าเข้าประคอง,มุนีน้องสาวฉันให้บรรทม
นรกหรือถือดีอย่างไรนั่น,เพราะว่าฉันชาตินี้ไม่มีผัว,จึ่งอุตส่าห์บรรพชิตเพราะคิดกลัว,มิให้มัวหมองมีราคีคาว
จะไปเบียดเยียดยัดกันสับสน,แต่ล้วนคนตัดขาดสวาทหวัง,วิมานแมนเห็นจะแน่นเหลือกำลัง,จงยับยั้งช้าช้าให้ถาวร
ฉันจะได้อยู่เป็นศิษย์กนิษฐ์นาฏ,จะรับราชเสาวนังช่วยสั่งสอน,พลางอิงแอบแนบชิดสะกิดกร,ประคองช้อนเชยปรางทางประโลม
แล้วว่าถึงบาปกรรมก็ตามเถิด,ไม่ขอเริศร้างไปให้ไกลโฉม,พลางคลึงเคล้าเย้ายวนชวนประโลม,ขอเชิญโฉมลาพรตดาบสินี
ฝ่ายเทพินผินพักตร์มาซักถาม,ไม่กลัวความดอกหรือเกี้ยวฤๅษี,แม้นทราบถึงทูลกระหม่อมจอมโมลี,ก็จะตรีชาชั่วให้ตัวตรอม
จะสึกหาลาศีลเห็นสิ้นคิด,ก็อายจิตไม่รู้หายจะผ่ายผอม,แม้นจะขืนใจน้องให้หมองมอม,ที่จะยอมด้วยพระองค์อย่าสงกา
เห็นเป็นหญิงพระยิ่งทำเอาตามจิต,พระไม่คิดหน้าหลังมั่งหรือจ๋า,น้องมิใช่ข้าสนองรองบาทา,จะได้มาลวนลามเอาตามใจ
แล้วนงลักษณ์ผลักหัตถ์สะบัดค้อน,เพราะแสนงอนดูก็งามตามวิสัย,พระนิ่งนึกตรึกตรองทำลองใจ,น้องมิได้เมตตาขอลาตาย
แล้วลุกมาหน้าห้องช่องสิงหาสน์,เอาเชือกคาดผูกไว้เหมือนใจหมาย,จะผูกศอมรณาชีวาวาย,ขอลาสายสมรมิ่งจริงหนานาง
แม้นอยู่ไปอายเขาชาวสิงหล,นฤมลนุชน้องอย่าหมองหมาง,แล้วจับเชือกพันพระศอพอให้นาง,เห็นแล้ววางหัตถ์นิ่งไม่ติงกาย
นางโฉมยงองค์สั่นให้หวั่นหวาด,ร้องกรีดกราดวิ่งไปดั่งใจหมาย,เข้าแก้ศอหน่อนาถให้คลาดคลาย,นางโฉมฉายองค์สั่นให้รัญจวน
แล้วจูงหัตถ์ตรัสถามด้วยความรัก,ไม่หน่วงหนักเลยพ่อคุณมาหุนหวน,น้องจะคิดผ่อนผันอย่ารัญจวน,แต่พอควรอย่าให้น้องนี้ต้องอาย
พระเล้าโลมโฉมเฉลาว่าเจ้าพี่,ไม่ควรที่ตัดรักให้หักหาย,จะอยู่ไปไหนเลยจะพ้นอาย,พี่ขอตายเสียให้สิ้นเขานินทา
นางชีวอนผ่อนตามด้วยความสวาท,พระหน่อนาถนั่งพิไรแล้วไต่ถาม,จะลาพรตแล้วหรือยังขอฟังความ,นางทูลตามเรื่องรักหนักอุรา
พระโปรดน้องอย่าให้หมองมลทินหมาง,กันแสงพลางน้องจะพูดกลัวมุสา,สุดแท้แต่บุญกรรมได้ทำมา,เป็นสัจจาพระอย่าแหนงแคลงอารมณ์
หน่อกษัตริย์จัดภูษาออกมาไว้,กับสไบเครื่องอานรองพานถม,นางเบือนพักตร์ผลักไสไม่นิยม,แล้วก็ก้มพักตร์เฉยไม่เงยดู
ต้องจำใจจำลาสิกขาบท,แสนกำสรดเศร้าใจใครจะเหมือน,พระอิงแอบแนบชิดสะกิดเตือน,พูดแชเชือนที่ตรงเล่ห์ประเวณี
หน่อกษัตริย์สมจิตที่คิดหวัง,ตรงเข้านั่งแนบเบียดพอเสียดสี,นางนงลักษณ์ผลักพลิกแล้วหยิกตี,พระก็มิวางนางนงเยาว์
ค่อยเชยปรางทางว่านิจจาน้อง,แต่เจ้าของนี้ก็ล่วงมาหวงเขา,เอ็นดูพี่เถิดแม่ตีแต่เบาเบา,พระโลมเล้าสายสมรกรประคอง
นางฟังคำทำเป็นว่าชะพระพี่,มานั่งชี้นิ้วเอาเป็นเจ้าของ,ใครยกยอขอให้ดั่งใจปอง,หรือว่าน้องนี้เป็นเมียมาเคลียคลอ
เหมือนคำเหล่าชาวพาราเขาว่าไว้,ใครอยากได้ไปเป็นเมียต้องเสียหอ,พระจะมาไว้ยศเที่ยวกดคอ,เอาแต่พอสมคิดผิดธรรมเนียม
พระปลอบพลางทางว่านิจจาน้อง,ทำหอห้องวุ่นวายนึกอายเหนียม,แม่รู้เห็นเป็นอย่างไรในธรรมเนียม,เอามาเทียมวงศ์กษัตริย์ขัตติยา
ใครปลูกหอขอสู่แม่รู้มั่ง,จะให้ตั้งปึกแผ่นให้แน่นหนา,ตามเยี่ยงอย่างจักรพรรดิกษัตรา,แม้นมีมาจะได้ทำตามบุราณ
พี่ก็ไม่เคยเห็นเหมือนเช่นกล่าว,ที่เรื่องราวพจนาแม่ว่าขาน,พลางสวมสอดกอดเคล้าเยาวมาลย์,ฤดีดาลเดือดดิ้นถวิลวอน
แล้วอิงแอบแนบน้องประคองเคล้า,ค่อยต้องเต้าเต่งทรวงดวงสมร,จุมพิตพักตร์เทพินกลิ่นขจร,ดั่งเกสรเสาวรสมาชดเชย
ละอองอาบซาบซ่านสำราญรื่น,ทั้งชุ่มชื่นน้ำนวลหวนระเหย,เหมือนมาลีคลี่คลายพระพายเชย,หวนระเหยแย้มผกาสุมาลัย
พยุหวนป่วนปั่นสนั่นก้อง,สะเทือนท้องธรณินแผ่นดินไหว,ทะเลลมยมนาคงคาลัย,เป็นคลื่นใหญ่กึกก้องท้องสินธู
พิรุณโรยโปรยปรายเป็นสายสาด,สุนีฟาดเปรี้ยงลั่นสนั่นหู,คำรนร้องก้องกระทั่งฝั่งสินธู,ทั้งราหูจับจันทร์ดังสัญญา
เมขลาแบแก้วอยู่แวววับ,กระจ่างจับท้องทะเลแลเวหา,รามสูรไล่โลดกระโดดมา,โถมถลาชิงแก้วเห็นแวววาว
นภากาศดาดดำเป็นน้ำฝน,ทั้งมืดมนท้องฟ้าเวหาหาว,เป็นหมอกมัวทั่ววิถีไม่มีดาว,ฝนก็พราวพรำพร้อยปรอยปราย
เขาพระเมรุเอนเอียงเพียงจะทรุด,พระยาครุฑโบกบินกระสินธุ์สาย,ฝูงเต่าปลาใหญ่น้อยเที่ยวลอยราย,ที่ในสายสาคโรชโลธร
สองภิรมย์สมสวาทบนอาสน์รัตน์,หน่อกษัตริย์เสร็จสมอารมณ์หวัง,ไม่เหินห่างนั่งเสียดเข้าเบียดบัง,แล้วก็ตั้งยั่วเย้าเฝ้าเคล้าคลึง
อัศจรรย์นั้นบ่อยอร่อยรส,ถึงโอสถใดจะเปรียบไม่เทียบถึง,ดั่งได้เหาะเหินหาวดาวดึงส์,ชั้นไตรตรึงศ์จะมาเทียบไม่เปรียบปาน
จนรุ่งแจ้งแสงทองส่องสว่าง,แจ่มกระจ่างเด่นดวงพระสุริย์ฉาน,พลางเล้าโลมโฉมเฉลาลำเพาพาล,เยาวมาลย์แม่จงคิดทำบิดเบือน
ว่าป่วยไข้พี่จะไปทูลฉลอง,ที่ตรึกตรองไว้อย่างไรทำให้เหมือน,แต่ทรงเครื่องบรรพชิตอย่าบิดเบือน,ทำให้เหมือนก่อนเก่าแต่เยาว์มา
นางรับคำร่ำว่าอย่าปรารภ,แล้วนอบนบทูลพลันด้วยหรรษา,พระสอนสั่งน้องจะฟังที่บัญชา,อย่าทรงปรารภพระทัยจงไว้วาง
พระรับขวัญขวัญตานิจจาเอ๋ย,ไม่ละเลยนุชน้องอย่าหมองหมาง,จนสิ้นแดนแผ่นฟ้านภาภางค์,พี่ไม่ร้างรักแม่จนแดดาล
จะถนอมกล่อมขวัญอย่ารันทด,ไม่เปลื้องปลดความรักสมัครสมาน,พี่จะลาโฉมเฉลาเยาวมาลย์,ไปทูลสารทรงฤทธิ์พระปิตุลา
แล้วลุกออกนอกวังไม่ยั้งหยุด,พระรีบรุดเร่งราชรถา,พอถึงกุฎิ์ทรงฤทธิ์พระปิตุลา,สามสิทธาเสด็จออกนอกกุฎี
ฝ่ายนักสิทธ์พระอภัยวิไลลักษณ์,เห็นหลานรักมาประณตบทศรี,จึงปราศรัยไต่ถามตามคดี,ในธานีเวียงวังเมืองลังกา
ยังอิ่มเอมเปรมปราเป็นผาสุก,หรือมีทุกข์เป็นไฉนอย่างไรหนา,ทั้งศึกเสือเหนือใต้เมืองใดมา,บอกให้ป้าลุงแจ้งแสดงความ
ฝ่ายโฉมยงองค์พระกฤษณา,แจ้งกิจจาสารพัดดั่งตรัสถาม,พร้อมพระวงศ์พงศาพยายาม,คอยปราบปรามข้าศึกช่วยตรึกตรอง
ผลผลาอาหารทั้งหวานเปรี้ยว,สักคำเดียวก็ไม่ได้ให้ระหวย,พอสร่างจับกลับร้อนอ่อนระทวย,ตั้งแต่ป่วยผอมซูบผิดรูปทรง
พระอภัยได้สดับใจวับหาย,เอะวุ่นวายไข้จับจะดับสูญ,หรือจะเป็นเทพเจ้าเข้าประมูล,มาเพิ่มพูนแทรกซ้ำจึ่งจำเป็น
หรือทับลัคน์เล็งจันทร์เป็นวันเคราะห์,มาจำเพาะเป็นไข้พอได้เห็น,จำจะไปดับร้อนให้หย่อนเย็น,จะได้เห็นหลานลูกวางหยูกยา
แม่วัณฬามาลีศรีสวัสดิ์,มาไปด้วยช่วยจัดหมอรักษา,แล้วตรัสสั่งข้าเฝ้าเหล่าเสนา,แต่บรรดาแวดล้อมอยู่พร้อมเพรียง
แล้วให้เตรียมรถที่นั่งบัลลังก์รัตน์,นางกษัตริย์ห่มดองครองเฉวียง,โขมพัตถ์จัดจีบให้กลีบเรียง,เข้านั่งเคียงข้างองค์พระทรงธรรม์
ฝ่ายโฉมยงองค์อภัยมุนีนาถ,ยุรยาตรอ่าองค์จากโรงฉัน,ชฎากลีบจีบจัดกระหวัดพัน,สะพักผันเบื้องเฉวียงเรียบเรียงงาม
พระสวมกายสายธุหร่ำประคำถือ,ประนมมือถือมั่นกันทั้งสาม,แล้วเดินสวดสิกขาภาษาพราหมณ์,ดำเนินตามกันออกนอกกุฎี
