w1,w2,w3,w4
ฝ่ายบาทหลวงล่วงรู้เมื่อสู้รบ,ครั้นค่ำพลบพลัดพรายกระจายหนี,จึงนึกว่าพวกฝรั่งรบครั้งนี้,เสียท่วงทีทุกครั้งเพราะยังเยาว์
อ้ายสี่คนพลน้อยจะย่อยยับ,เขาหลายทัพถึงจะแก้ก็แพ้เขา,ทั้งพวกพ่อก็จะโกรธทำโทษเรา,ว่าบอกเล่าความหลังกับมังคลา
ไม่ถือพระจะทำด้วยอำนาจ,ล้วนหยาบคายร้ายกาจนอกศาสนา,ไม่พ้นผิดคิดดูเป็นครูบา,อยู่ลังกาน่าที่จะมีภัย
วลายุดามาตีเดี๋ยวนี้เล่า,ก็แตกเขาเฝ้าแต่แพ้ต้องแก้ไข,ยังไล่จับสัประยุทธ์จะจุดไฟ,ให้เพลิงไหม้มันจะกลับกองทัพมา
แกคิดพลางทางพาบรรดาเด็ก,ขึ้นเกวียนเหล็กลูกไฟใส่ซ้ายขวา,เที่ยวบอกเล่าเหล่าฝรั่งว่าลังกา,จะขาดชาติศาสนาเป็นป่าไป
ใครถือพระจะสมทบช่วยรบสู้,มาตามกูดูแลจะแก้ไข,ฝรั่งฟังสังฆราชก็หวาดใจ,ต่างฉวยได้ดาบหอกออกวิ่งดาม
ต่างรู้ความทำนายทั้งชายหญิง,พากันวิ่งตามถนนออกล้นหลาม,ถึงโรงรายท้ายวังหยุดสั่งความ,บรรดาตามกูมาช่วยราวี
แม้เกิดไฟไหม้วังคนทั้งหลาย,จะแตกตื่นแยกย้ายพลัดพรายหนี,จับกษัตริย์หัสไชยพวกไพรี,ผลาญชีวีเสียให้ได้อย่าไว้มือ
แล้วหยิบชุดจุดประทัดทั้งมัดใหญ่,เป็นลูกไฟติดต่อบินปร๋อปรื๋อ,ตกตึกรามลามไหม้เปลวไฟฮือ,เสียงอึงอื้ออึกทึกดังครึกครื้น
พวกผู้หญิงวิ่งผวาถลาล้ม,ผ้านุ่งห่มหายไปไม่ได้สักผืน,พวกฝรั่งสังฆราชซ้ำสาดปืน,ต่างวิ่งตื่นแตกพลัดกระจัดกระจาย
เหล่าล้อมวังนั่งเชิงเทินเนินหอรบ,ต่างหลีบหลบล้มคว่ำคะมำหงาย,ทิ้งหน้าที่หนีไฟทั้งไพร่นาย,ล้วนวุ่นวายวิ่งพรูทุกหมู่กรม
ท้าวทศวงศ์องค์พระมเหสี,สุมาลีกับลูกรักนักสนม,อุตลุดยุดเหนี่ยวกันเกลียวกลม,บ้างลุกล้มหลบลี้เที่ยวหนีไฟ
เป็นฝูงฝูงจูงกันวิ่งหันเหียน,เลี้ยววนเวียนวิ่งวงเที่ยวหลงใหล,ควันตลบกลบกลุ้มมืดคลุ้มไป,จนหายใจไม่ใครออกวิ่งซอกซอน
ร้องสั่งให้ไขประตูต่างกรูวิ่ง,พวกผู้หญิงชิงกันเบียดเสียดสลอน,อัดหลามหลังคั่งคับแซกซับซ้อน,ที่ผ้าผ่อนล่อนแลเห็นแต่กาย
ท้าวทศวงศ์ทรงแกว่งพระแสงง้าว,นำแสนสาวชาววังสิ้นทั้งหลาย,พากันออกนอกประตูพบผู้ชาย,ฝรั่งรายรุมจับพระรับรบ
สุมาลีมีพระแสงกวัดแกว่งฟาด,ถูกตายกลาดดาษดื่นพวกอื่นหลบ,พอพวกพ้องสองพาราตามมาพบ,ช่วยกันรบรับพลางตามทางไป
ฝ่ายหน่อนาถอาจหาญออกผลาญศึก,เสียงสะทึกสะเทื้อนลั่นสนั่นไหว,เหมือนคนตื่นยืนแลมาแต่ไกล,เห็นไฟไหม้เวียงวังพลุ่งพลั่งโพลง
เปลวเพลิงแรงแสงปลาบวาบสว่าง,เป็นควันกลางฟ้ากลุ้มคลุ้มโขมง,เรียกกองทัพขับสิงห์วิ่งตะโพง,เห็นติดโรงร้านตลาดราษฎร
ดูริมวังยังวิ่งชายหญิงวุ่น,ซวนเซซุนสาวแก่แซ่สลอน,พระควบสิงห์วิ่งผ่าพลากร,เห็นภูธรทศวงศ์ทำสงคราม
ฝรั่งพร้อมห้อมหุ้มเข้ารุมจับ,พระรบรับรำคว้างอฺยู่กลางสนาม,เข้าขวางหน้าฆ่าไพร่มันไล่ตาม,ตายสักสามสี่ร้อยแตกถอยไป
ท้าวทศวงศ์พงศาคณาญาติ,เห็นหน่อนาถยินดีจะมีไหน,พวกห้ามแหนแสนสนมกรมใน,พบหัสไชยชื่นจิตต่างติดตาม
หน่อนราพาองค์พงศ์กษัตริย์,รีบรบตัดไปทางกลางสนาม,บาทหลวงเห็นเป็นเชิงละเลิงลาม,ต้อนคนตามล้อมจับเธอรับรอง
พวกกองทัพกลับมาโยธาหาญ,ต่างไปบ้านเรือนตนแบกขนของ,ทั้งหนุ่มสาวเฒ่าแก่เสียงแซ่ซ้อง,ทุกบ้านช่องชุลมุนวิ่งวุ่นวาย
ฝ่ายวลาวายุพัฒน์ต่างพลัดไพร่,เห็นเพลิงไหม้อึกทึกข้าศึกหาย,รวมพหลพลไกรทั้งไพร่นาย,ที่เหลือตายหลายพันพากันมา
เห็นเมืองไหม้ไพร่พลสับสนวิ่ง,ฝูงชายหญิงแยกย้ายทั้งซ้ายขวา,ให้ทหารขานโห่ก้องโกลา,เที่ยวตามหาพวกกษัตริย์หัสไชย
เห็นรถเหล็กเด็กขับเข้าอภิวาท,พระสังฆราชเล่าแจ้งแถลงไข,ทั้งสองทราบกราบพระคุณค่อยอุ่นใจ,ครั้งนี้ได้ทีเห็นจะเป็นการ
ฝ่ายฝรั่งสังฆราชประกาศสั่ง,ชาวเมืองทั้งปวงด้วยช่วยทหาร,แล้วแยกคนค้นหาฝ่ายอาจารย์,กำกับหลานไล่ค้นเที่ยววนเวียน
ฝ่ายกษัตริย์หัสไชยมาใกล้ป้อม,เห็นทัพอ้อมออกสกัดฉวัดเฉวียน,เชิญสองท้าวสาวสุรางค์ขึ้นต่างเกวียน,ออกทางเตียนตัดไปข้างไพรวัน
พอพบกับทัพวลาวายุพัฒน์,ตั้งสกัดล้อเกวียนกลับเหียนหัน,พอเสนาห้าสิบรีบมาทัน,ช่วยป้องกันกับกษัตริย์หัสไชย
ฝ่ายทัพล้อมพร้อมพรั่งบ้างตั้งโห่,รำแหลนโล่ไล่กระชั้นเสียงหวั่นไหว,พวกห้ามแหนแสนสนมกรมใน,ต่างตกใจจวนตัวด้วยกลัวตาย
เห็นใกล้ชิดปิดตาซบหน้าร้อง,เสียงแซ่ซ้องทรวงสั่นมิ่งขวัญหาย,พระหัสไชยไล่ฆ่าโยธาตาย,ทหารซ้ายขวาแซงโถมแทงฟัน
พวกฝรั่งสังฆราชตายกลาดกลิ้ง,ยิงฆ่ายิ่งเยียดยัดสกัดกั้น,ครั้นหักออกนอกได้มันไล่ทัน,ต้องรบกันชาววังเป็นกังวล
ฝ่ายละเวงวัณฬาตามวาโหม,ให้ส่องโคมคบไต้เดินไพรสณฑ์,พอออกทุ่งมุ่งเมินรีบเดินพล,ถึงสิงหลเห็นไฟยังไม่โทรม
ดูในวังพังทลายลงหลายแห่ง,นอกกำแพงเพลิงฮือกระพือโหม,เห็นหัสไชยไล่บุกรบรุกโรม,พวกวาหุโลมล้อมไล่ฟันไพร่นาย
ทั้งโยธาการะเวกตัวเอกอาจ,ไล่พิฆาตฆ่าฝรั่งสิ้นทั้งหลาย,ลูกดาบหอกกลอกเกลือกซบเสือกกาย,ต่างเรี่ยรายรบพุ่งจนรุ่งราง
บาทหลวงกลับขับเกวียนเที่ยวเวียนวก,เข้าบุกรกเลี้ยวลัดเดินขัดขวาง,เถาวัลย์เหนี่ยวเกี่ยวกระหวัดแกตัดพลาง,เสียงโกร่งกร่างกรวบกราบสวบสาบไป
ฝ่ายหัสกันนั้นขับทัพมาพบ,กำลังรบรับกันเสียงหวั่นไหว,เห็นวลาวายุพัฒน์หนีหัสไชย,รีบขับไพร่พร้อมพรั่งหนุนคั่งคับ
ระดมปืนครื้นครั่นคอยกันหลัง,พวกฝรั่งแตกตื่นต่างคืนกลับ,รุมระดมสมทบช่วยรบรับ,เป็นสามทับซับซ้อนเข้ารอนราญ
ฝ่ายโยธาการะเวกพวกวาโหม,ไล่รุกโรมเร็วรวดหวดประหาร,มันแทงฟันหันเหซวนเซซาน,สู้ต้านทานทนคงทรงกำลัง
ไม่หลีกหลบรบศึกเสียงครึกครื้น,แต่ถูกปืนปีกทะลุดังปรุหนัง,นางละเวงเร่งขับทัพประดัง,ช่วยรบทั้งสุมาลีบุตรีนาง
ฝ่ายรำภากล้าหาญถือขวานพ่อ,ขึ้นม้าห้อหกดีดคนกีดขวาง,ไล่หวดรันฟันทหารรำขวานคว้าง,ทั้งสองนางหนุนหลังเข้าคั่งคับ
พวกทมิฬบินรบไม่หลบหลีก,กระพือปีกป้องกันประจัญจับ,ฝรั่งตายหลายร้อยต่างถอยรับ,ทั้งสามทัพยับแยกแตกกระจาย
นางรำภากล้าหาญเห็นหลานลูก,ยิ่งคิดผูกพยาบาทมุ่งมาดหมาย,ไล่วลาวายุพัฒน์วิ่งพลัดพราย,ยิงลูกชายเฉียดตาตกพาชี
นางฉวยขวานรานรุกพระลูกกลับ,ขึ้นม้าขับข้ามโขดกระโดดหนี,ยุพาฟันลูกชายผิดหลายที,สุลาลียิงสกัดหัสกัน
ต่างหลบเลี่ยงเพลี่ยงพลาดขยาดแม่,ไม่เหลียวแลหลบไปในไพรสัณฑ์,ต่างรวมได้ไพร่นายเหลือตายนั้น,จวนสายัณห์เย็นพยับเลิกทัพไป
ฝ่ายโฉมยงองค์ละเวงวัณฬาสลด,เมืองไหม้หมดมัวหมองไม่ผ่องใส,เสียเผ่าพงศ์วงศาเสนาใน,เสียพระทัยไห้สะอื้นกลืนน้ำตา
ชวนสามนางย่างเยื้องชำเลืองเนตร,นึกสมเพชพวกฝรั่งที่สังขาร์,ทั้งหญิงชายตายกลาดดาษดา,พระชลนานางตกซกซกลง
แสนอาลัยไพร่นายทั้งชายหญิง,ยิ่งดูยิ่งเยือกจิตพิศวง,เป็นลมเวียนเหียนคลื่นฝืนดำรง,แต่ซวนลงสามนางพลางประคอง
สุมาลีศรีสวัสดิ์หัตถ์ประทับ,แก้ลมจับนวดอุระพระขนอง,ทั้งแสนสาวชาวแม่ออกแซ่ซ้อง,เสียงร่ำร้องไห้อึงคะนึงไป
พวกชาวบ้านร้านตลาดเที่ยวกลาดเกลื่อน,เสียเหย้าเรือนเคหาที่อาศัย,เห็นศพกลาดญาติกายิ่งอาลัย,เสียงร้องไห้แซ่ทั้งเมืองลังกา
ฝ่ายโฉมยงองค์ละเวงเสียงเครงครื้น,ค่อยพลิกฟื้นคืนดำรงเห็นวงศา,สะอื้นร่ำรำพันจำนรรจา,น้องเกิดมาอาภัพอัประมาณ
