w1,w2,w3,w4
ฝ่ายพระนุชบุตรีกรุงกษัตริย์,มาถึงวังยังประหวัดถวิลหา,เห็นเจ้าพราหมณ์งามติดนัยน์ตามา,เข้าไสยายามค่ำยิ่งรำจวน
คิดสงสารป่านฉะนี้เจ้าพราหมณ์น้อย,จะอยู่คอยหรือจะไปเสียไกลสวน,เมื่อเดินมาพอพ้นต้นลำดวน,ทำแย้มสรวลเหมือนจะชวนจำนรรจา
เหตุไฉนไม่ตรัสหรือขัดข้อง,จะหนีน้องไปเสียแล้วกระมังหนา,เป็นพราหมณ์เทศพรหมจรรย์จรัลมา,หรือกษัตริย์ขัตติยาอยู่เมืองไกล
ทำปลอมแปลงแกล้งจู่มาดูน้อง,หรือจะต้องประสงค์ที่ตรงไหน,จะมาเดียวหรือจะมาด้วยข้าไท,จะกลับไปหรือจะอยู่ไม่รู้เลย
เสียดายนักหนักทรวงดวงสมร,สะอื้นอ้อนอิงแอบแนบเขนย,ไม่แต่งองค์ทรงเล่นเหมือนเช่นเคย,ลืมเสวยลืมสรงหลงรำพึง
สี่พี่เลี้ยงเมียงมองตามช่องฉาก,แล้วบุ้ยปากให้กันดูด้วยรู้ถึง,ต่างปรึกษาหารือไม่อื้ออึง,เราก็พึ่งเห็นรักประจักษ์ใจ
แต่ดูกันห่างห่างสิอย่างนี้,พระบุตรีตรอมจิตพิสมัย,แม้นได้เรียงเคียงข้างจะอย่างไร,รำคาญใจจะใคร่ปลอบให้ชอบที
ทั้งสี่นางต่างเข้าเคียงบรรจถรณ์,ทำทูลวอนพระธิดามารศรี,แม่เป็นไรไสยาไม่พาที,หรือวานนี้ไปสวนประชวรมา
จะเจ็บปวดเป็นไฉนก็ไม่ตรัส,จะได้จัดมดหมอมารักษา,หรือพระน้องต้องรุกขเทวา,ซึ่งอยู่ค่าคบลำดวนสวนดอกไม้
แล้วแสแสร้งแกล้งทำปรนนิบัติ,ศรีสวัสดิ์สว่างจิตพิสมัย,พระบุตรีแกล้งตรัสเหมือนขัดใจ,ไฮ้อะไรนี่เล่ามาเฝ้ากวน
จึงอยู่น้องต้องเทวดาด้วย,จึงเจ็บป่วยเป็นไข้เพราะไปสวน,พี่เคยได้ไปบนต้นลำดวน,ทำกระบวนมิได้บอกออกให้ตรง
จะสังเวยสิ่งไรจะได้จัด,สารพัดสิ่งของต้องประสงค์,หรือจะคิดติดสินบนท่านคนทรง,ให้เชิญองค์อารักษ์ที่ทักทาย
ทั้งสี่นางต่างยิ้มแล้วเยื้อนว่า,จะรักษาทรามวัยเสียให้หาย,อันต้องเทพารักษ์ขี้มักร้าย,ให้กระวนกระวายละอายใจ
จะขับกล่อมจอมขวัญให้บรรทม,อย่าปรารมภ์ร้อนจิตพิสมัย,พลางแย้มยิ้มหยิบกรับแล้วขับไป,ให้ต้องในน้ำจิตพระธิดา
ว่าปางหลังยังมีเจ้าพราหมณ์น้อย,โฉมแฉล้มแช่มช้อยดังเลขา,ทั้งผิวเหลืองเรืองรองดังทองทา,เที่ยวเสาะหานุชนางมาทางไกล
เวลาค่ำน้ำค้างลงพร่างพร้อย,พ่อโฉมงามพราหมณ์น้อยจะนอนไหน,สตรีงามสามภพไม่สบใจ,จะใคร่ได้ดอกฟ้าลงมาเชย
ถ้าแม้นเหมือนหมายมาดไม่คลาดแคล้ว,ดังดวงแก้วแกมทองเจียวน้องเอ๋ย,น่าน้อยใจที่ไม่ไว้อาลัยเลย,แล้วลงเอยอภิวันท์อัญชลี
พระธิดาฟังขับให้จับจิต,จะปกปิดป้องปัดก็บัดสี,จึงแสร้งว่าน่าแค้นแสนทวี,น้อยหรือพี่ช่างคิดประดิษฐ์ครวญ
เหมือนฟื้นฝอยหาตะเข็บให้เจ็บจิต,สมคบคิดกันพาข้าไปสวน,แล้วเป็นใจให้พราหมณ์มาลามลวน,เห็นสมควรแล้วหรือพี่ทั้งสี่คน
พี่เลี้ยงรู้จักใจไม่วิตก,ทำลูบอกอนิจจามาว่าฉัน,จะบอกความตามจริงทุกสิ่งอัน,เจ้าพราหมณ์นั้นเขาจะมาเป็นข้าไท
ให้พวกพี่นี้พามาถวาย,แต่ดีร้ายยังไม่เห็นเป็นไฉน,ถ้าไล่เลียงเที่ยงแท้แน่แก่ใจ,จึงจะได้ทูลความแม่ทรามเชย
น้อยไปหรือดื้อดึงไปถึงสวน,จะแกล้งกวนก่อความเจ้าพราหมณ์เอ๋ย,แม่เมตตาอย่าทูลฉลองเลย,เหมือนทรามเชยช่วยหลังไว้ครั้งนี้
ฉันผัดพอเช้าตรู่ประตูเปิด,ฟ้าผี่เถิดจะไปว่าน่าบัดสี,ไม่เจียมตัวกลัวเกรงพระบุตรี,ทำท่วงทีเหมือนกระต่ายตะกายดิน
มาพบแม่แต่ตัวเจ้าพราหมณ์น้อย,หรือพี่พลอยองอาจประมาทหมิ่น,แม้นจ้วงจาบหยาบช้าเป็นราคิน,จะขับไปเสียให้สิ้นทั้งสี่นาย
พระธิดาได้ความว่าพราหมณ์น้อย,ตามติดสอยสมจิตที่คิดหมาย,จึงกล่าวแกล้งแสร้งเสเพทุบาย,สักกี่ชายนั้นฉันไม่ทันดู
เห็นคนเดียวเที่ยวเดินเด็ดดอกรัก,เป็นเชิงชักปริศนาน่าอดสู,จะหม่อมน้องหรือหม่อมพี่ก็มิรู้,ไปถามดูเถิดอย่าซักฉันนักเลย
มิเสียทีพี่คบพอครบถ้วน,เป็นสี่ส่วนสมหน้าเจ้าข้าเอ๋ย,อุปถัมภ์ทำคุณจนคุ้นเคย,จึงล่วงเลยลามมาเป็นน่าชัง
สี่พี่เลี้ยงเบี่ยงบิดประดิษฐ์แก้,ฉันเป็นแต่จะช่วยพามาถวาย,ที่ผิวเหลืองเรืองรองนั้นน้องชาย,สมเป็นนายขอเฝ้าถึงเจ้ากรม
