w1,w2,w3,w4
ใครจะเห็นแยบคายอุบายมั่ง,จะขอฟังวาจาเร่งว่าขาน,ดูปัญญามาประจบคิดรบราญ,จะทัดทานอย่างไรในกระบวน
พวกเสนาฝรั่งฟังแกถาม,ก็ว่าตามแต่ผู้ใหญ่จะไต่สวน,ข้าพเจ้าที่จะให้ไปใคร่ครวญ,โดยกระบวนในตำราที่หารือ
คิดไม่เห็นเป็นแต่คนสำหรับใช้,ด้วยอยู่ใต้บังคับเคยนับถือ,แล้วแต่ท่านสารพัดจะหัดปรือ,ให้ขุดรืออย่างไรจะไปตาม
บาทหลวงว่าใครจะรู้เหมือนกูเล่า,ก็เห็นเปล่าจริงหนอแต่ล่อถาม,ไม่เห็นใครรู้หลักประจักษ์ความ,ยิ่งชักถามก็ยิ่งเคอะเซอะทุกคน
เฮ้อนี่แน่แยบคายอุบายนี้,เห็นจะดีคิดเห็นจะเป็นผล,เราคิดทำโคมไฟใส่ไกกล,ปล่อยไปบนเวหาสักห้าพัน
เอาดินดำทำไส้กับไฟกรด,พอเชื้อหมดถึงดินดำกำมะถัน,ถัาพลัดตกลงที่ไหนเป็นไฟกัลป์,ถึงสามวันจึงจะดับระงับเปลว
ถูกตึกกว้านร้านโรงก็โพลงพลุ่ง,เป็นเปลวฟุ้งคงถูกกระดูกเหลว,ปัญญากูคิดไว้มิใช่เลว,เหมือนตกเหวขึ้นได้ดั่งใจปอง
ท้าวโกสัยกับขุนนางข้างฝรั่ง,ที่นั่งฟังพร้อมกันสักพันสอง,สรรเสริญปัญญาดั่งทาทอง,พอหายหมองสุกเปล่งดั่งเพ็งจันทร์
บาทหลวงค่อยบางเบาบรรเทาทุกข์,บังเกิดสุขเห็นผลคนนับถือ,เพราะความคิดของตนคนจึ่งลือ,มันนับถือตัวกูผู้อาจารย์
ที่ทุกข์ร้อนอ่อนใจหายเป็นปลิด,เห็นสมคิดปรีดิ์เปรมเกษมศานต์,ค่อยกินอยู่หลับนอนผ่อนสำราญ,แล้วคิดการปรุงยาหาน้ำมัน
ประสมดินปืนไว้จะใส่เชื้อ,เอากรดเจือลงในน้ำกำมะถัน,แล้วผูกเป็นโคมผ้าขึ้นห้าพัน,เอาดินคั่นไว้ข้างล่างวางตะเกียง
แล้วทำไกใส่ลิ้นเมื่อลมหวน,จะได้ครวญครางเพราะเสนาะเสียง,ให้จัดแจงแต่งเสร็จสำเร็จเรียง,เป็นคู่เคียงใส่ยาทั้งห้าพัน
อันปัญญาฝรั่งสังฆราช,แกฉลาดยิ่งบุรุษสุดขยัน,เกณฑ์พหลพลรบไว้ครบครัน,ทั้งปืนสั้นปืนยาวทั้งง้าวทวน
สำหรับเข้าแหกค่ายจัดไว้พร้อม,จะคอยอ้อมรบระดมเมื่อลมหวน,สั่งให้พวกเกณฑ์หัดจัดกระบวน,ไว้ให้ถ้วนตามบังคับทุกทัพชัย
แม้ฤกษ์ดีวันไรจะได้ยก,ไปข้างบกริมท่าชลาไหล,อ้ายพวกม้นก็จะแตกแยกกันไป,เราแหกค่ายพลอยประสมระดมยิง
แล้วสั่งให้เลี้ยงดูหมู่ทหาร,ทั้งคาวหวานเหล้าส้มขนมผิง,อีกเป็ดไก่เนื้อแพะแกะกระทิง,ของย่างปิ้งต่างต่างวางในจาน
บนโต๊ะใหญ่หลายอย่างข้างละแถว,สำเร็จแล้วรายเรียงเลี้ยงทหาร,ให้กินอยู่หลับนอนผ่อนสำราญ,เหล่าทหารกองหนุนทั้งขุนพล
จะกล่าวถึงมังคลานราราช,ไปแอบหาดเกาะท้ายปลายสิงหล,ค่อยเป็นสุขทุกอาณาประชาชน,ไม่ร้อนรนอยู่สบายมาหลายวัน
ในห้องท้ายบาหลีที่สถิต,สำราญจิตโดยถนัดไม่ขัดขวาง,ดั่งเครื่องทิพย์หยิบส่งประจงวาง,ไม่รู้จางที่ในรสเหมือนอดออม
พายุหวนป่วนปั่นสนั่นก้อง,ฝนคะนองฟ้าเจือจนเหลือเหลิง,สุนีบาดฟาดสายกระจายเปิง,กำปั่นเหลิงลอยชิดขึ้นติดเลน
สองภิรมย์สมสนิทพิศวาส,ไม่ห่างบาทบทเรศพระเชษฐา,พระจันทรจรกระจ่างกลางนภา,ดวงดาราส่องสว่างกลางโพยม
ที่ตรงหน้าพาชีดาวลูกไก่,เห็นไรไรรูปทรงเหมือนธงฉาน,โน่นดาวข่างกลางพื้นโพยมมาน,ทิศอีสานดาวสำเภามีเสาใบ
ถัดไปนั่นดาวโลงมีกาจับ,ในตำหรับทายที่คัมภีร์ไสย,แม้กาจับหลายตัวมักกลัวไป,ทายว่าไข้ย่อมมีมาบีฑา
พระจันทร์ตรงส่งกลดดูโชติช่วง,กระจ่างดวงแจ่มจำรัสรัศมี,จับผิวพักตร์กัลยานางนารี,นวลฉวีปลั่งเปล่งดั่งเพ็งจันทร์
