w1,w2,w3,w4
อันบทเบื้องเรื่องนี้ของดไว้,จะกล่าวในอนุสนธิ์ยุบลสนอง,ถึงกษัตริย์ขัตติย์วงศ์จำนงปอง,ได้ครอบครองเหมราเจ้าธานี
ทรงพระนามตามนุสนธิ์กัมพลรัตน์,เสวยสวัสดิ์เมืองเอกภิเษกศรี,ในประเทศเขตแคว้นแดนบุรี,ทั้งยาวรีใหญ่โตมโหฬาร
กำแพงทำด้วยศิลาหนาสนัด,รอบจังหวัดนคเรศเขตสถาน,สะพรั่งพร้อมโหราพฤฒาจารย์,มีทหารสิบหมื่นพื้นฉกรรจ์
บ้านเศรษฐีมีทรัพย์นับด้วยโกฏิ,เกิดประโยชน์มั่งมีดีขยัน,แต่เมืองขึ้นกษัตราก็กว่าพัน,เรือกำปั่นทุกประเทศเขตนคร
บ้างไปมาค้าขายมิได้ขาด,ประชาราษฎร์สุโขสโมสร,ก็อิ่มเอมเปรมปราสถาพร,ทั่วนครไพบูลย์จำรูญเรือง
มีนงลักษณ์อัคเรศมเหสี,ชื่อบุปผามาลีฉวีเหลือง,ดั่งดวงจันทร์เพ็ญบูรณ์จำรูญเรือง,เป็นศรีเมืองเหมราในธานินทร์
มีสนมกรมในวิไลลักษณ์,ประไพพักตร์พริ้มเพริศดูเฉิดฉิน,ทั้งเอวองค์ทรงศอลอออินทร์,เหมือนกินรินเยื้องย่างสำอางตา
ดั่งดาวล้อมศศิธรจรกระจ่าง,ส่องสว่างอำพนบนเวหา,เฉลิมยศไทท้าวเจ้าพารา,ดั่งพระยาจักรพรรดิสวัสดี
พระอิ่มเอมเปรมปราเป็นผาสุก,นิราศทุกข์อิศโรดั่งโกสีย์,มีเอกองค์นงนุชพระบุตรี,นวลฉวีเปล่งปลั่งดั่งสุวรรณ
ทรงพระนามเยาวเรศเกศพัฒน์,พึ่งกำดัดรุ่นราวสาวสวรรค์,ประไพพริ้มนิ่มเนื้อเหมือนเจือจันทน์,ฉวีวรรณหอมหวนรัญจวนใจ
พระบิตุรงค์องค์ชนนีนาฏ,แสนสวาทดั่งชีวิตพิสมัย,จัดพี่เลี้ยงลูกมหาเสนาใน,ล้วนวิไลสี่นางสำอางองค์
