w1,w2,w3,w4
จะกล่าวถึงพระอภัยวิไลลักษณ์,อยู่สำนักเนินสิงคุตรกุฏิฤๅษี,เจริญผลบรรพชิตกิจโยคี,ทั้งสองชีเชี่ยวชาญการบำเพ็ญ
ไม่โลภหลงปลงในธรรมกรรมฐาน,หมายวิมานแสนสุขสิ้นยุคเข็ญ,มัธยัสถ์ตัดสวาทขาดกระเด็น,ลงตรองเห็นแก่นสารการต้องตาย
เพราะตัณหาพาตนให้ทนทุกข์,ไม่มีสุขอวิชชาพาฉิบหาย,เป็นเชื้อไฟไม่ชั่วตัวอบาย,ให้วุ่นวายโลภหลงเที่ยววงวน
ต้องรบพุ่งยุ่งยิ่งชิงสมบัติ,ทั่วจังหวัดเขตแคว้นแดนสิงหล,เพราะโลกีย์นี้มันชั่วพามัวมน,ให้เสียผลเสียประโยชน์โพธิญาณ
คิดก็เป็นอนิจจังน่าสังเวช,กองกิเลสนี้หนอเรามันเผาผลาญ,แต่พลัดพรากจากพงศ์จากวงศ์วาน,ทรมานกายาในสามัญ
พระเห็นภัยในอดีตเอาจิตตั้ง,เห็นทุกขังเดือดร้อนควรผ่อนผัน,ทรงกสิณอภิญญาณสำราญครัน,เอาจิตหมั่นปลงธรรมสำมดึงส์
สมประโยชน์หวังโปรดหลวงชีสอง,ให้ผุดผ่องลุล่วงการหวงหึง,จะได้ผลขนสัตว์ที่รัดรึง,ให้ลุถึงทางสวรรค์ชั้นวิมาน
พลางเสด็จออกนอกกุฎีที่สำนัก,มาหยุดพักที่ศาลาหน้าวิหาร,ทั้งสองนางต่างประณตบทมาลย์,แล้วกราบกรานคอยรับสั่งฟังคดี
ฝ่ายพระองค์ทรงศีลมุนินทร์นาถ,ตรัสประภาษโดยจริตกิจฤๅษี,ภิปรายปราศรัยน้องสองนารี,ค่อยเปรมปรีดิ์อยู่หรือน้องทั้งสองนาง
ฝ่ายสุวรรณมาลีหลวงชีสนอง,หม่อมฉันสองตั้งใจมิได้หมาง,ถือโอวาทมาดหมายจนวายวาง,ตามหนทางนฤพานการบำเพ็ญ
พระตรัสว่าสาธุจงลุล่วง,ให้พ้นห่วงตัณหาทันตาเห็น,แล้วเทศนาปราศรัยให้ใจเย็น,จงละเว้นโทโสอย่าโกรธา
อันโลภหลงจงเห็นว่าเป็นโทษ,ไม่ประโยชน์อย่าหวังใช่ฝั่งฝา,การโลกีย์สี่ประการเป็นมารยา,คือรูปรสพจนาเครื่องบำเรอ
อันบทเบื้องเรื่องสัมผัสเหมือนมัดผูก,เข้ากระดูกแล้วมันทำเสียหยำเหยอ,จงหักจิตคิดสละอย่าทะเยอ,ที่เปรมเปรอปฏิพัทธ์จงตัดใจ
เอาดวงจิตคิดในพระไตรลักษณ์,จะประจักษ์หักห้ามความสงสัย,อันขันตีมีกำหนดให้อดใจ,จงตั้งในยุติธรรมคงสำราญ
ได้ตัดห่วงบ่วงใยในมนุษย์,จะบริสุทธิ์เห็นภัยในสงสาร,อุเบกขาตั้งมั่นในสันดาน,หวังนิพพานเบื้องหน้าให้ถาวร
พอจบคำที่พระร่ำเทศนา,ให้สีกาชีจำเอาคำสอน,ทั้งสองนางต่างยินดีชุลีกร,รับสุนทรพระมุนีด้วยปรีชา
มัธยัสถ์ครัดเคร่งข้างปรนนิบัติ,ค่อยคิดตัดโลโภแลโมหา,เกิดความสุขขึ้นทุกวันเห็นทันตา,ต่างเปรมปราโมทย์สำราญบานกมล
ฝ่ายพระจอมมุนีฤๅษีสิทธ์,ครั้นเสร็จกิจเทศนาสถาผล,พอเย็นพยับอับแสงสุริยน,พื้นอำพนแจ่มฟ้าดาราราย
จันทร์กระจ่างกลางนภาเวหาห้อง,สว่างท้องป่าชัฏจำรัสฉาย,พระเสด็จเข้ากุฎีที่สบาย,สำรวมกายทางกสิณอภิญญาณ
หวนรำลึกนึกถึงอาจารย์เฒ่า,จะโศกเศร้าแก่ชราน่าสงสาร,หรือล่วงลับดับขันธสันดาน,ทั้งเยาวมาลย์มัจฉาสีกาโยม
จะอยู่ดีมีสุขหรือทุกข์ร้อน,เมื่อวันจรจากนางสำอางโฉม,ได้ฝากฝังครูเฒ่าช่วยเล้าโลม,จนนางโยมคลอดบุตรสุดอาลัย
สิบเก้าปีนี้แล้วแต่แคล้วคลาด,แสนอนาถนึกน่าเลือดตาไหล,จนลูกมีหลานน้อยกลอยฤทัย,ยังมิได้เห็นหน้ามัจฉาเลย
จำจะไปเยี่ยมเยือนเจ้าเพื่อนยาก,คุณเขามากนักหนานิจจาเอ๋ย,ได้รอดตายวายชีวามาหลงเลย,จะเฉยเมยเสียไม่ไปก็ไม่ดี
พระตริพลางทางเข้าสมาธิ,ตั้งสติระลึกไปในวิถี,เอาจิตตั้งทางกสิณให้อินทรีย์,ลอยขึ้นที่นภางค์กลางอัมพร
