w1,w2,w3,w4
จะกล่าวถึงพระอภัยวิไลลักษณ์,อยู่สำนักขอบเขตประเทศสถาน,เนินสิงคุตรเขาเขินจำเริญฌาน,กับเยาวมาลย์สองชีผู้ปรีชา
สำรวมจิตกิจอย่างทางกสิณ,เป็นสุดสิ้นมุ่งมาดปรารถนา,ไม่โลภหลงปลงขันธ์ด้วยปัญญา,สังขาราอนิจจังไม่ยั่งยืน
เทศนาสอนสั่งคนทั้งนั้น,เป็นนิรันดร์ทุกทิวาไม่ฝ่าฝืน,แต่บรรดาอยู่ประจำทุกค่ำคืน,คนทั้งหมื่นมีศรัทธาสมาทาน
ตั้งอยู่ในศีลห้าไม่ฆ่าสัตว์,มัธยัสถ์ถือธรรมกรรมฐาน,ที่ขอบวชสวดสิกขาสมาทาน,เป็นอาจารย์ครัดเคร่งบำเพ็งเพียร
แต่ยังไม่ได้กสิณมุนินทร์ใหม่,ด้วยว่าใจเจตนาเป็นพาเหียร,ค่อยกำจัดตัดราคคิดพากเพียร,ยังอาเกียรณ์มิได้ล่วงเพราะห่วงใย
พระนักสิทธ์ทรงสอนให้ผ่อนผัน,อย่าผูกพันนึกพะวงมักหลงใหล,อันโลกีย์นี้มันชั่วตัวจัญไร,จะพาให้เสียประโยชน์โพธิญาณ
พระชี้แจงแจ้งข้อบรมัตถ์,ในทางอรรถแก้ไขหลายสถาน,ประชาชนคนทั้งหมื่นต่างชื่นบาน,รับประทานผ่อนผันด้วยปัญญา
เวลานั้นพระมุนีฤๅษีสิทธิ์,สำรวมกิจนึกถึงวงศ์เผ่าพงศา,ไม่ได้ข่าวคราวใครในลังกา,พระอนุชาลูกหลานในว่านเครือ
จะอยู่ดีปรีดิ์เปรมเกษมสุข,หรือจะทุกข์อย่างไรทั้งใต้เหนือ,ถึงเจ็ดปีลูกหลานในว่านเครือ,ไม่พบเชื้อเห็นวงศ์พงศ์ตระกูล
จึ่งลับไปหลายปีไม่มีข่าว,ฟังเรื่องราวเป็นอย่างไรจึงหายสูญ,มิได้ปะสุริย์วงศ์พงศ์ประยูร,หรือจะสูญล้มตายวายชีวง
จำจะเข้าทางกสิณดูถิ่นฐาน,พวกวงศ์วานว่านเครือจะเหลือหลง,หรือสูญญาติขาดแผ่นดินสิ้นชีวง,เสด็จตรงเข้ากุฎีที่สำราญ
สำรวมจิตลงวางทางกสิณ,ดูฟ้าดินที่ในธรรมกรรมฐาน,พิเคราะห์ในไตรลักษณ์มรรคญาณ,ทุกถิ่นฐานแต่บรรดาในสามัญ
ทั้งลูกหลานว่านเครือในเชื้อไข,ก็อ่อนใจยากแค้นแสนถวิล,ไม่เป็นอันไปมาเที่ยวหากิน,พระทราบสิ้นทางธรรมสำมดึงส์
จำจะต้องไประงับช่วยดับเข็ญ,จะได้เว้นชิงช่วงที่หวงหึง,เอาเรื่องเหตุเทศน์ธรรมให้รำพึง,ได้ลุถึงศุโขมโหฬาร
ป่างพระปิ่นมุนีฤๅษีสิทธ์,ออกจากกิจทรงธรรมกรรมฐาน,เสด็จออกนอกกุฎีที่สำราญ,โปรดประทานเล่าถึงวงศ์พงศ์ประยูร
ทั้งสองนางดาบสรับพจนารถ,รู้ว่าญาติยังถวิลไม่สิ้นสูญ,ต้องรบพุ่งยุ่งกันไปในตระกูล,นางอาดูรแดดาลสงสารวงศ์
พระอภัยมุนีฤๅษีสิทธ์,ดูจริตสองนางเห็นยังหลง,ด้วยอาวรณ์ยังไม่ขาดในญาติวงศ์,พระจึงทรงเทศนาในบาลี
ว่าสามัญตัณหาพาให้โลภ,หลงละโมบครั้นทำลายตายเป็นผี,ก็ไม่หอบเอาจังหวัดปัถพี,ไปเป็นที่ถิ่นฐานบ้านของตน
อนิจจังสังขาราเหมือนปลานก,ต้องว่ายวกบินเตร่ระเหระหน,ถึงร่างกายก็อย่าหมายว่าของตน,พอสิ้นชนม์เน่าจมถมแผ่นดิน
พระฤๅษีชักเหตุเทศนา,ให้สองดาบสยุพินสิ้นสงสัย,วายวิโยคโศกเศร้าบรรเทาใน,ที่จริงใจโทมนัสอัดอารมณ์
จึงตรัสว่าถ้าจะไปให้โอวาท,แต่เชื้อชาติพวกฝรั่งมันยังขม,ไม่จืดจางบางเบาเอานิยม,เหมือนตกตมถอนยากลำบากใจ
ถึงจะไปสั่งสอนให้อ่อนน้อม,มันจะยอมยินดีเจ้าที่ไหน,ตาบาทหลวงแกมันดื้อไม่ถือใคร,ถึงจะไปป่วยการเหมือนมารยา
แต่จำเป็นจำใจจะไปเยี่ยม,สั่งให้เตรียมแต่งราชรถา,พระชวนดาบสินีให้ลีลา,ทรงรถาองค์ละรถบทจร
พวกเสนาดาบสที่บวชใหม่,ก็ตามไปโดยทางหว่างสิงขร,อยากจะไปเยี่ยมเยือนเพื่อนนิกร,ได้สั่งสอนให้ศรัทธาสมาทาน
ตามเสด็จพระมุนีฤๅษีสิทธ์,สำรวมกิจเดินไปในไพรสาณฑ์,รถที่นั่งสามพระองค์เข้าดงดาน,ชมห้วยธารเหวผาคูหาบรรพ์
ที่โตรกตรอกงอกง้ำเป็นถ้ำเหว,ที่ปล่องเปลวย้อยเป็นแท่งดั่งแกล้งสรรค์,ล้วนสีลายพรายแสงแข่งตะวัน,สูงชะงั่นเป็นชะง่อนก้อนศิลา
มีไม้งอกออกผลหล่นออกกลาด,ระดาดาษงอกงามตามซอกผา,ไม้รวกรากฝากหินก้อนศิลา,ฝูงคณานกร้องก้องสำเนียง
ดุเหว่าแว่วแจ้วเจื้อยระเรื่อยร้อง,ประสานซ้องก้องดงพลางส่งเสียง,นกแก้วพลอดยอดแก้วแจ้วสำเนียง,โกญจาเรียงจับวังร้องวังเวง
สาลิกาจับนิ่งบนกิ่งเกด,ฝูงโนเรศรายพลอดบนยอดเขลง,นกกระสาจับกระสังเสียงวังเวง,ร้องครื้นเครงก้องฟ้าพนาวัน
ฝูงอีลุ้มจับพุ่มอุโลกเลียบ,กระทาเหยียบกิ่งกระถินแล้วผินผัน,ควักข้าวตากฝากตาภาษามัน,สำเนียงขันฟังชัดฝูงสัตว์ดง
นกกะลิงจับกิ่งกะลำพัก,ฝูงกาสักจับนิ่งกิ่งกาหลง,นกยูงทองย่องเหยียบยอดยางดง,ฝูงเป็ดหงส์จับเหียงเรียงกันไป
ทั้งม่วงปรางลางสาดหล่นกลาดกลิ้ง,ที่ติดกิ่งสุกงอมหอมนักหนา,ขนุนขนันพันธุ์ดกฝูงนกกา,เป็นภักษาสัตว์ไพรในอรัญ
ผลไม้นานาโอชารส,พวกดาบสมาพบเก็บขบฉัน,ทั้งใบดอกงอกงามตามอรัญ,สารพันต่างต่างตามทางจร
พิกุลแก้วการณิการ์มหาหงส์,คัดเค้าดงประยงคุ์แย้มแกมเกสร,มะลุลีมะลิวัลย์พันขจร,ที่ชะง่อนเชิงผาจำปาจำปี
รสสุคนธ์มณฑาระดาดาษ,พุทธชาดชบาบางต่างต่างสี,ยี่สุ่นแซมแกมกุหลาบอังกาบมี,สารภีบุนนาคสองฟากทาง
ทั้งฝูงสัตว์จัตุบาทวิ่งกลาดเกลื่อน,ในแถวเถื่อนครางครึมกระหึ่มเสียง,ทั้งโคถึกมฤคีเม่นหมีเมียง,กิเลนเรียงเดินรายตามชายดง
พยัคฆากาสรเที่ยวซ่อนซอก,ตามโตรกตรอกเชิงผาป่าระหง,กระต่ายกระแตตุ่นอ้นเที่ยวด้นพง,ฝูงกระจงจามรีชะนีไพร
ขึ้นห้อยโหนโยนระย้าร้องหาผัว,บางโยนตัวอยู่บนกิ่งวิ่งไสว,พอสุริยาจวนจะลบภพไกร,ก็นึกได้เรียกผัวของตัวพลาง
สัตว์ระยำซ้ำสามตะกลามชู้,มันฆ่าคู่ทุจริตไม่คิดหมาง,จึงอมเรศสาปซ้ำไว้ตามทาง,ได้เชยค่างต่างเพศสังเวชใจ
ให้สมจริตจิตหญิงแพศยา,ต้องอยู่ป่าคล้ายกับลิงวิ่งไสว,เพราะมักมากอยากภิรมย์ให้สมใจ,หญิงจัญไรต้องร้างอย่างชะนี
พวกนักสิทธ์ติดตามรถที่นั่ง,เอาจิตตั้งแผ่เมตตาเหมือนปราศรัย,ไม่มีเหตุเภทพาลประการใด,ทั้งเจ็บไข้มิได้มีราคีพาน
จนถึงทางกลางป่าศาลาพัก,ก็พร้อมพรักน้ำท่าผลาหาร,พวกที่คอยรักษาพยาบาล,มากราบกรานปรนนิบัติกษัตรา
ถวายน้ำอัฐบานจานลูกไม้,น้ำตาลใสสดตระการหวานนักหนา,ทั้งสามองค์ทรงนั่งยังศาลา,ฉันผลาอัฐบานเครื่องหวานมัน
พวกนักสิทธ์เสนาก็มาพร้อม,เข้านั่งล้อมในศาลาพากันฉัน,สำเร็จกิจของตระการทั้งหวานมัน,หยุดพร้อมกันพักเหนื่อยที่เมื่อยมา
ฝ่ายพระองค์ทรงศิลนรินทร์รัช,โองการตรัสถามพลันด้วยหรรษา,อยู่ที่นี่พร้อมกันในคัลลา,มีโรคาป่วยบ้างหรืออย่างไร
หรืออยู่ดีปรีดิ์เปรมเกษมสุข,หรือเกิดทุกข์ร้อนเย็นเป็นไฉน,พวกเสนาทูลพลันไปทันใด,ไม่มีภัยเจ็คบปวดทุกหมวดกอง
พระอภัยมุนีฤๅษีสิทธ์,ได้ทราบกิจเขาประมูลทูลฉลอง,พระปราศรัยไต่ถามตามทำนอง,ให้ถูกต้องเยี่ยงอย่างทางบุราณ
แล้วจึ่งว่าเราจะลาไปนิเวศน์,เข้าในเขตลังกามหาสถาน,ไปเยี่ยมวงศ์พงศาด้วยช้านาน,พอแจ้งการเสร็จสรรพจะกลับไพร
แล้วพระองค์พงศ์กษัตริย์ขึ้นรถา,เสวกานำทางหว่างไศล,พวกเสนานักสิทธ์เดินติดไป,กับพลไพร่ตามกันเป็นหลั่นเดิน
กระจ่างจันทร์แจ่มฟ้าเวหาหน,นภาดลฝูงนกวิหคเหิน,กะเรียนร้องก้องระงมพนมเนิน,พระฟังเพลินปักษาคณาดง
การะเวกบินขานประสานเสียง,แข่งสำเนียงกับประยูรสกุณหงส์,ฝูงกาสักบินร้องก้องในดง,เดือนก็ตรงเวหาห้องพอสองยาม
สารถีขี่ขับรถที่นั่ง,ไม่หยุดยั้งพ้นป่าพนาหนาม,ออกท้องทุ่งมุ่งข้ามพอสองยาม,เข้าเขตคามนคราเมืองป่าตาล
จะกล่าวฝ่ายเสวกาเมืองวาโหม,เสียงครึกโครมใกล้เขตประเทศสถาน,ขัดตาทัพยับยั้งระวังการ,คอยต้านทานประจามิตรไม่คิดเกรง
ฝ่ายองค์พระมุนีฤๅษีสิทธ์,สำรวมกิจโดยธรรมกรรมฐาน,จึ่งสั่งพวกเสนีปรีชาชาญ,ท่านเอาการนี้ไปเล่าให้เขาฟัง
ว่าตัวเราจะเข้าไปในสิงหล,มิใช่กลข้าศึกอย่านึกหวัง,ล้วนฤๅษีเป็นเจ้าของเคยครองวัง,เพราะจิตหวังที่ในวงศ์พงศ์ประยูร
เสนานำคำสั่งพระนักสิทธ์,ไปแจ้งกิจว่าพระปิ่นบดินทร์สูร,องค์พระจอมนคเรศเกศตระกูล,มาพร้อมมูลจะเข้าไปในบุรินทร์
ฝ่ายพระยาวาโหมได้ทราบเหตุ,พลางน้อมเกศชื่นชมสมถวิล,แล้วสั่งพวกเสวกาในธานินทร์,มาพร้อมสิ้นรีบไปเฝ้าเจ้านคร
