w1,w2,w3,w4
ส่วนกษัตริย์หัสไชยมิได้หยุด,ขับสิงห์รุดเร่งไพร่เดินไพรสณฑ์,ออกทุ่งกว้างทางเตียนไม่เวียนวน,ถึงสิงหลลังกาไปหน้าวัง
พบหนุ่มสาวชาวผลึกอยู่ตึกนอก,ถามเขาบอกเรื่องต้นจนหนหลัง,หาท้าวนางพวกข้างในเล่าให้ฟัง,ตามรับสั่งสารศรีที่มีมา
ท้าวทศวงศ์องค์พระมเหสี,สมถวิลยินดีจะมีไหน,ลงจากปรางค์ต่างตามกันหลามไป,รับกษัตริย์หัสไชยเข้าในวัง
ยังซูบทรงสงสารต่างคลานเข้า,ไปกราบเพลาพี่ชายทั้งซ้ายขวา,ทั้งแสนแค้นแสนรักซบพักตรา,ชลนาไหลหลั่งลงพรั่งพราย
ส่วนสุวรรณมาลีศรีสวัสดิ์,เข้ากอดหัสไชยชิดพิศวง,มเหสีทรงยศท้าวทศวงศ์,ต่างองค์ทรงโศกาด้วยอาลัย
นางละเวงเร่งรำภาให้หาหมอ,วิ่งสอสอเซ็งแซ่มาแก้ไข,บ้างโบกลมพรมพร่ำน้ำดอกไม้,ค่อยชื่นใจได้อารมณ์สมประดี
ต่างเล่าความตามเรื่องที่เคืองขัด,ให้พระหัสไชยอ่านเรื่องสารศรี,ในสาราว่าพระอภัยมณี,จอมโมลีโลกาสถาวร
เมื่อครองวังลังกาวัณฬาราช,พระวรนาถร่วมสุวรรณบรรจถรณ์,ทรงทศธรรม์กรุณาประชากร,ราษฎรได้เป็นสุขทุกตำบล
จนเกิดบุตรสุดสวาทราชโอรส,ได้ปรากฏยศยิ่งในสิงหล,กลับผ่าเผ่าเหล่ากอเป็นทรชน,เหมือนลูกยางห่างต้นเที่ยวปล้นเมือง
แล้วซ้ำเผาข้าวปลากระยาหาร,ให้เกิดการโกลาท้องฟ้าเหลือง,ให้ผู้อื่นหมื่นแสนได้แค้นเคือง,จับสามเมืองมาขังไว้ลังกา
หากพระน้องครองสัตย์บรรทัดเที่ยง,ไม่รักเลี้ยงลูกจระเข้เสนหา,จึงเชิญองค์พงศ์กษัตริย์ขัตติยา,ไปไว้วังลังกาพยาบาล
ถึงโทษบุตรทุจริตทำผิดเหลือ,เป็นหน่อเนื้อนวลหงก็สงสาร,ช่วยว่ากล่าวน้าวโน้มประโลมลาน,ให้ลูกหลานคิดคงเป็นพงศ์พันธุ์
จะปรากฏยศไกรเมืองใหญ่น้อย,จะเรียบร้อยราบเตียนที่เสี้ยนหนาม,ขอเชิญน้องตรองตริดำริความ,ให้สมตามลูกเต้าพงศ์เผ่าพันธุ์
เคยเลี้ยงดูสู้ถนอมเฝ้ากล่อมเกลี้ยง,เหมือนหลงเลี้ยงลูกเสือมันเหลือแสน,สู้แม่พ่อทรยศคิดทดแทน,ให้หายแค้นคิดหมายไม่วายวัน
สั่งให้หาพวกฝรั่งสิ้นทั้งหลาย,ล้วนหมื่นขุนมุลนายฝ่ายทหาร,ให้ถือน้ำทำสัตย์ปฏิญาณ,คุมไพร่พร้อมล้อมปราการทวารวัง
พระหัสไชยให้สำหรับบังคับขาด,ตามประกาศกฎหมายอยู่ภายหลัง,ใครขัดขวางล้างชีวาเสียอย่าฟัง,พลางตรัสสั่งหัสเกนเวรศาลา
จัดโยธีสี่ทัพสำหรับรบ,ให้สมทบทัพละหมื่นล้วนปืนผา,อำมาตย์รับอภิวาทกลัวอาชญา,เร่งตรวจตราเตรียมพลสกลไกร
หมวดละหมื่นพื้นพวกเสื้อหมวกสี,เหน็บกระบี่แบกปืนยืนไสว,ทหารแห่แลล้วนทวนธงชัย,ทั้งนอกในหน้าหลังคนคั่งคับ
รถที่นั่งหลังคามีฝากระจก,เทียมม้าหกคู่เคียงเรียงสลับ,รถสามนางต่างเตรียมเทียมประทับ,คอยคำนับรับเสด็จสำเร็จการ
ครั้นเสร็จสรรพจับกระบี่แล้วลีลาศ,ยุรยาตรเยื้องย่างดังนางหงส์,เห็นไพร่พร้อมน้อมประณตขึ้นรถทรง,ดำเนินธงทัพละหมื่นเสียงครื้นครึก
ลาลีวันนั้นกำกับกองทัพหน้า,ยกโยธาโห่ร้องเสียงก้องกึก,ทัพยุพาคลาเคลื่อนสะเทือนสะทึก,ทหารฮึกโหมแห่เซ็งแซ่ซ้อง
