w1,w2,w3,w4
ฝ่ายลูกสาวเจ้าลังกาพระยาหญิง,ไม่มีสิ่งสุขจิตคิดถวิล,ถึงเวลาว่าขานการแผ่นดิน,ก็ได้ยินเรื่องเขาฆ่าบิดาตาย
นางทรงฟังดังพระกรรณจะลั่นออก,เหมือนหนามยอกเสียบหูไม่รู้หาย,ถึงยามนอนถอนฤทัยให้ระคาย,คิดอุบายบาทหลวงเพียงทรวงโทรม
ไม่เห็นหนกลศึกที่ลึกซึ้ง,แสนรำพึงผอมซูบพระรูปโฉม,ทุกทุ่มยามห้ามฆ้องกลองประโคม,มิให้โครมครื้นครึกด้วยตรึกตรอง
ฝ่ายนารีพี่เลี้ยงอยู่เคียงแท่น,เห็นนางแสนโศกนักพระพักตร์หมอง,จึงเล้าโลมโฉมงามตามทำนอง,แม้ขัดข้องข้อใดที่ในทรวง
แม่โฉมยงจงอุตส่าห์มีมานะ,ไปหาพระสังฆราชผู้บาทหลวง,จะได้อ้อนวอนถามความทั้งปวง,จะเหงาง่วงงึมงำอยู่ทำไม
นางฟังสี่พี่เลี้ยงประโลมปลอบ,ค่อยชื่นชอบชี้ทางสว่างไสว,พอเช้าตรู่สุริโยอโณทัย,สั่งให้ไขสินธุพุละออง
นางสรงชลบนเตียงพี่เลี้ยงล้อม,ประณตน้อมพระบุตรีสีขนอง,ขัดสุคนธ์ปนเจือด้วยเนื้อทอง,นวลละอองอำไพวิไลตา
แล้วแต่งองค์ทรงเครื่องเรืองจำรัส,อย่างกษัตริย์บิตุเรศพระเชษฐา,พี่เลี้ยงเหล่าสาวสรรค์กัลยา,ล้วนปรีชาเชิญพระแสงแต่งเป็นชาย
ลงจากรถบทบาทค่อยยาตรย่าง,พี่เลี้ยงนางนำเสด็จไม่เข็ดขาม,สาวสะเทิ้นเชิญพระแสงคอยแซงตาม,ชมอารามรุ่งโรจน์โบสถ์โบราณ
เพิงผนังหลังคาโอฬารึก,กุฎีตึกโตโตรโหฐาน,บันไดคดลดหลั่นเป็นชั้นชาน,ศิลาลานเลี่ยนลาดสะอาดตา
ปลูกต้นแก้วทับทิมที่ริมตึก,ร่มระรื่นครื้นครึกล้วนพฤกษา,กุหลาบดอกออกแซมแย้มระย้า,ทั้งพุดจีบปีบจำปาสารภี
หอมรวยรวยชวยชื่นระรื่นรส,ดอกไม้สดสองข้างทางวิถี,สี่พี่เลี้ยงเคียงคลอจรลี,ขึ้นกุฎีบาทหลวงมีควงกล
เห็นลูกสาวเจ้าลังกามาเป็นพวก,ล้วนถอดหมวกยืนเรียงพี่เลี้ยงสลับ,ด้วยถอดหมวกพวกฝรั่งเป็นคำนับ,จึงต้อนรับเชิญนั่งที่ตั่งเตียง
นางละเวงเกรงพระต้องละยศ,สละลดส่านไหมสไบเฉียง,บรรดาเหล่าสาวศรีพระพี่เลี้ยง,อยู่แต่เพียงชั้นล่างห่างห่างกัน
ซึ่งทิ้งตราราหูเรียนรู้หญิง,ทั้งสองสิ่งสุดจะแปลจะแก้ไข,พระโปรดด้วยช่วยแสดงให้แจ้งใจ,แต่พอให้แก้แค้นแทนบิดร
บาทหลวงฟังนั่งนึกเห็นลึกแหลม,ไอกระแอมอุบอิบกระซิบสอน,อันดวงตราราหูคู่นคร,ข่าวขจรเจริญมาเนิ่นนาน
ทุกด้าวแดนแสนรักจักใคร่ได้,เขียนบอกไปในกระดาษราชสาร,แม้นใครรับดับร้อนช่วยรอนราญ,จะเชิญท่านผ่านผดุงกรุงลังกา
ซึ่งเรียนรู้ผู้หญิงสิ่งสังวาส,ให้ฉลาดเหลือเอกเหมือนเมขลา,จำลององค์ลงกระดาษให้บาดตา,เอาชื่อตราชื่อกรุงจรุงพจน์
กับรูปวาดราชสารการสรรเสริญ,ไปเที่ยวเชิญท้าวพระยาคงมาหมด,ได้ใช้เล่นเช่นเขาว่าเสนามด,เพราะรักยศรักหญิงช่วยชิงชัย
อันถิ่นฐานบ้านเมืองที่เรืองเดช,หลายประเทศแผนที่คัมภีร์ไสย,ทั้งแยบยลกลศึกจารึกไว้,ตั้งแต่ไตรดายุคทุกแผ่นดิน
แม้นเรียนได้ไว้เป็นครูรู้ทำเนียบ,จะคิดเทียบทำอย่างไรก็ได้สิ้น,ไม่เหนื่อยใจไพร่ฟ้าข้าแผ่นดิน,ใช้แต่ลิ้นก็พอเห็นจะเป็นการ
พลางไขตู้ดูตำราไตรดายุค,แผนที่ทุกถิ่นประเทศเขตสถาน,ให้ลูกสาวเจ้าลังกาแล้วอาจารย์,ก็บอกการกลเล่ห์เสน่ห์ชาย
เสกสุคนธ์ปนยาแก้วตามนุษย์,แม้บุรุษเห็นพักตร์รักไม่หาย,ยิ่งถูกมือหรือว่าได้เข้าใกล้กาย,คนนั้นตายด้วยได้เพราะใจรัก
จงพากเพียรเรียนร่ำให้สำเร็จ,กลเม็ดเหมือนอย่างกริชที่มิดฝัก,แต่ฝึกตัวมั่วชายวุ่นวายนัก,ใจจะรักเขาเข้าบ้างระวังใจ
นางละเวงเกรงบาปไม่หยาบหยาม,จะทำตามชี้แจงแถลงไข,แม้นราคีมีระคายที่ชายใด,สัญญาให้แล่เนื้อเอาเกลือทา
บาทหลวงนั่งฟังหัวร่อแล้วขอโทษ,อย่ากริ้วโกรธตรองตรึกหมั่นศึกษา,นางจดจำคำนับรับตำรา,ทั้งผืนผ้าแผนที่ด้วยดีใจ
เอาใส่หีบจีบจับระดับกระดาษ,ตำรับราชสงครามตามวิสัย,ให้คนหามตามหลังเข้าวังใน,นางตั้งใจพากเพียรเรียนตำรา
