w1,w2,w3,w4
จะกล่าววังลังกาวัณฬาราช,เสียหน่อนาถนึกหมายเหมือนทายฝัน,กับรำภาผกาสุลาลีวัน,ปรับทุกข์กันเห็นจะมีหมอดีมา
เพราะหัสไชยได้ธงลงอักษร,มาถอดถอนเวทมนตร์ดลคาถา,ไม่ทันรู้จู่ไปเสียไกลตา,จะตรึกตราแก้ไขฉันใดดี
นางละเวงเกรงว่าพวกข้าศึก,จะหาญฮึกรบพุ่งเอากรุงศรี,อนึ่งพระอนุชากับสามี,ได้หมอดีมาแก้จะแปรปรวน
ทางปรึกษาปรารมภ์ระทมทุกข์,ไม่มีสุขเศร้าสร้อยละห้อยหวน,เขาชิงรักหักหาญเป็นการจวน,จะก่อกวนการศึกให้นึกกลัว
นางยุพาลาลีทั้งพี่น้อง,ไม่จากห้องร้องไห้อาลัยผัว,คิดถึงที่มีท้องให้หมองมัว,ต่างซ่อนตัวซบสะอื้นกลืนน้ำตา
ฝ่ายโฉมยงองค์ละเวงวัณฬาราช,คิดถึงบาทหลวงครูคู่ปรึกษา,จำจะไปงอนง้อขอสมา,ขอวิชาช่วยประจญคนทั้งปวง
จึงแจ้งความสามนางเหมือนอย่างนึก,จะไปตึกสังฆราชพระบาทหลวง,ถึงโกรธาด่าทอว่าล่อลวง,เราทั้งปวงง้องอนคงอ่อนใจ
อย่าถือโทษโกรธขึ้งไปพึ่งพระ,เห็นพระองค์คงจะไม่เสียได้,จงรีบจัดรถาหาดอกไม้,จะรีบไปขอสมาท่านอาจารย์
ทั้งสามนางต่างรับคำนับน้อม,มาเตรียมพร้อมรถาที่หน้าฉาน,เทียนข้าวตอกดอกไม้จัดใส่พาน,พร้อมทหารแห่แหนมาแน่นนันต์
นางวัณฬาอ่าองค์แล้วทรงเครื่อง,ค่อยย่างเยื้องขึ้นรถพระกลดกั้น,นางรำภายุพาสุลาลีวัน,ขึ้นนั่งชั้นลดเลื่อนให้เคลื่อนคลา
ถึงกุฎีที่ฝรั่งสังฆราช,ค่อยลีลาศเลียบบันไดขึ้นไปหา,เห็นพระนั่งตั้งธูปเทียนบูชา,ขอสมาหมอบเรียงเคียงเคียงไป
บาทหลวงแก่แลเห็นเขม้นมุ่ง,โมโหฟุ้งร่ำด่าไม่ปราศรัย,อีตอแหลแร่ออกมาหากูไย,กูมิได้ปรารถนาคบค้ามึง
ทั้งเจ้าข้าหน้าสดปดเป็นครอก,มีแต่หลอกลวงกูไม่รู้ถึง,ไปรับตัวผัวเขามาเคล้าคลึง,เมียเขาหึงโรมโรมเหมือนโหมโรง
อียุพาลาลีอีตอแหล,ไม่ทันแก่จะเป็นม่ายอีตายโหง,ช่างชักสื่อหาผัวอีตัวโกง,จนท้องโป่งป่องหยอดยอดตำแย
นางวัณฬาสารภาพกราบบาทหลวง,ฉันทั้งปวงผิดหมดปดตอแหล,รู้สึกในใจตัวว่าชั่วแท้,สุดแล้วแต่เจ้าคุณกรุณา
ยังเคืองแค้นแม้นว่าจะลงโทษ,ไม่ถือโกรธเลยสักนิดผิดหนักหนา,ฉันไม่มีที่เห็นเป็นกำพร้า,จงเมตตาหลานรักอีกสักครั้ง
จะสัตย์ซื่อถือพระละพยศ,ไม่โป้ปดตอแหลเหมือนแต่หลัง,บาทหลวงด่าว่ากูไม่พอใจฟัง,นางชาววังปากหวานน้ำตาลทา
ถ้าถึงที่มีการมาวานใช้,ส่วนบุญไม่ได้ทำกรรมหนักหนา,กูคิดถึงคุณท้าวเจ้าลังกา,กรุณานับถือคนซื่อตรง
