w1,w2,w3,w4
จะกล่าวถึงพระอภัยมณีนาถ,พร้อมพระญาติตรองตรึกว่างศึกเสือ,สมประสงค์วงศ์วานในว่านเครือ,แต่ล้วนเชื้อสายกษัตริย์ขัตติยา
สินสมุทรสุดสาครบวรนาถ,เชิญพระบาทบิตุรงค์เผ่าพงศา,ให้เสด็จกลับหลังเข้าลังกา,ทั้งเสนานักพรตหมดทุกองค์
สั่งพหลพลทหารโห่เตรียมรถ,มาพร้อมหมดสมหวังดั่งประสงค์,พวกเกณฑ์แห่แออัดจัตุรงค์,ทั้งทวนธงเขียวแดงแย่งมังกร
อภิรุมชุมสายรายสลับ,แลระยับฉัตรเรียงเคียงสลอน,เครื่องอาวุธเสโล่แลโตมร,ธนูศรดาบดั้งตั้งกระบวน
เชิญเสด็จสามกษัตริย์ขึ้นรถา,เสวกาแห่แหนเข้าแดนสวน,เจ็ดกษัตริย์พร้อมพรักแล้วชักชวน,ตามกระบวนพระมุนินทร์ปิ่นประชา
อังกาบแก้วสายหยุดพุทธชาด,ระดาดาษดอกระย้ามหาหงส์,ยี่สุ่นแซมแกมปนต้นประยงคุ์,ประดู่ดงดอกเหลืองเนื่องกันไป
ฝูงกาลิงจับกิ่งอุโลกร้อง,นกยูงทองจับยอดยางไสว,กาสักจับยืนพลอดบนยอดไทร,นกเขาไฟจับแฟบยืนแอบตัว
สาลิกาจับนิ่งบนกิ่งแก้ว,เสียงเจื้อยแจ้วคลอเคลียทั้งเมียผัว,เห็นคนมาบินว่อนเที่ยวซ่อนตัว,เพราะความกลัวหนีไปเสียไกลรัง
นกขมิ้นจับแมงเม่าพลางเคล้าคู่,ซังแชวอยู่พูดพลอดยอดมะสัง,กาเรียนดงส่งเสียงสำเนียงดัง,บนยอตตรังแซ่ซ้องก้องกังวาน
โพระดกจับไม้มะเดื่อปล้อง,กระทุ้งทองจับกระถินกินอาหาร,ฝูงกระทาจับกระทิงไม่นิ่งนาน,ร้องประสานควักข้าวตากไปฝากตา
เจ็ดกษัตริย์ทอดทัศนานก,ฝูงวิหคหลายอย่างต่างภาษา,จัตุบาทดาษดื่นพื้นสุธา,ฝูงเลียงผาเม่นหมีชะนีไพร
ละมั่งระมาดผาดเผ่นเล่นบนโขด,เสือกระโดดจับฟัดจนตัดษัย,ฝูงโคถึกมฤคาพากันไป,เที่ยวในไพรพงกว้างทางอรัญ
ฝูงแรดร้ายควายเปลี่ยวเที่ยวเลี้ยวลัด,ในป่าชัฏพุ่มไม้ไพรระหง,ทั้งฝูงฬากาสรในดอนดง,ตุ่นกระจงจามรีมีบนเนิน
เจ็ดกษัตริย์ทัศนาในป่าไม้,ยกพลไปตามลำเนาภูเขาเขิน,ระยะย่างทางไปพอใจเพลิน,รีบดำเนินพลไปใกล้ลังกา
ฝ่ายพระยาวาโหมที่อยู่ด่าน,เมืองป่าตาลพร้อมพรักคอยรักษา,ครั้นรู้ข่าวเจ้านายเสด็จมา,ก็ปรีดาต้อนรับกองทัพพลัน
เอาสิ่งของกองรายถวายเสร็จ,เชิญเสด็จทรงเดชเข้าเขตขัณฑ์,เจ็ดกษัตริย์สุริย์วงศ์เผ่าพงพันธุ์,ทั้งนักธรรม์เสวกาพลากร
พระอภัยมุนีฤๅษีสาม,เสด็จตามมรรคาหน้าสิงขร,หยุดประทับรถาพลากร,เจ้านครนคราเมืองป่าตาล
เจ็ดกษัตริย์ขึ้นประทับบนตึกใหญ่,พลไพร่พวกพหลพลทหาร,เข้ายับยั้งนั่งนอนผ่อนสำราญ,เสพอาหารถ้วนทั่วทุกตัวตน
พระอภัยมุนีหลวงชีสอง,เสวยของโอชาผลาผล,เจ็ดกษัตริย์ขัตติยาเจ้าสากล,ให้ตรวจพลล้อมรอบขอบกำแพง
พวกวาโหมเกณฑ์ไพร่ให้รายรอบ,ตามเขตขอบไฟสว่างกระจ่างแสง,แล้วเกณฑ์พวกสารวัตรคอยจัดแจง,ตามตำแหน่งนายหมวดให้ตรวจตรา
ฝ่ายพระจอมมุนินทร์ปิ่นฤๅษี,ประทับที่ป่าตาลริมชานผา,บนเก๋งใหญ่ในประเทศเขตลังกา,ภาวนาทางธรรมสำมดึงส์
มัธยัสถ์ตัดห่วงบ่วงสงสาร,หมายนิพพานลุล่วงไม่หวงหึง,หวังประโยชน์ทางธรรมสำมดึงส์,กว่าจะถึงพระนิพพานเหมือนการตรอง
ให้โอวาทแต่บรรดาที่มาด้วย,พระหวังช่วยเหล่าคนที่หม่นหมอง,เทศนาสากลให้คนตรอง,โดยทำนองนักพรตให้อดใจ
แล้วดำริติเตียนกองกิเลส,แม้นใครเจตนานักมักหลงใหล,ไม่เป็นอันนั่งนอนมักร้อนใจ,จะพาให้ทุกข์ขังไม่ยั่งยืน
ทุจริตจิตชั่วอ้ายตัวโลภ,หลงละโมบเรี่ยวแรงต้องแข็งขืน,เกิดทิษฐิที่ในจิตดั่งพิษปืน,ต้องแข็งขืนมานะในอารมณ์
คืนฉันทากล้านักมักให้ชั่ว,ต้องหมองมัวหวานหายกลายเป็นขม,ผู้ที่จะเข้ามาสมาคม,ไม่นิยมรักกันเพราะฉันทา
พระปิ่นเกศเทศนาคาถาจบ,พอค่ำพลบผายผันต่างหรรษา,บางหลับนอนผ่อนสบายคลายอุรา,ที่เมื่อยมาค่อยเป็นสุขที่ทุกข์ทน
ต่อรุ่งแจ้งแสงทองส่องอากาศ,จึ่งจะยาตราทัพขับพหล,ประเวศวังลังกาพลาพล,โดยตำบลรัถยาจากป่าตาล
