w1,w2,w3,w4
จะกล่าวฝ่ายสังฆราชพระบาทหลวง,เวลาล่วงดาวกระจ่างสว่างแสง,ประมาณสามยามสงัดแกจัดแจง,สั่งให้แต่งตัวทหารชำนาญปืน
ประจุลูกน้อยใหญ่ใส่ดินหู,สังเกตดูปืนสัญญาเร่งฝ่าฝืน,ยิงระดมถมเข้าไปในกลางคืน,คงแตกตื่นวุ่นวิ่งชิงเอาเมือง
แต่ตำราว่าไว้ในตำหรับ,แม้แม่ทัพดีคงได้ซึ่งไอศูรย์,ถึงชะตาเมืองจะดีบริบูรณ์,แต่เค้ามูลปลั้วเปลี้ยก็เสียเอง
พอดาวโจรโชติช่วงเห็นดวงเด่น,บาทหลวงเห็นต้องตำหรับจับเขนง,เทดินหูลุกขึ้นยืนยิงปืนเอง,เสียงครื้นเครงเลื่อนลั่นสนั่นดัง
ทหารปืนจับชุดจุดดินหู,เสียงฟุบฟูยิงประดาทั้งหน้าหลัง,เป็นควันกลุ้มตูมลั่นสนั่นดัง,ถูกกระทั่งสนามดินก้อนศิลา
ยิงระดมสมทบหอรบใหญ่,เป็นแสงไฟส่องสว่างกลางเวหา,เสียงประสานขานโห่เป็นโกลา,ชาวพาราปล่อยปืนดังครื้นโครม
ถูกวิหลั่นหันเหียนเจียนจะคว่ำ,แล้วยิงซ้ำก้องกึกเสียงฮึกโหม,ถูกเพลาใบไหม้เสาราวกับโคม,เสียงครึกโครมสูบน้ำร่ำขึ้นไป
เพลิงก็ดับกลับใบมิได้หยุด,บ้างยัดจุดยิงกันเสียงหวั่นไหว,บาทหลวงเร่งพวกพหลสกลไกร,ให้โยนไฟหม้อดินสิ้นทุกคน
ถูกตึกกร้านร้านโรงไฟโพลงพลุ่ง,ทหารมุงช่วยกันดับอยู่สับสน,พระมังคลากล้าหาญการประจญ,พลางไล่คนขึ้นเชิงเทินเนินกำแพง
ให้ยิงปืนทองปรายรายทุกป้อม,ทหารพร้อมปล่อยไปไฟเป็นแสง,เสียงตูมตึงผึงผางที่กลางแปลง,ถูกเรือแคลงแคมปรุทะลุทลาย
