w1,w2,w3,w4
ฝ่ายตาเฒ่าสังฆราชพระบาทหลวง,ให้แล่นล่วงเลียบมหาชลาสินธุ์,ถึงเมืองไหนให้เข้าอ่าวบุรินทร์,ประเทศถิ่นแต่บรรดาชายสาคร
เอาเรื่องราวศาสนาเที่ยวว่ากล่าว,ทุกแดนด้าวขึ้นไปตั้งแต่สั่งสอน,แต่เกลี้ยกล่อมได้เสร็จเจ็ดนคร,ทำเหมือนก่อนคิดแต่การข้างมารยา
แม้นเมืองไหนเขาไม่รับไม่นับถือ,แกเขียนชื่อแช่งชักไว้หนักหนา,ทำเป็นธงปักไว้ชายคงคา,ใครไปมาจะได้ดูให้รู้การ
แล้วใช้ใบไปทางข้างพายัพ,แกบังคับต้นหนพลทหาร,ให้แล่นล่องหาในท้องชโลธาร,กำหนดนานตั้งแต่มาถึงห้าปี
จะขอกล่าวราวเรื่องเมืองโรมพัฒน์,เจ้าจังหวัดแขกเทศเชื้อเศรษฐี,เป็นเมืองใหญ่ในจังหวัดปัถพี,เขามั่งมีมั่งคั่งทั้งนคร
ทุกประทศเขตขัณฑ์ย่อมครั่นคร้าม,ปรากฏนามโกสัยมไหสร,มเหสีงามขำล้ำกินนร,นามกรบุษบันกัลยา
มีบุตรีศรีสำอางดังนางหงส์,ชื่อบุษบงทรงเทพเลขา,พึ่งแรกรุ่นผิวผ่องดั่งทองทา,ชันษาได้สิบสี่ปีมะแม
ไว้ถนอมกล่อมเกล้าเยาวลักษณ์,ให้สมรักสมใคร่เจ้าไอศูรย์,ให้อยู่ปรางค์สร้างใหม่อันไพบูลย์,พร้อมประยูรญาติวงศ์ดำรงวัง
จะกล่าวฝ่ายมังคลานราราช,กับครูบาทหลวงไปดั่งใจหวัง,อยู่ในท้ายบาหลีมู่ลี่บัง,ชวนกันนั่งดูตำราปรึกษากัน
คิดจะไปตีลังกาให้ปรากฏ,เฉลิมยศเอาให้ได้ไอศวรรย์,เคยเป็นใหญ่ในนิเวศน์ขอบเขตคัน,คนทั้งนั้นเลื่องลือนับถือกู
มาตกอับยับเยินต้องเหินห่าง,เที่ยวอยู่กลางสาครจนอ่อนหู,แกนั่งตรึกนอนตรองหาช่องคู,พระเยซูช่วยดำรงให้คงคืน
จะได้ตั้งศาสนาให้ผาสุก,บรรเทาทุกข์ในอุราไม่ฝ่าฝืน,จะกำจัดไพรีตีเอาคืน,จับแต่พื้นเผ่าพงศ์วงศ์อภัย
มาฆ่าเสียมิให้เหลือเอาเนื้อเลือด,มาฉะเชือดทิ้งให้กาไม่ปราศรัย,ได้สมกับที่มันทำกูช้ำใจ,เอาให้ได้เมืองลังกาเหมือนอาวรณ์
เรือก็แล่นมาในทางกลางสมุทร,ไม่ยั้งหยุดเลียบมาข้างหว่างสิงขร,ลมก็ส่งตรงไปใกล้นคร,เห็นสันดอนโรมพัฒน์สวัสดี
ฝ่ายต้นหนคนท้ายก็บ่ายเข้า,พอรุ่งเช้าเรียกหากะลาสี,ได้ซาใบทอดท่าหน้าบุรี,เสียงอึงมี่ทอดสมอลดช่อใบ
จะกล่าวฝ่ายเรือตระเวนเห็นกำปั่น,ก็ชวนกันแล่นมาถามตามสงสัย,ท่านมาจากเมืองบ้านสถานใด,หรือจะไปค้าขายในบุรินทร์
พวกชวาส่งภาษาบอกให้รู้,ว่าท่านครูพระฝรั่งหวังถวิล,ไปเที่ยวสอนศาสนาทุกธานินทร์,ให้เพิ่มภิญโญยศปรากฏนาม
ด้วยเมตตาการุญถึงบุญบาป,ไม่หยามหยาบโฉงเฉงอย่าเกรงขาม,เที่ยวไปสอนศาสนาพยายาม,เพราะมีความเวทนาในสามัญ
ข้าพเจ้าออกไปถามได้ความชัด,มาโปรดสัตว์แสดงเหตุเทศนา,ให้อยู่เย็นเป็นสุขทุกทิวา,ไม่ปรารถนาเงินทองของผู้ใด
นายด่านฟังสั่งเสมียนให้เขียนบอก,แล้วคัดลอกความลงไม่สงสัย,ประทับตราพร้อมกันในทันใด,เรียกมาใช้สั่งกำชับรับไปพลัน
แล้วรีบรัดอัสดงให้ถอนถีบ,พลางเร่งรีบเข้าไปถึงไอศวรรย์,เอาส่งให้กรมท่าเสนาพลัน,บอกสำคัญทูลท้าวเจ้านคร
เสนารับเรื่องราวเข้านิเวศน์,คอยปิ่นเกศจะถวายลายอักษร,ฝ่ายจอมเจ้านครินทร์ปิ่นนคร,เสด็จจรจากมนเทียรวิเชียรพราย
ออกพระโรงท่ามกลางขุนนางพร้อม,ประณตน้อมคลี่สารอ่านถวาย,ให้ทราบเรื่องเบื้องต้นไปจนปลาย,โดยภิปรายพระฝรั่งเมืองลังกา
ท้าวโกสัยสุริย์วงศ์ทรงสดับ,จึงตรัสกับเสนีที่ปรึกษา,เขาลือว่าพวกฝรั่งเมืองลังกา,ใครคบหามันไว้ไม่ได้การ
แต่จะมายับยั้งก็ชั่งเถิด,อย่าให้เกิดอื้อฉาวจะร้าวฉาน,มันชาติคนงอแงเหมือนแหพาน,ไม่ต้องการจะให้ยากลำบากคน
ก็รู้อยู่ว่ามันเบียนเป็นเสี้ยนหนาม,จะคุกคามเล่าก็เห็นไม่เป็นผล,อันพวกพ้องมันจะมีสักกี่คน,จะมาปล้นเมืองบ้านสถานใด
เราไม่กลัวฝรั่งสังฆราช,มีอำนาจไกรเกรียงสักเพียงไหน,คงจะรู้แยบยลในกลไก,จะลงไปฟังดูให้รู้การ
ท้าวจึงสั่งเสวกาพฤฒามาตย์,ให้หมายบาดพวกพหลพลทหาร,ทั้งรถรัดอัสดรกุญชรชาญ,จงเตรียมการไว้แต่เช้าเราจะไป
สนทนากับฝรั่งสังฆราช,ดูโอกาสกิริยาอัชฌาสัย,ที่เมืองด่านธารท่าชลาลัย,เสนาในน้อมคำนับรับโองการ
ครั้นสั่งเสร็จพระเสด็จยุรยาตร,ขึ้นปราสาทรจนามุกดาหาร,ขุนเสนาทุกตำแหน่งไปแต่งการ,เตรียมทหารถ้วนทั่วทุกตัวคน
หยุดประทับพลับพลาที่หน้าป้อม,ขุนนางพร้อมน้อมประณตบทศรี,บาทหลวงรู้ว่าท่านท้าวเจ้าบุรี,ก็ยินดีออกมารับคำนับพลาง
ฝ่ายพระจอมอิศโรท้าวโกสัย,จึงถามไต่ผ่อนผัดไม่ขัดขวาง,ตามประเพณีนครแต่ก่อนปาง,โดยเยี่ยงอย่างทางความตามโบราณ
บาทหลวงเฒ่าเจ้าอุบายเหมือนควายเชื่อง,ทำเซื่องเซื่องผันผ่อนพูดอ่อนหวาน,แต่ใจจิตคิดไม่เว้นจะเล่นงาน,เห็นอาการเขายังตั้งระวังตัว
แม้นนานไปพลาดท่าเหมือนปลานก,จะคอยฉกให้ถนัดจับตัดหัว,ถึงจะดีมาอย่างไรกูไม่กลัว,ได้พันพัวเข้าเมื่อไรแล้วไม่ฟัง
การอุบายหลายอย่างในทางหลอก,ทั้งในนอกคิดไว้เหมือนใจหวัง,แม้นไม่ดิ้นอยู่กับที่กูมิฟัง,ให้เหมือนตังคิดตัวทั่วนคร
แล้วไถลเถ่ถามตามประสงค์,ซึ่งจำนงในบพิตรอดิศร,หมายจะพึ่งองค์ท้าวเจ้านคร,พอวายร้อนจึ่งจะลาท่านคลาไคล
อยู่เวียงวังลังกาอาณาเขต,ก็เกิดเหตุรบกันสนั่นไหว,อันตัวเราเล่าเป็นพระสละใจ,จึ่งเที่ยวไปพยายามตามสบาย
ประเทศใดเป็นสุขไม่ทุกข์ร้อน,อาศัยนอนตามจนไม่ขวนขวาย,แต่พอถือศาสนาพาสบาย,ไม่วุ่นวายป่วยการขี้คร้านฟัง
เอาความหลังครั้งนั้นมาเล่าแจ้ง,แกแถลงเรื่องความตามประสงค์,จึ่งละถิ่นเที่ยวไปดั่งใจจง,แต่เวียนวงไปมาก็ช้านาน
จนถึงเมืองท้าวไทเหมือนใจหวัง,ขอยับยั้งพอเป็นสุขทั้งลูกหลาน,พอสบายใจจิตคิดรำคาญ,ไม่ช้านานก็จะลาท่านคลาไคล
ป่างพระจอมนครินทร์ปิ่นพิภพ,ขจรจบอิศโรท้าวโกสัย,ฟังบาทหลวงเล่าแถลงแจ้งพระทัย,เรื่องที่ในเมืองลังกาเกิดราวี
เห็นจะเป็นความฉลาดเจ้าบาทหลวง,คิดล่อลวงให้เขารบแล้วหลบหนี,คงจะเป็นแยบยลคนอัปรีย์,แล้วไพล่หนีซอกซอนสัญจรมา
เป็นเที่ยงแท้แน่จิตไม่ผิดนึก,มันยั่วศึกก็เพราะจิตริษยา,ครั้นจะไล่มิให้อยู่ในพารา,จะเป็นข้าศึกไปในบุรินทร์
จึ่งปราศรัยไกล่เกลี่ยเสียให้หาย,อย่าวุ่นวายที่ในจิตคิดถวิล,เชิญท่านอยู่เถิดหนาอย่าราคิน,ในแผ่นดินโรมพัฒน์สวัสดี
บาทหลวงตอบขอบคุณการุญรัก,ขอหยุดพักพึ่งพาเป็นราศี,เพราะท้าวไทกรุณาทั้งปรานี,ก็เป็นที่รักใคร่ใครจะปาน
ฝ่ายไทท้าวเจ้านิเวศน์ประเทศถิ่น,จึงสั่งสิ้นเสวกาโยธาหาญ,ให้ตกแต่งตึกใหญ่ให้ตระการ,พระอาจารย์จะได้อยู่ช่วยดูแล
เอาใจใส่อย่าให้ขัดจัดให้พร้อม,ขุนนางน้อมคอยรับสั่งฟังกระแส,มาจัดแจงที่อยู่คอยดูแล,ตามกระแสรับสั่งไม่รั้งรอ
ทั้งอาหารหวานคาวดังท้าวสั่ง,ก็แต่งตั้งเอาไปใส่ไว้บนหอ,ตั้งน้ำฉันใช้มีไว้พอ,กับมดหมอคอยรักษาพยาบาล
ฝ่ายไทท้าวเจ้าพาราก็ลากลับ,มาประทับยังปราสาทราชฐาน,พร้อมสพรั่งทั้งเจ้าจอมหม่อมอยู่งาน,แสนสำราญสุขเกษมเปรมฤทัย
ฝ่ายบาทหลวงค่อยสบายคลายวิตก,เหมือนหยิบยกเขาเขินเนินไศล,ขึ้นอยู่บนตึกฝรั่งแกตั้งใจ,คิดจะใคร่กำจัดกษัตรา
จึงเรียกพระมังคลานราราช,มานั่งอาสน์ตรองตรึกแล้วปรึกษา,กูจะคิดกำจัดกษัตรา,เอาพาราเป็นของเราทั้งข้าวเกลือ
พวกพหลพลไพร่ในจังหวัด,เราคิดตัดเอาให้ได้ทั้งใต้เหนือ,รีบไปเอาเงินทองของในเรือ,ทั้งผ้าเสื้อจะได้ให้พวกไพร่พล
เอาแจกจ่ายให้ปันทุกวันหวัง,ให้พร้อมพรั่งถ้วนทั่วตัวพหล,แต่อย่าให้สงสัยทั้งไพร่พล,คิดเป็นกลอุบายให้ตายใจ
แล้วให้คนรีบไปในกำปั่น,ขนแพรพรรณเงินทองสิบสองไห,แล้วเขียนหนังสือพลันด้วยทันใด,ให้แจกไปกับเหล่าชาวประชา
กับเชิญท่านขุนนางผู้ใหญ่ด้วย,ว่าเราอวยพรไปให้นักหนา,เป็นวันใหญ่ในฝรั่งข้างลังกา,ขอเชิญมาเลี้ยงกันเป็นวันดี
พอเสร็จสรรพประทับตราพระราหู,ให้มีผู้ถือไปในกรุงศรี,แจกบรรดาไพร่พลพวกมนตรี,เชิญไปที่เมืองด่านชานชลา
กับทั้งท้าวเจ้ามิ่งมไหสวรรย์,ด้วยเป็นวันใหญ่ยิ่งจริงนักหนา,ครั้นแจกทั่วเสร็จสรรพแล้วกลับมา,แจ้งกิจจาบาทหลวงทันท่วงที
แกจึงให้จัดแจงแต่งข้าวของ,ทั้งเงินทองพลอยเพชรไว้เจ็ดสี,ทั้งกระบี่ลงยาราชาวดี,หมวกตุ้มปี่อย่างฝรั่งข้างลังกา
แกจัดไว้จะได้ให้สำหรับยศ,ให้ปรากฏสมมาดปรารถนา,จะถวายไทท้าวเจ้าพารา,ได้ลือชาเกียรติยศปรากฏไป
ถึงวันนัดจัดเสร็จสำเร็จนึก,แล้วตรองตรึกเรื่องความตามวิสัย,ให้ตั้งโต๊ะหวานคาวแต่เช้าไป,เครื่องเป็ดไก่อักโขล้วนโอชา
ฝ่ายไทท้าวเจ้าพาราเสนาพร้อม,ก็ห้อมล้อมแห่แหนมาแน่นหนา,ถึงสถานเขตแคว้นแดนชวา,บาทหลวงมาต้อนรับคำนับพลัน
แล้วเชิญท้าวเจ้าพารามาบนตึก,เสียงครื้นครึกปรีดิ์เปรมเกษมสันต์,เชิญเสวยเครื่องอานทั้งหวานมัน,ขุนนางนั้นเลี้ยงดูทุกผู้คน
แล้วถวายสิ่งของล้วนทองเพชร,แจกให้เสร็จถ้วนทั่วตัวพหล,ทั้งขุนนางพวกไพร่ให้ทุกคน,พวกคนจนเงินผ้าบรรดามี
ฝ่ายพระจอมอิศโรท้าวโกสัย,จึงถามไต่เรื่องความตามวิถี,ท่านเที่ยวไปไกลประเทศเขตบุรี,สักกี่ปีจงแถลงให้แจ้งความ
บาทหลวงยกเรื่องต้นแต่หนหลัง,เล่าให้ฟังดั่งพระองค์ประสงค์ถาม,แล้วทูลขออยู่ที่บุรีราม,สักสองสามปีจะลาท่านคลาไคล
ฝ่ายท่านท้าวเจ้ามิ่งมไหสวรรย์,ก็ผ่อนผันตามความปรารถนา,ว่าสุดแท้แต่ท่านไม่ฉันทา,จงตรึกตราตรองความตามสบาย
อันเมืองด่านธารท่าชลาสินธุ์,ที่พื้นดินเปล่ามากอยู่หลากหลาย,จงสร้างสมตึกรามตามสบาย,ที่หาดทรายธารท่าริมสาคร
ฝ่ายพระจอมมังคลานราราช,กับสังฆราชตรึกตรองด้วยผ่องใส,คิดสร้างสมตึกรามตามแต่ใจ,ไม่มีใครกีดขวางคิดจ้างคน
ไปทำที่หน้าด่านสำราญรื่น,ในภูมิพื้นทั่วจังหวัดไม่ขัดสน,เอาเงินทองแจกอาณาประชาชน,ทั้งก่อขนแล้วเสร็จในเจ็ดเดือน
ทำกำแพงด้วยศิลาหนาสองศอก,ทางเข้าออกแน่นดีไม่มีเหมือน,กั้นเป็นขอบรอบเขาตั้งเหย้าเรือน,ดูกล่นเกลื่อนแน่นหนาริมท่าธาร
แล้วสำเร็จเสร็จสรรพขึ้นยับยั้ง,เรียกว่าวังชายหาดราชฐาน,บาทหลวงกับสานุศิษย์ตั้งคิดการ,จะคอยผลาญไทท้าวเจ้าบุรินทร์
เอาเงินทองแจกจ่ายสิ้นหลายแสน,ไม่หวงแหนแจกไพร่ดังใจถวิล,คนรักใคร่ไปมาเป็นอาจิณ,ทั้งตัดสินความเขาเอาแต่จริง
คนระบือลือชาเห็นปรากฏ,เฉลิมยศลือดีดั่งผีสิง,ทั้งซื่อตรงคงสัตย์สันทัดจริง,พวกชายหญิงทั่วนครไม่ร้อนรน
ด้วยอำนาจบาทหลวงแกล่วงรู้,เปรียบเหมือนผู้ทำนาจะหาผล,ช่วยตัดสินความอาณาประชาชน,ที่ขัดสนแจกจ่ายทั้งให้ปัน
คนนับถือลือเลื่องทั้งเปรื่องปราด,ประชาราษฎร์อิ่มเอมเกษมสันต์,ทั้งไพร่นายหลายหมื่นพื้นฉกรรจ์,ก็ผูกพันรักใคร่เป็นไมตรี
ด้วยเห็นว่าซื่อตรงต่างปลงจิต,เข้าเป็นศิษย์รักใคร่ไม่หน่ายหนี,กิตติศัพท์ลือไปในบุรี,ทราบถึงที่ไทท้าวเจ้านคร
ฝ่ายพระจอมอิศโรท้าวโกสัย,ขัดพระทัยพวกฝรั่งมาสั่งสอน,จนผู้คนไพร่ฟ้าประชากร,ทั่วนครฟังข่าวทุกเช้าเย็น
แม้นนานไปอ้ายนี่จะมียศ,เป็นขบถเหมือนอย่างจิตกูคิดเห็น,จึงจะต้องดับร้อนให้ผ่อนเย็น,อย่าให้เป็นศึกเสือเหลือรำคาญ
จึงตรัสสั่งเสนามหาอำมาตย์,เอ็งไปไล่สังฆราชพวกอาจหาญ,อย่ามาอยู่แปดปนเป็นคนพาล,ในสถานบ้านช่องเป็นของกู
แม้นมันพูดดื้อดึงเองจึงกลับ,มาเกณฑ์ทัพออกไปต้อนให้อ่อนหู,จะขัดขวางอย่างไรออกไปดู,ฟังให้รู้แยบยลอ้ายคนโกง
ครั้นสั่งเสร็จพระเสด็จยุรยาตร,ขึ้นจากอาสน์บัลลังก์ที่นั่งโถง,ขุนเสนารีบออกนอกพระโรง,พอบ่ายโมงไปถึงด่านชานชลา
เห็นบาทหลวงเดินวนอยู่บนตึก,แล้วจารึกหนังสือปิดบอกศิษย์หา,ให้เล่าเรียนเขียนอ่านการวิชา,ในตำราอังกฤษไม่ปิดบัง
