w1,w2,w3,w4
จะกล่าวหน่อบพิตรอดิศร,สุดสาครตามติดกนิษฐา,จนล่วงเข้าอ่าวสินธุ์ถิ่นนาคา,เห็นภูผาวุ้งเวิ้งเชิงคิริน
ดูโพลงพลุ่งรุ่งโรจน์โชติสว่าง,อยู่ท่ามกลางเกลียวมหาชลาสินธุ์,จะแลซ้ายฝ่ายขวาล้วนนาคิน,ขึ้นไล่กินกุ้งปลาในสาชล
ขับมังกรถอนถีบเร็วรีบไล่,เห็นไรไรไม่รู้ถึงตะลึงหลง,เลี้ยวละเมาะเกาะเกียนวกเวียนวง,จนสุริยงเย็นรอนอ่อนกำลัง
เห็นลิบลิบถีบถลาข้างหน้าลับ,ครั้นเหลียวกลับแลเขม้นเห็นข้างหลัง,เอะผิดทีผีหลอกดอกกระมัง,ให้หลงตั้งติดตามถึงสามวัน
พอแลเห็นเป็นชะวากที่ปากอ่าว,มีเกาะยาวใหญ่ขวางอยู่ข้างหน้า,ควันโขมงสงสัยในวิญญาณ์,จึงขับม้าขึ้นละเมาะเกาะค้างคาว
เห็นโรงใหญ่ไปดูพบผู้เฒ่า,นั่งชันเข่าเหลาตอกผมหงอกขาว,เป็นชายอยู่ผู้เดียวหญิงเกรียวกราว,ล้วนสาวสาวน้อยน้อยสักร้อยคน
บ้างนั่งเรียงเคียงรอบริมขอบแคร่,พระแลแลหลากจิตคิดฉงน,ฝ่ายตาเฒ่าเจ้าผัวตามัวมน,มองเห็นคนขับเมียไปเสียไกล
หน่อกษัตริย์ตรัสถามตามสุภาพ,อย่ากรานกราบเลยธุระจะมาหา,แล้วลงนั่งยังชะง่อนก้อนศิลา,ร้องเรียกมาซักถามตามพระทัย
แน่ท่านครูผู้เฒ่าจงเล่าเรื่อง,อยู่บ้านเมืองแห่งหนตำบลไหน,เกิดวิบัติขัดขวางเป็นอย่างไร,มาอยู่ในเกาะแก่งตำแหน่งนี้
ฝ่ายผู้เฒ่าเล่าความไปตามซื่อ,ข้าเจ้าหรือชาวพาราสาวัตถี,เมื่อหนุ่มนั้นภรรยาข้าไม่มี,เกี้ยวสตรีโกรธาเที่ยวด่าทอ
จนขอสู่ผู้ใหญ่ยกให้พร้อม,ยังไม่ยอมเป็นเมียต้องเสียหอ,อายมนุษย์สุดกำลังไม่รั้งรอ,จะผูกคอเสียให้ตายวายชีวา
ขึ้นไปบนต้นกระแมงลายแทงผุด,จึงทราบสุดซึ่งเล่ห์เสนหา,กลับไปเที่ยวเกี้ยวสาวชาวพารา,พอปะตาต้องจิตสนิทใน
ประการหนึ่งคลึงเคล้าเย้ายั่วหญิง,ให้หลงลิงโลดจิตพิสมัย,ถึงแม่พ่อก็ให้ลืมด้วยปลื้มใจ,เหตุด้วยได้แยบคายในลายแทง
ถึงแก่เฒ่าสาวรักอักนิษฐ์,พอใจชิดชวนแนบนั่งแอบแฝง,รู้ถึงท้าวเจ้าเมืองคิดเคืองแคลง,จึงกลับแกล้งแสร้งว่าเป็นกาลี
ด้วยแก่เฒ่าเคล้าเคลียมีเมียสาว,มาปล่อยอ่าวพาราสาวัตถี,จึงสิงสู่อยู่เกาะละเมาะนี้,พวกนารีทั้งนั้นเป็นภรรยา
ขอถามพระจะไปไหนอยากใคร่ทราบ,แสนสุภาพน่ารักนั้นหนักหนา,พระตรองตรึกนึกจะใคร่ได้วิชา,ให้น้องยายอมบ้างเหมือนอย่างใจ
จึงเล่าความตามเรื่องที่เคืองข้อง,มาตามน้องมิได้แจ้งตำแหน่งไหน,ท่านตาครูรู้เล่ห์เสน่ห์ใน,ช่วยสอนให้แยบคายตามลายแทง
ถ้าสมหวังดังคำที่ร่ำกล่าว,ให้ได้สาวประดิพัทธ์ไม่ขัดแข็ง,จะแทนบุญคุณบ้างอย่าคลางแคลง,ช่วยจัดแจงเภตราออกมารับ
ฝ่ายตาครูรู้ว่าเป็นกษัตริย์,ไม่ขืนขัดไขความตามตำรับ,เชิงสัมผัสสตรีที่ลี้ลับ,สังเกตจับจิกเล็บที่เทพจร
จะปลาบปลื้มลืมหลงปลงสวาท,อย่าให้คลาดเคลื่อนจำเหมือนคำสอน,รู้จับแน่แก่สาวย่อมหาวนอน,สุดสาครขอประสิทธิ์สมคิดไว้
ออกน้ำเขียวฝ่าคลื่นขึ้นข้างเหนือ,ใหญ่กว่าเรือไปมาเที่ยวค้าขาย,สังเกตแดนแผนที่บุรีราย,จะเข้าฝ่ายฝั่งพาราวาหุโลม
แล้วจับยามตามไปจะได้ปะ,สงสารพระผอมซูบเสียรูปโฉม,ช่างเดินทางกลางคลื่นครึกครื้นโครม,ต้องทุกข์โทมนัสสาน่าปรานี
พระฟังคำร่ำเล่าสำเภาใหญ่,จะตามไปเพื่อจะพบประสบศรี,จึงบัญชาว่าท่านครูอยู่จงดี,ธุระมีจะขอลาท่านคลาไคล
แล้วขึ้นนั่งหลังมังกรรีบถอนโถม,โจนกระโจมลงมหาชลาไหล,ออกน้ำลึกครึกครื้นตามคลื่นไป,กำหนดในทิศทางข้างอุดร
สิบห้าวันครั้นเย็นแลเห็นด่าน,มีปราการก่อป้อมคร่อมสิงขร,สำเภาจอดทอดท่าริมสาคร,เห็นแน่นอนนางจะมาเภตรานี้
