w1,w2,w3,w4
ให้เจ็บครรภ์ปั่นป่วนจะจวนคลอด,ระทวยทอดลงกับแท่นที่แผ่นผา,จะแลเหลียวเปลี่ยวใจนัยนา,ไม่เห็นหน้าผู้ใดที่ไหนเลย
โอ้องค์พระอภัยก็ไปลับ,ไม่เห็นกลับคืนมานิจจาเอ๋ย,จะคลอดบุตรสุดใจเมียไม่เคย,ที่ไหนเลยจะตลอดรอดชีวา
นางครวญคร่ำร่ำไรไห้ละห้อย,น้ำตาย้อยพรั่งพรายทั้งซ้ายขวา,ให้กลุ้มกลัดอัดอั้นหวั่นวิญญาณ์,ด้วยเป็นปลาแปลกนางอย่างมนุษย์
สงสารนางครางครวญให้ป่วนปวด,ยิ่งเร้ารวดร้อนใจดังไฟจุด,สะอื้นอ้อนอ่อนระทวยแทบม้วยมุด,หากบุญบุตรบันดาลช่วยมารดา
ให้นึกคำพระอภัยเมื่อไปจาก,ว่าจะฝากโยคีมีคาถา,นางตรึกตรองร้องร่ำทั้งน้ำตา,คุณเจ้าขาไม่มาช่วยฉันด้วยเลย
โอ้ครั้งนี้ชีวิตจะปลิดปลด,พระดาบสเอาบุญเถิดคุณเอ๋ย,นางครวญคร่ำร่ำไรด้วยไม่เคย,สลบเลยลืมกายดังวายปราณ
ฝายโยคีมีพรตปรากฏกล้า,นั่งรักษาทางธรรมกรรมฐาน,แสนสว่างทางกสิณอภิญญาณ,พระอาจารย์แจ้งจบทั้งภพไตร
เมื่อเงือกน้ำร่ำเรียกก็รู้เหตุ,นิ่งสังเกตว่าสีกามาแต่ไหน,พลางหัวร่ออ้อเมียพระอภัย,เขาฝากไว้วันจะลาไปธานี
มันเจ็บท้องร้องอึงจะออกลูก,จะต้องถูกได้หรือเป็นฤๅษี,แล้วงกเงิ่นเดินมาในราตรี,ไหนอยู่ที่ไหนหวาสีกาสีแก
เอาโคมส่องมองเขม้นเห็นนางเงือก,สลบเสือกอยู่ที่ทรายชายกระแส,เป่ามหาอาคมให้ลมแปร,ที่ท้อแท้ค่อยประทังกำลังนาง
เห็นโยคีดีใจจึงไหว้กราบ,สมาบาปช่วยวิบัติที่ขัดขวาง,ความเจ็บปวดรวดเร้าไม่เบาบาง,นางครางพลางพลิกกายฟายน้ำตา
พระดาบสอดปากมิอยากได้,ใครใช้ให้มึงรักกันหนักหนา,ส่วนลูกไม่ใคร่ออกสิบอกตา,สมน้ำหน้าปวดท้องร้องเบยเบย
แล้วจับยามสามตาตำราปลอด,จวนจะคลอดแล้วละหวาสีกาเอ๋ย,กูถูกต้องท้องไส้ไม่ได้เลย,ยังไม่เคยพบเห็นเหมือนเช่นนี้
แล้วหลีกไปให้ห่างเสียข้างเขา,ช่วยเสกเป่าป้องปัดกำจัดผี,เดชะฤทธิ์อิศโรพระโยคี,มิได้มีเภทภัยสิ่งไรพาน
ทั้งเทวาอารักษ์ที่ในเกาะ,ระเห็จเหาะลงมาสิ้นทุกถิ่นฐาน,ช่วยแก้ไขได้เวลากฤดาการ,คลอดกุมารเป็นมนุษย์บุรุษชาย
เนตรขนงวงนลาฏไม่คลาดเคลื่อน,ละม้ายเหมือนพระอภัยนั้นใจหาย,มีกำลังนั่งคลานทะยานกาย,เข้ากอดก่ายมารดรไม่อ่อนแอ
นางกอดบุตรสุดใจมิได้อิ่ม,พ่อเนื้อนิ่มแนบข้างไม่ห่างแห,แข็งฤทัยใจคอหายท้อแท้,ลงชุ่มแช่ชลธารสำราญใจ
พระหน่อนาถชาติเงือกชอบเลือกน้ำ,เที่ยวผุดดำตามประสาอัชฌาสัย,นางแม่เมียงเคียงข้างไม่ห่างไกล,แล้วอุ้มไปนั่งแท่นแผ่นศิลา
ฝ่ายโยคีนิ่งนั่งได้ฟังเสียง,จึงมองเมียงมาชะโงกริมโกรกผา,เห็นกุมารคลานได้มิใช่ปลา,หัวร่อร่าร้องไม่เป็นไรแล้ว
นางเงือกน้ำคำรพอภิวาท,ข้าเป็นชาติเชื้อสัตว์เหมือนมัจฉา,จะกล่อมเกลี้ยงเลี้ยงมนุษย์สุดปัญญา,ขอฝากฝ่าบาทบงสุ์พระทรงธรรม์
ช่วยเลี้ยงดูกุมารเหมือนหลานเถิด,เสียแรงเกิดกายมาจะอาสัญ,อันข้านี้วิสัยอยู่ไกลกัน,เช้ากลางวันเย็นลงจะส่งนม
พระโยคีมีจิตคิดสงสาร,ด้วยเหมือนหลานลูกศิษย์สนิทสนม,จึงว่ากูผู้สถิตในกิจกรม,ไม่มีสมบัติอะไรที่ไหนเลย
จะเย็บฟูกผูกเปลเห่อ้ายหนู,ก็ไม่รู้สีสาสีกาเอ๋ย,ต้องกล่อมเกลี้ยงเลี้ยงไปทั้งไม่เคย,จะเฉยเมยเสียมิช่วยจะม้วยมุด
ฤกษ์วันนี้ตรีจันทร์เป็นวันโชค,ต้องโฉลกลัคนามหาอุด,จะให้นามตามอย่างข้างมนุษย์,ให้ชื่อสุดสาครอวยพรชัย
นางกราบกรานท่านสิทธาว่าสาธุ,ให้อายุยืนยงอสงไขย,สืบตระกูลพูนสวัสดิ์กำจัดภัย,แล้วอุ้มให้กินนมนั่งชมเชย
โอ้เกิดมาอาภัพอัปภาค,จะจำจากมารดานิจจาเอ๋ย,อย่าเศร้าสร้อยน้อยใจอาลัยเลย,บุญแม่เคยครองเลี้ยงเจ้าเพียงนั้น
ไปชาติหน้ามาเกิดกับอกแม่,อย่าห่างแหเสน่หาจนอาสัญ,ในชาตินี้วิบากจะจากกัน,เพราะต่างพันธุ์ผิดเพศสังเวชใจ
สะอื้นพลางนางแลดูลูกรัก,สงสารนักนึกน่าน้ำตาไหล,จึงหยิบของสองสิ่งซึ่งซ่อนไว้,เป็นของพระอภัยให้โอรส
ทำขวัญลูกผูกธำมรงค์รัตน์,ไว้กับหัตถ์เบื้องขวาให้ปรากฏ,กุณฑลทองขององค์พระทรงยศ,ให้ดาบสเก็บไว้ให้กุมาร
แล้วเรียกบุตรสุดสาครของแม่,เฝ้าแลแลมารดาน่าสงสาร,ให้กินนมชมชูพระกุมาร,แล้วให้คลานขึ้นบนเพลาพระเจ้าตา
พระสอดกรช้อนอุ้มว่านุ่มนิ่ม,ดูจิ้มลิ้มลูกพ่อเจียวหนอหวา,ไปด้วยกูอยู่ด้วยกันที่ศาลา,แล้วอุ้มพามากุฎีพระชีไพร
จึงเสี่ยงสัตย์อัธิษฐานการกุศล,เดชะผลเมตตาได้อาศัย,จะเลี้ยงดูกุมารแม้นนานไป,เขาจะได้สืบกษัตริย์ขัตติยา
จงมีเมาะเบาะฟูกเครื่องลูกอ่อน,ทั้งเปลนอนหน่อนาถตามวาสนา,พอขาดคำรำพันจำนรรจา,ก็มีมาเหมือนหนึ่งในน้ำใจนึก
ถึงดึกดื่นตื่นนอนป้อนกล้วยน้ำ,กุมารกล้ำกลืนกินจนสิ้นหวี,ทั้งฟูกเมาะเบาะหมอนอ่อนอินทรีย์,พระโยคีคอยระวังเป็นกังวล
ครั้นรุ่งอุ้มดุ่มเดินไปเนินเขา,ให้ดื่มเต้ากษิราสี่ห้าหน,เป็นแถวเทือกเงือกบุรุษมนุษย์ปน,แรงกว่าคนเมืองเราชาวบุรี
ได้สิบเดือนเหมือนได้สักสิบขวบ,ดูขาวอวบอ้วนท้วนเป็นนวลฉวี,ออกวิ่งเต้นเล่นได้ไกลกุฎี,เที่ยวไล่ขี่วัวควายสบายใจ
แล้วลงน้ำปล้ำปลาโกลาหล,ดาบสบ่นปากเปียกเรียกไม่ไหว,สอนให้หลานอ่านเขียนร่ำเรียนไป,แล้วก็ให้วิทยาวิชาการ
รู้ล่องหนทนคงเข้ายงยุทธ์,เหมือนสินสมุทรพี่ยาทั้งกล้าหาญ,ได้เห็นแต่แม่มัจฉากับอาจารย์,จนอายุกุมารได้สามปี
อยู่วันหนึ่งถึงเวลาสิทธาเฒ่า,สำรวมเข้านั่งฌานกุมารหนี,ลงเล่นน้ำปล้ำปลาในวารี,แล้วขึ้นขี่ขับขวางไปกลางชล
พอพบม้าหน้าเหมือนมังกรร้าย,แต่กีบกายนั้นเป็นม้าน่าฉงน,หางเหมือนอย่างหางนาคปากคำรน,กายพิกลกำยำดูดำนิล
กุมาราถาโถมเข้าโจมจับ,มังกรรับรบประจัญไม่ผันผิน,เข้าคาบคอหน่อกษัตริย์จะกัดกิน,กุมารดิ้นโดดขึ้นนั่งหลังอาชา
ม้าสะบัดพลัดหลุดยังยุดหาง,ดูกลิ้งกลางเกลียวคลื่นลื่นถลา,ตลบเลี้ยวเรียวแรงแผลงศักดา,เสียงชลาเลื่อนลั่นสนั่นดัง
จนค่ำพลบรบรุดไม่หยุดหย่อน,สุดสาครภาวนาคาถาขลัง,ถึงสินธพขบขย้ำด้วยกำลัง,ไม่เข้าหนังแน่นเหนียวคงเขี้ยวงา
แต่มืดมัวกลับปู่ไม่อยู่รบ,แฉลบหลบขึ้นตลิ่งวิ่งถลา,ถึงโยคีดีใจไหว้วันทา,บอกเจ้าตาตามจริงทุกสิ่งอัน
ไปเที่ยวเล่นเห็นอ้ายอะไรมิรู้,ดำทั้งตัวหัวหูมันดูขัน,ข้าเข้าจับกลับขบต้องรบกัน,แต่กลางวันจนเดี๋ยวนี้ฉันหนีมา
ครั้นลูกมีศีรษะมันเหมือนพ่อ,ตัวตีนต่อจะเหมือนแม่ช่างแปรผัน,หางเป็นนาคมาข้างพ่อมันต่อพันธุ์,พระนักธรรม์แจ้งกระจ่างด้วยทางฌาน
จึงนึกว่าม้านี้มันมีฤทธิ์,จำจะคิดจับไว้ให้พระหลาน,ได้ตามติดบิตุรงค์พบวงศ์วาน,สิทธาจารย์ดีใจจึงไขความ
ม้าตัวนี้ดีจ้านเจียวหลานเอ๋ย,เป็นกะเทยเขี้ยวเพชรไม่เข็ดขาม,จับไว้ขี่มีสง่ากล้าสงคราม,จะได้ตามบิตุเรศไปเขตคัน
จึงลงหวายสายเอกเสกประทับ,ไว้สำหรับผูกรั้งเช่นบังเหียน,แล้วนอนบ่นมนต์เก่าที่เล่าเรียน,จนสิ้นเทียนเคลิ้มหลับระงับไป
พอเช้าตรู่รู้สึกให้นึกแค้น,ฉวยเชือกแล่นลงมหาชลาไหล,ขึ้นขี่ปลาพาว่ายคล้ายคล้ายไป,ถึงคลื่นใหญ่มองเขม้นเห็นสินธพ
