w1,w2,w3,w4
จะกล่าวเรื่องเมืองผลึกเมื่อศึกหยุด,สินสมุทรครองวังรั้งรักษา,ถึงเดือนยี่ปีขาลพระมารดา,องค์มณฑาเสด็จสวรรคครรไล
แล้วแต่งสารการศพสวรรคต,ตามกำหนดจดวันชันษา,ให้เสนีที่ชำนาญการพูดจา,ไปลังกาทูลสนองทั้งสององค์
เสนาในได้หนังสือถือรับสั่ง,ลงที่นั่งกำปั่นสุวรรณหงส์,พร้อมต้นหนคนประจำเป็นลำทรง,ออกอ่าวตรงข้ามฝั่งไปลังกา
ถึงอารามสามองค์ที่ทรงพรต,น้อมประณตทูลแจ้งแถลงไข,เหมือนเรื่องความตามสวรรคครรไล,แล้วอ่านให้ทราบความตามคดี
ในสาราว่าพระหน่อวรนาถ,บังคมบาทบงกชบทศรี,ด้วยแรกเริ่มเดิมพระอัยกี,หาฉันนี้ไปเฝ้าพร้อมเผ่าพงศ์
ทรงขาวผ่องยองใยสไบเฉียง,ตรัสสั่งเสียงแจ่มใสไม่ใหลหลง,ฝากสุรางค์นางนาฏพระญาติวงศ์,ว่าพระองค์นั้นถึงสวรรคต
แจกเงินทองของประทานวงศ์วานพร้อม,ทั้งเตี้ยค่อมข้าหลวงทั้งปวงหมด,แล้วอวยชัยให้พระองค์ซึ่งทรงพรต,เป็นดาบสบวชจำเริญอยู่เนิ่นนาน
แล้วเข้าที่ตีสามยามสงัด,ตื่นบรรทมประนมหัตถ์อธิษฐาน,พอนาทีตีสิบเอ็ดสำเร็จการ,พระนิพพานนิ่งสนิทเหมือนนิทรา
ทั้งสามองค์ปลงเห็นเป็นสำเร็จ,ท่านสิ้นเสร็จชาติทุกข์ถึงสุขา,แล้วถือพัดขัดสมาธิ์มาติกา,ได้พร้อมพรั่งทั้งวัณฬาสุมาลี
ครั้นจบสวดตรวจน้ำร่ำอุทิศ,เป็นนักสิทธ์อยากใคร่พบซากศพผี,เห็นสมควรชวนสองดาบสินี,เข้ากุฎีห่มดองครองเครื่องพรต
ฝ่ายหน่อนาถราธนาพระดาบส,ขึ้นทรงรถเนาวรัตน์ประภัสสร,เข้าดงเดินเนินผาพนาดร,ประทับรอนแรมทางมากลางดง
ไม่เข้าวังลังกาไปท่าน้ำ,แล้วลงลำกำปั่นสุวรรณหงส์,ออกร่องน้ำท่ามกลางตัดทางตรง,พอพลบลงลมแดงดั่งแสงเพลิง
ดูมืดกลุ้มคลุ้มคลื่นเสียงครืนครั่น,โดนกำปั่นหันระเหิดเตลิดเหลิง,ใบขาดแตกแฉกฉีกเป็นปีกเปิง,น้ำเข้าเจิ่งดาดฟ้าคงคาเค็ม
คนจะยืนขึ้นก็ล้มด้วยลมคลื่น,เหลือจะฝืนฝ่าข้ามไปตามเข็ม,สุดสังเกตเขตแดนจะแล่นเล็ม,ด้วยลมเค็มตึงใบลดไม่ทัน
