w1,w2,w3,w4
ฝ่ายองค์พระมังคลาเชื่อวายุพัฒน์,ว่าซื่อสัตย์มั่นคงไม่สงสัย,ให้ตรวจตราว่าพหลพลไกร,ให้อยู่ในค่ายตั้งหลังพลับพลา
แต่รอรั้งตั้งมั่นหลายวันนัก,ไม่เห็นพักตร์เผ่าพงศ์พวกวงศา,จึงให้ไพร่ไปตะโกนโพนทนา,ประกาศก้องร้องว่าหน้าประตู
ว่าตัวนายหายไปข้างไหนเสีย,หรือกอดเมียคลอแคลแม่อีหนู,ไม่สู้รบหลบมุดนอนคุดคู้,ออกมาสู้ดูฝีมือให้ลือชา
สุดสาครร้อนจิตคิดมานะ,บอกองค์พระมเหสีที่ปรึกษา,ยืมเอาแก้วแคล้วคลาดคาดกายา,เหน็บสาตราชื่อภุขรรค์อันเป็นเพชร
ถือไม้ท้าวดาวบสสู้กรดได้,ไฟไม่ไหม้ลุกลามไม่ขามเข็ด,จะแก้ไขใช้ปัญญากาละเม็ด,ครั้นสรรพเสร็จทรงพระยาม้ามังกร
กับโยธาการะเวกเมืองผลึก,ชำนาญศึกถือดาบกำซาบศร,ล้วนทองแดงแต่งการจะราญรอน,สุดสาครนำหน้าโยธาตาม
แล้วยกออกนอกวังคนคั่งคับ,หยุดประทับที่กว้างกลางสนาม,ให้ปักธงตรงหน้าสง่างาม,ตั้งโห่สามลาลั่นสนั่นดัง
ฝ่ายองค์พระมังคลาทรงม้าผ่าน,ยกทหารแห่ตามมาหลามหลัง,ถึงที่หยุดหยุดประทับยืนยับยั้ง,ฝ่ายฝรั่งมังคลาร้องว่าไป
พวกตัวนายหายไปข้างไหนเสีย,ไม่พาเมียมาช่วยรบหลบไปไหน,ยังน้องชายฝ่ายนางพวกข้างใน,ทำไมไม่ออกมาช่วยราวี
สุดสาครย้อนว่าอุลามก,สัตว์นรกยกกายไม่อายผี,สำแดงฤทธิ์ขวิดพ่อเหมือนทรพี,หมายว่ามีรี้พลมาปล้นชิง
อันพวกเราเจ้าของยกกองทัพ,ช่วยกันจับโจรร้ายทั้งชายหญิง,แนะฝรั่งมังคลาแม้นกล้าจริง,จงมาชิงชัยลองกันสองคน
ตัวชนะจะสมอารมณ์แน่,ฆ่าพ่อแม่พี่น้องครองสิงหล,เราชนะจะผูกคอทรชน,ลากไปขว้างกลางวนพ้นแผ่นดิน
พระมังคลาว่าพี่ชายไม่อายปาก,พูดสำรากอุตริมาติฉิน,ทวีปวังลังกาในวาริน,เป็นที่ถิ่นท้าวไทยอัยกา
