w1,w2,w3,w4
นายประตูรู้ความตามสุภาพ,วิ่งไปกราบทูลแจ้งแถลงไข,ทั้งสามพราหมณ์ความเดิมให้เคลิ้มใจ,จึงสั่งให้รับมาพลับพลาพลัน
พอสตรีผีปอบเข้าขอบค่าย,มนต์ก็คลายเสื่อมขลังทั้งอาถรรพณ์,นางยุพามาถึงองค์พระทรงธรรม์,บังคมคัลคอยสดับตรับคดี
พระเพ่งพิศธิดายุพาพักตร์,ให้กลับรักนางวัณฬามารศรี,จึงปราศรัยไต่ถามความบุตรี,พระชนนีใช้มาว่าอย่างไร
พระยินดีคลี่ผ้าย้อมยาแฝด,เปรียบเหมือนแรดได้กลิ่นถวิลหา,ประจงจำสำคัญของวัณฬา,พระเชยผ้าหอมหวนให้ยวนยี
แล้วทรงสารอ่านลิขิตพินิจนิ่ง,ว่าน้องหญิงกราบประณตบทศรี,ซึ่งทรงศักดิ์รักใคร่เป็นไมตรี,ไม่ต่อตีตามสัตย์ปฏิญาณ
น้องเห็นจริงสิ่งใดมิได้แหนง,แต่กลั่นแกล้งกลัวอายฝ่ายทหาร,ให้ธิดามาประณตบทมาลย์,ขอประทานโทษาฝ่าธุลี
ด้วยไหนไหนได้ต้องตัวน้องแล้ว,เหมือนฉัตรแก้วเก้าชั้นกั้นเกศี,ซึ่งสิ่งใดได้ว่าให้ราคี,ขออย่ามีเวราข้างหน้าไป
ด้วยเป็นหญิงยิ่งยากมาฝากรัก,สุดจะชักชายชิดพิสมัย,จนแสนโศกโรคช้ำระกำใจ,จะกลับไปลังการักษากาย
สไบบางต่างน้องอยู่รองบาท,อย่าคิดขาดความรักสมัครหมาย,หนึ่งสาราอย่าให้รู้ถึงหูชาย,น้องต้องอายอนุกูลให้สูญความ
พระเชษฐาอาลัยฉันใดมั่ง,จงตรัสสั่งถึงละเวงอย่าเกรงขาม,ไว้ความลับกับยุพาพะงางาม,จะผ่อนตามสารพัดไม่ขัดเอย
พระทราบสารหวานชื่นไม่ขืนขัด,พอรู้ชัดชุบน้ำแล้วทำเฉย,เจ้าพราหมณ์คิดผิดใจกระไรเลย,ไม่เหมือนเคยทูลถามตามสงกา
พระแกล้งตรัสตัดความอย่าถามซัก,เป็นเรื่องรักมิใช่ศึกจะปรึกษา,พากันไปให้ลับที่พลับพลา,จะพูดจาเล่นตามความสำราญ
เจ้าพราหมณ์ดูรู้กลว่ามนต์เสื่อม,พระเนตรเลื่อมลงอีกจึงฉีกสาร,เสียพิธีผีสางเข้ารางควาน,จึงทัดทานข้อความตามทำนอง
เชิญผ่านเกล้าเข้ามณฑลบนแท่นที่,อย่าสูสีถูกกลจะหม่นหมอง,เวลาเย็นเช่นนี้ผีคะนอง,จะถูกต้องตกไปแก่ไพรี
ยังสะเดาะเคราะห์ค้างอยู่กลางฆาต,อย่าประมาทเทวดาในราศี,อดพระทัยไว้พอรุ่งขึ้นพรุ่งนี้,จึงพาทีเถิดไม่ขัดพระอัธยา
พระฟังพราหมณ์ยามหลงทรงพระสรวล,เออก็ควรหรือมาคิดริษยา,นี่ศึกเสือเหนือใต้ที่ไหนมา,นางยุพาคนเดียวเปลี่ยวจริงจริง
จะพูดเล่นเห็นตัวว่ากลัวผี,พูดไม่มีอดสูแก่ผู้หญิง,ยักออกไปใครจะล่วงมาท้วงติง,ถ้าขืนนิ่งอยู่ไม่ได้ขัดใจกัน
จะสะเดาะมิสะเดาะที่เคราะห์ร้าย,ถึงไม่หายก็ไม่กลัวดอกตัวฉัน,พอพรุ่งนี้ดีร้ายที่ทายนั้น,จะเห็นกันมั่นคงไม่สงกา
ฝ่ายสามพราหมณ์ห้ามไว้เห็นไม่หยุด,ความกลัวสุดซึ่งว่าคิดริษยา,ต้องคลานคล้อยถอยไปพอไกลตา,พวกเสนาใหญ่น้อยพลอยถอยตาม
พระอภัยได้ช่องไม่ข้องขัด,จึงเอื้อนอรรถอ้อนวอนสุนทรถาม,ประชวรนั้นฉันใดไม่ได้ความ,จงเล่าตามจริงพ่อจะขอฟัง
นางยุพานารีได้ทีพร้อม,ทั้งหว่านล้อมเล่าตามเนื้อความหลัง,เมื่อเลิกทัพกลับไปถึงในวัง,พวกฝรั่งรู้ประจักษ์ว่ารักกัน
ฉันพี่น้องร้องไห้รีบไปแก้,ก็นิ่งแน่ไปเหมือนดังดับสังขาร์,จนเที่ยงคืนฟื้นองค์คงชีวา,เฝ้าโศกากอดลูกผูกอาลัย
จะกลับวังครั้งนี้เพราะชีวิต,จะม้วยมิดมั่นคงไม่สงสัย,จึงตรัสใช้ให้ข้าเอาผ้าสไบ,ถวายไว้ต่างหน้าทูลลาตาย
พระฟังคำยามรักพระพักตร์สลด,เหมือนบัวสดสายฟ้าผ่าสลาย,พระชลนัยน์ไหลหลั่งลงพรั่งพราย,แสนเสียดายด้วยว่าใกล้จะได้การ
สะอื้นพลางทางว่ายุพาพ่อ,พ่อจะขอตายตามทรามสงสาร,ถึงกระไรได้รักษาพยาบาล,นี่เป็นการกีดขวางทุกอย่างไป
จะหักหาญราญรบให้พบน้อง,กลัวจะต้องเคืองขัดถึงตัดษัย,จะโอนอ่อนผ่อนผันทำฉันใด,จึงจะได้ช่วยรักษาพยาบาล
นางนิ่งนั่งฟังคำพระร่ำว่า,พลอยโศกาแกมกลบ่นสงสาร,แล้วเสแสร้งแกล้งว่าดูอาการ,จะพบพานกันก็ได้ด้วยง่ายดาย
แม้ได้แต่แม่ละเวงที่เปล่งปลั่ง,มาเหมือนดังมุ่งมาดปรารถนา,ถึงยากเย็นเป็นไพร่จะไถนา,สู้ปลูกงาปลูกถั่วกินผัวเมีย
เมื่อเห็นพักตร์จะได้ชื่นทุกคืนค่ำ,ช่วยแนะนำอนุกูลอย่าสูญเสีย,พ่อร้อนอกหมกไหม้เหมือนไฟเลีย,ถึงลูกเมียก็มิได้อาลัยมัน
นางยินดีที่ได้สมอารมณ์คิด,ด้วยทรงฤทธิ์ร่านรักเป็นหนักหนา,เคารพรับอภิวันท์จำนรรจา,พระสัญญาล้นเหลือลูกเชื่อฟัง
ขอผ่านเกล้าเป่าปี่ขึ้นที่ทัพ,ให้คนหลับสิ้นสมอารมณ์หวัง,จะอาสาพาไปเข้าในวัง,ตามไปลังกาอยู่เป็นคู่ครอง
พระฟังคำรำลึกพอนึกได้,ดีพระทัยที่จะชมประสมสอง,หยิบขี้ผึ้งที่เธอทำขึ้นสำรอง,โยนให้ย่องตอดบ้างทั้งธิดา
