w1,w2,w3,w4
สินสมุทรวิ่งมาหาแม่เลี้ยง,เข้านั่งเคียงข้างกายสายสมร,แล้วเล่าความตามคิดกับบิดร,จะรีบจรไปรักษาพาราไว้
ถึงแม้นว่าข้าศึกจะนึกร้าย,มิให้อายชาวลังกาอย่าสงสัย,นางฟังคำทำเป็นตอบว่าขอบใจ,นั่นมิใช่หรือแม่คิดไม่ผิดเลย
น่าหัวร่อพ่อเจ้าเธอเคล่าคล่อง,เห็นได้ช่องแล้วก็เกี้ยวเอาเฉยเฉย,ถ้าทีหลังสั่งความพ่อทรามเชย,อย่ารับเลยทีเดียวนะแม่จะตี
แล้วนางเรียกสาวใช้ให้มาพร้อม,ให้ขับกล่อมดุริยางค์อยู่ข้างที่,พอโพล้เพล้เวลาจะราตรี,จุดอัคคีโคมสว่างดังกลางวัน
ได้ยินเสียงดีดสีดนตรีกล่อม,ประสานซ้อมมโหรีปี่ไฉน,พระนั่งฟังวังเวงวิเวกใจ,หวนอาลัยรำลึกนึกถึงนาง
มาพานพบสบสมอารมณ์คิด,แต่จนจิตจำวิบัติให้ขัดขวาง,เพราะนิ่มน้องหมองเมินเขินระคาง,จะทำอย่างไรดีกระนี้นา
พระนิ่งนึกสะทึกสะท้อนอก,แสนวิตกเต็มคิดพิศดูผ้า,อารมณ์รักอักอ่วนป่วนวิญญาณ์,จะปรึกษากับน้องชายก็อายใจ
ลงเอนอิงพิงเอกเขนกเขนย,พระกรเกยพระนลาฏไม่หวาดไหว,ศรีสุวรรณกลั้นยิ้มอยู่ในใจ,ด้วยรู้ในท่วงทีพระพี่ยา
อันทุกข์ร้อนนอนหงายก่ายหน้าผาก,เพราะชู้จากใจมาดปรารถนา,จะทูลความคร้ามเกรงจะโกรธา,แกล้งทูลลาเลยไปเสียให้ลับ
เที่ยวตรวจดูหมู่พหลพลไพร่,มิให้ใครซุกซ่อนเที่ยวนอนหลับ,ทุกหมู่หมายนายหมวดตรวจกำชับ,คอยรบรับไพรีจะบีฑา
