w1,w2,w3,w4
ฝ่ายโฉมยงองค์ละเวงวัณฬาราช,ด้วยสามารถมีตราพระราหู,เมื่อศึกเข้าเผาวังพังประตู,นางไปอยู่เขาพยนต์พ้นอัคคี
คอยแลดูหมู่ทหารผลาญข้าศึก,พลผลึกล้มตายกระจายหนี,ยิ่งชื่นชมสมคะเนนางเทวี,ได้ยินปี่เป่าเพราะเสนาะใน
สำเนียงดังวังเวงเพลงสังวาส,ดูวินาศนอนซบสลบไสล,ยังแต่นางพลางสลดระทดใจ,จะเรียกใครก็ไม่ตื่นไม่ฟื้นกาย
นางโฉมยงองค์สั่นให้หวั่นหวาด,กัมปนาทนึกพรั่นพระขวัญหาย,คิดสังเกตเหตุผลกลอุบาย,เห็นดีร้ายพระอภัยใจฉกรรจ์
โอ้เคราะห์กรรมซ้ำร้ายอายอดสู,เป็นสุดรู้สุดฤทธิ์คิดไฉน,แล้วนึกแค้นแม้นปะพระอภัย,จะชิงชัยแก้แค้นแทนบิดา
คิดจะใคร่ไปดูให้รู้แน่,จะอยู่แต่ลำพังกระมังหนา,ได้รบสู้ดูฝีมือให้ลือชา,เมื่อกรรมมาถึงกายก็วายปราณ
เห็นพวกพลคนหลับระดับดาษ,ดูเกลื่อนกลาดกลืนกลั้นทรงกันแสง,แสนเสียดายนายไพร่ได้ใช้แรง,มาพลาดแพลงเพลี่ยงพลั้งเสียครั้งนี้
พอเห็นองค์ทรงลั่นเกาทัณฑ์แผลง,ถูกปี่แพลงพลายพลัดพระหัตถา,ซ้ำอีกลูกถูกเกราะกษัตรา,แล้วขับม้าชักทวนเข้าสวนแทง
พระอภัยใจกล้าเห็นข้าศึก,ลุกสะอึกองอาจฟาดพระแสง,นางแทงอีกหลีกเลี่ยงก็เพลี่ยงแพลง,พระต่อแย้งยกปืนขึ้นยืนยิง
ถูกปากม้าพาโลดกระโดดดีด,นางร้องหวีดเต็มเสียงสำเนียงหญิง,ครั้นรู้สึกนึกอายในใจจริง,นางควบมิ่งม้ากลับไปทัพชัย
ฝ่ายพระองค์ทรงเดชเกศกษัตริย์,ให้คิดขัดเคืองแค้นแสนสงสัย,นางคนนี้ดีทายาดบังอาจใจ,อยู่ที่ไหนหนอจึงแกล้งแปลงเป็นชาย
หรือลูกสาวเจ้าลังกามีตราแก้ว,จึงกล้าแกล้วแคล้วคลาดประมาทหมาย,จะตามติดคิดล้างให้วางวาย,พลางแต่งกายกุมกระบี่เหน็บปี่ทรง
เสด็จจากรถาปลุกม้าต้น,ขึ้นนั่งบนอานหลังดังประสงค์,ออกควบตามทรามวัยเหมือนใจจง,เที่ยววกวงเวียนรอบขอบกำแพง
เห็นคล้ายคล้ายพรายพร่างไปข้างหน้า,ด้วยดวงตราแก้วสว่างกระจ่างแสง,สกัดกั้นทันนางที่กลางแปลง,นางพลิ้วแผลงเกาทัณฑ์ประจัญบาน
พระหลบเลี่ยงเพลี่ยงผิดประชิดไล่,นางฟาดไฟกรดพรายกระจายผลาญ,ถูกกายกรร้อนรนพระทนทาน,โถมทะยานฉวยพลาดนางฟาดฟัน
พระรับรองป้องปัดสกัดจับ,นางกลอกกลับเลี้ยวลัดสะบัดผัน,จนอาวุธหลุดพระกรอ่อนด้วยกัน,นางกระสันสายตราคอยราวี
พระอภัยได้แส้ตีสินธพ,คอยรับรบกันตราของมารศรี,แต่เรียงรอล่อลวงดูท่วงที,มาถึงที่แจ้งกระจ่างสว่างไฟ
พระเห็นพักตร์ลักษณาวัณฬาน้อย,ดูแช่มช้อยชื่นจิตพิสมัย,ยิ่งเพ่งพิศฤทธิ์สุคนธ์เข้าดลใจ,จึงปราศรัยส่งภาษากับนารี
