wak,syllables,flag,guess,a,b,c
หรือพระน้องต้องรุกขเทวา,8,word straddles a beat boundary,หรือพระน้อง | ต้องรุกข | เทวา,,,
จึงอยู่น้องต้องเทวดาด้วย,8,word straddles a beat boundary,จึงอยู่น้อง | ต้องเทวดา | ด้วย,,,
เหมือนฟื้นฝอยหาตะเข็บให้เจ็บจิต,9,4-syllable word not at วรรค edge,เหมือนฟื้นฝอยหาตะเข็บให้เจ็บจิต,,,
ทำทีหลังแล้วจะทูลให้วุ่นวาย,10,10 syllables — likely shatter/miscount,ทำทีหลังแล้วจะทูลให้วุ่นวาย,,,
เมื่อเกียจคร้านจึงค่อยลดปลดบาญชี,10,10 syllables — likely shatter/miscount,เมื่อเกียจคร้านจึงค่อยลดปลดบาญชี,,,
หรือเห็นดีแล้วไม่ห้ามตามอารมณ์,10,10 syllables — likely shatter/miscount,หรือเห็นดีแล้วไม่ห้ามตามอารมณ์,,,
เสียงจักจั่นจังหรีดวะหวีดแว่ว,9,word straddles a beat boundary,เสียงจักจั่น | จังหรีด | วะหวีดแว่ว,,,
ได้ระเบียบอยู่มิให้สไบขยาย,10,10 syllables — likely shatter/miscount,ได้ระเบียบอยู่มิให้สไบขยาย,,,
ได้กราบทูลแล้วจะออกมาบอกความ,10,10 syllables — likely shatter/miscount,ได้กราบทูลแล้วจะออกมาบอกความ,,,
เพระพวกมากเธอจึงต้านทานไม่ไหว,10,10 syllables — likely shatter/miscount,เพระพวกมากเธอจึงต้านทานไม่ไหว,,,
แล้วว่าตั้งแต่นี้ไปฉันไม่พราง,9,4-syllable word not at วรรค edge,แล้วว่าตั้งแต่นี้ไปฉันไม่พราง,,,
กับธำมรงค์วงน้อยเพชรรัตน์,8,word straddles a beat boundary,กับธำมรงค์ | วง | น้อยเพชรรัตน์,,,
บุรีรัตนามหาศวรรย์,9,word straddles a beat boundary,บุรีรัตนา | มหา | ศวรรย์,,,
พยายามข้ามมหามหรณพ,10,10 syllables — likely shatter/miscount,พยายามข้ามมหามหรณพ,,,
มาประพาสชมพรรณบุปผา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มาประพาส | ชมพรรณ | บุปผา,,,
ครั้นเดือนดับลับเหลี่ยมเมรุไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครั้นเดือนดับ | ลับเหลี่ยม | เมรุไกร,,,
ขอให้เผยพจนารถประภาษมา,10,10 syllables — likely shatter/miscount,ขอให้เผยพจนารถประภาษมา,,,
จะเอากรุงรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะเอากรุง | รมจักร | นัครา,,,
ว่าไม่รู้หรือขาปริศนาพราหมณ์,9,word straddles a beat boundary,ว่าไม่รู้ | หรือขาปริศ | นาพราหมณ์,,,
เพชรรัตน์วงนี้ดีหนักหนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์วง | นี้ดี | หนักหนา,,,
อันธำมรงค์วงนั้นฉันถวาย,9,word straddles a beat boundary,อันธำมรงค์ | วงนั้น | ฉันถวาย,,,
ทั้งสี่นางนุ่งสุหรัดแล้วผัดหน้า,10,10 syllables — likely shatter/miscount,ทั้งสี่นางนุ่งสุหรัดแล้วผัดหน้า,,,
เป็นรางวัลที่ที่พ่อมาสาพิภักดิ์,10,10 syllables — likely shatter/miscount,เป็นรางวัลที่ที่พ่อมาสาพิภักดิ์,,,
น่าเจ็บอกยกแรกสิแปลกเพื่อน,9,word straddles a beat boundary,น่าเจ็บอก | ยกแรกสิ | แปลกเพื่อน,,,
ต่อจะสมปรารถนาจึงช้านาน,10,10 syllables — likely shatter/miscount,ต่อจะสมปรารถนาจึงช้านาน,,,
อันบุรีรัตนามหาศวรรย์,10,10 syllables — likely shatter/miscount,อันบุรีรัตนามหาศวรรย์,,,
ว่าสมรักแล้วจะร้างให้ห่างไป,10,10 syllables — likely shatter/miscount,ว่าสมรักแล้วจะร้างให้ห่างไป,,,
ถ้าพูดแก้แล้วจะใส่เสียให้เยิน,10,10 syllables — likely shatter/miscount,ถ้าพูดแก้แล้วจะใส่เสียให้เยิน,,,
งามประโลมควรถนอมเป็นจอมสนม,10,10 syllables — likely shatter/miscount,งามประโลมควรถนอมเป็นจอมสนม,,,
