wak,syllables,flag,guess,a,b,c
พลไพร่โห่ลั่นสนั่นดัง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่โห่ | ลั่นสนั่น | ดัง,,,
พวกกองหนุนขุนพลเมืองวิลาส,9,word straddles a beat boundary,พวกกองหนุน | ขุนพลเมือง | วิลาส,,,
เห็นเรือลาดตระเวนแยกแตกตลบ,9,4-syllable word not at วรรค edge,เห็นเรือลาดตระเวนแยกแตกตลบ,,,
เมืองมะหุ่งกรุงเตนกุเวนฉวี,10,10 syllables — likely shatter/miscount,เมืองมะหุ่งกรุงเตนกุเวนฉวี,,,
ให้ไพรีย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ไพรี | ย่อยยับ | อัปรา,,,
จะสูญขัตติยราชพระศาสนา,10,10 syllables — likely shatter/miscount,จะสูญขัตติยราชพระศาสนา,,,
ขึ้นรอนราญรบรับสลับสลอน,9,word straddles a beat boundary,ขึ้นรอนราญ | รบรับสลับ | สลอน,,,
รีบเดินทัพขับนิลสินธพ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",รีบเดินทัพ | ขับนิล | สินธพ,,,
มิให้พระภูวนาถเสียราชฐาน,10,10 syllables — likely shatter/miscount,มิให้พระภูวนาถเสียราชฐาน,,,
โห่สะเทื้อนสะท้านทั่วทั้งไอศวรรย์,10,10 syllables — likely shatter/miscount,โห่สะเทื้อนสะท้านทั่วทั้งไอศวรรย์,,,
ทั้งแทงฟันก็ไม่ถูกลูกหนิดหนิด,11,11 syllables — likely shatter/miscount,ทั้งแทงฟันก็ไม่ถูกลูกหนิดหนิด,,,
เจ้ามะหุ่งกรุงเตนกุเวนลวาด,10,10 syllables — likely shatter/miscount,เจ้ามะหุ่งกรุงเตนกุเวนลวาด,,,
ฝ่ายพี่น้องสองกุมารอยู่ด่านสมุทร,10,10 syllables — likely shatter/miscount,ฝ่ายพี่น้องสองกุมารอยู่ด่านสมุทร,,,
พระพี่น้องสองกษัตริย์ทรงอัสดร,10,10 syllables — likely shatter/miscount,พระพี่น้องสองกษัตริย์ทรงอัสดร,,,
มาทรงอัศวราชผาดผยอง,9,word straddles a beat boundary,มาทรงอัศว | ราช | ผาดผยอง,,,
กุเวนทั้งวิลยาชวาฉวี,10,10 syllables — likely shatter/miscount,กุเวนทั้งวิลยาชวาฉวี,,,
เจ้าเมืองเงาะกระเดาะปากลากกระบอง,10,10 syllables — likely shatter/miscount,เจ้าเมืองเงาะกระเดาะปากลากกระบอง,,,
ฝ่ายทัพท้าวเจ้าวลาชวาฉวี,10,10 syllables — likely shatter/miscount,ฝ่ายทัพท้าวเจ้าวลาชวาฉวี,,,
