wak,syllables,flag,guess,a,b,c
ถึงเวลาเคยว่าราชการ,8,word straddles a beat boundary,ถึงเวลา | เคยว่าราชการ | ,,,
พระนุชนาถเสนหารำภาสะหรี,10,10 syllables — likely shatter/miscount,พระนุชนาถเสนหารำภาสะหรี,,,
กลศึกลึกล้ำเป็นสำคัญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลศึกลึก | ล้ำเป็น | สำคัญ,,,
มันชักพาเอาไปติดกับบิตุรงค์,10,10 syllables — likely shatter/miscount,มันชักพาเอาไปติดกับบิตุรงค์,,,
จะบอกองค์อัคเรศเกษรา,10,10 syllables — likely shatter/miscount,จะบอกองค์อัคเรศเกษรา,,,
แจ้งพระอัคเรศความตามอักษร,10,10 syllables — likely shatter/miscount,แจ้งพระอัคเรศความตามอักษร,,,
พระชนนีขี้หึงเหมือนหนึ่งลูก,9,word straddles a beat boundary,พระชนนี | ขี้หึง | เหมือนหนึ่งลูก,,,
บุษบกกระจกกระจังบนหลังคา,10,10 syllables — likely shatter/miscount,บุษบกกระจกกระจังบนหลังคา,,,
พระอัยกีตามส่งมาลงแพ,9,word straddles a beat boundary,พระอัยกี | ตามส่ง | มาลงแพ,,,
ฉนากฉลามตามคลื่นนับหมื่นพัน,9,word straddles a beat boundary,ฉนากฉลาม | ตามคลื่น | นับหมื่นพัน,,,
เป็นคู่คู่เขาไม่พลัดกระจัดกระจาย,10,10 syllables — likely shatter/miscount,เป็นคู่คู่เขาไม่พลัดกระจัดกระจาย,,,
ท้องฟ้าคลุ้มคล้ำหมดสลดสลัว,9,word straddles a beat boundary,ท้องฟ้าคลุ้ม | คล้ำหมดสลด | สลัว,,,
กรมการกราบก้มประนมกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กรมการกราบ | ก้มประ | นมกร,,,
ราชสารเบื้องต้นแต่หนหลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ราชสารเบื้อง | ต้นแต่ | หนหลัง,,,
พระชลนาผอยผอยด้วยน้อยใจ,9,word straddles a beat boundary,พระชลนา | ผอยผอย | ด้วยน้อยใจ,,,
พระบิตุราชมาตุรงค์ทรงพระสรวล,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทรงพระสรวล,,,
ทั้งปืนช่องสองข้างสล้างสลับ,9,word straddles a beat boundary,ทั้งปืนช่อง | สองข้างสล้าง | สลับ,,,
พระสอดสังวาลวิเชียรเฉวียนฉวัด,10,10 syllables — likely shatter/miscount,พระสอดสังวาลวิเชียรเฉวียนฉวัด,,,
กรรเจียกพรายพร่างไสวดอกไม้ประดับ,8,word straddles a beat boundary,กรรเจียกพราย | พร่างไสว | ดอกไม้ประดับ,,,
จรจรัลตามเสด็จพระเชษฐา,10,10 syllables — likely shatter/miscount,จรจรัลตามเสด็จพระเชษฐา,,,
พระเชษฐาลาเสาวคนธ์น้อง,8,word straddles a beat boundary,พระเชษฐา | ลาเสาวคนธ์ | น้อง,,,
นางเสาวคนธ์อ้นอั้นให้ตันจิต,9,word straddles a beat boundary,นางเสาวคนธ์ | อ้นอั้น | ให้ตันจิต,,,
พระบิตุราชมาตุรงค์พงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์พงศ์กษัตริย์,,,
สั่งให้เหล่าสาวสุรางค์นางน้อยน้อย,10,10 syllables — likely shatter/miscount,สั่งให้เหล่าสาวสุรางค์นางน้อยน้อย,,,
จะแลไหนน้องก็เปล่าเศร้าวิญญาณ์,10,10 syllables — likely shatter/miscount,จะแลไหนน้องก็เปล่าเศร้าวิญญาณ์,,,
พระขวัญเอ๋ยเคยนอนบรรจถรณ์แท่น,9,word straddles a beat boundary,พระขวัญเอ๋ย | เคยนอนบรรจถรณ์ | แท่น,,,
จะรุ่งเรืองฤทธิรงค์สืบวงศ์วาน,10,10 syllables — likely shatter/miscount,จะรุ่งเรืองฤทธิรงค์สืบวงศ์วาน,,,
ต่างไต่ถามแจ้งยุบลพระชนนี,10,10 syllables — likely shatter/miscount,ต่างไต่ถามแจ้งยุบลพระชนนี,,,
พ่อมาด้วยช่วยเอ็นดูพระภูวไนย,10,10 syllables — likely shatter/miscount,พ่อมาด้วยช่วยเอ็นดูพระภูวไนย,,,
สรงสหัสธาราดังห่าฝน,9,4-syllable word not at วรรค edge,สรงสหัสธาราดังห่าฝน,,,
สุดสาครทรงนิลสินธพ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สุดสาคร | ทรงนิล | สินธพ,,,
พลตั้งโห่แห่สังข์แตรเกรียว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลตั้งโห่ | แห่สังข์ | แตรเกรียว,,,
ออกจากเขาเจ้าประจัญเสียงครั่นครึก,10,10 syllables — likely shatter/miscount,ออกจากเขาเจ้าประจัญเสียงครั่นครึก,,,
พออัสดงเดือนกระจ่างสว่างไสว,11,11 syllables — likely shatter/miscount,พออัสดงเดือนกระจ่างสว่างไสว,,,
