wak,syllables,flag,guess,a,b,c
คือองค์พระสังฆราชผู้ปราดเปรื่อง,9,4-syllable word not at วรรค edge,คือองค์พระสังฆราชผู้ปราดเปรื่อง,,,
กับท้าวชวาอิ่มเอมเกษมทรวง,9,word straddles a beat boundary,กับท้าวชวา | อิ่มเอม | เกษมทรวง,,,
เสด็จออกจากแท่นระบายท้ายบาหลี,10,10 syllables — likely shatter/miscount,เสด็จออกจากแท่นระบายท้ายบาหลี,,,
ฝ่ายท้าวไทรายาชวาฉวี,9,word straddles a beat boundary,ฝ่ายท้าวไท | รายาชวา | ฉวี,,,
ประพิมพ์ประพายรูปจริตไม่ผิดหวา,10,10 syllables — likely shatter/miscount,ประพิมพ์ประพายรูปจริตไม่ผิดหวา,,,
แล้วจึ่งว่าฮ้าเฮ้ยเทวสินธุ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วจึ่งว่า | ฮ้าเฮ้ย | เทวสินธุ์,,,
กลศึกมากมายหลายประตู,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลศึกมาก | มายหลาย | ประตู,,,
ตามแต่ใช้ฉันเหมือนศิษย์สนิทสนอง,10,10 syllables — likely shatter/miscount,ตามแต่ใช้ฉันเหมือนศิษย์สนิทสนอง,,,
บาทหลวงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,บาทหลวงฟังสังรเสริญเจริญยศ,,,
แล้วจรลีขึ้นรถาพาพหล,10,10 syllables — likely shatter/miscount,แล้วจรลีขึ้นรถาพาพหล,,,
ดอกคัดเค้าสายหยุดพุทธชาติ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ดอกคัดเค้า | สายหยุด | พุทธชาติ,,,
กระทุ่มกระถินกลิ่นเกสรขจรจาย,11,11 syllables — likely shatter/miscount,กระทุ่มกระถินกลิ่นเกสรขจรจาย,,,
ประจุสมัยเกือบจะใกล้อรุณรุ่ง,10,10 syllables — likely shatter/miscount,ประจุสมัยเกือบจะใกล้อรุณรุ่ง,,,
มีหินย้อยห้อยระย้าดั่งอัจกลับ,10,10 syllables — likely shatter/miscount,มีหินย้อยห้อยระย้าดั่งอัจกลับ,,,
มะตูมมะตาดเกดกระถิ่นส่งกลิ่นหอม,10,10 syllables — likely shatter/miscount,มะตูมมะตาดเกดกระถิ่นส่งกลิ่นหอม,,,
เสลาสล้างยางยูงพะยอมไพร,9,word straddles a beat boundary,เสลาสล้าง | ยางยูง | พะยอมไพร,,,
เห็นสุริยานึกสำเหนียกร้องเรียกผัว,10,10 syllables — likely shatter/miscount,เห็นสุริยานึกสำเหนียกร้องเรียกผัว,,,
อร่ามเรืองเกสรขจรจาย,9,word straddles a beat boundary,อร่ามเรือง | เกสรขจร | จาย,,,
ขจรจายราวกับปรุงฟุ้งขจร,10,10 syllables — likely shatter/miscount,ขจรจายราวกับปรุงฟุ้งขจร,,,
เองคิดแยกเหมือนอย่างจิตกูคิดถวิล,10,10 syllables — likely shatter/miscount,เองคิดแยกเหมือนอย่างจิตกูคิดถวิล,,,
จริงจริงวะขอบคุณการุญสนอง,9,word straddles a beat boundary,จริงจริงวะ | ขอบคุณการุญ | สนอง,,,
ให้เจ้าคุณลงลงอาญาถึงฆ่าตี,10,10 syllables — likely shatter/miscount,ให้เจ้าคุณลงลงอาญาถึงฆ่าตี,,,
เมืองวะหลำสำปาละตะนะตาหนา,11,11 syllables — likely shatter/miscount,เมืองวะหลำสำปาละตะนะตาหนา,,,
เมืองสวิตปัตหราสุราลัย,11,11 syllables — likely shatter/miscount,เมืองสวิตปัตหราสุราลัย,,,
มันจัดแจงปิดทางหว่างไคล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มันจัดแจง | ปิดทาง | หว่างไคล,,,
ป่างพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ป่างพระองค์ | ผู้ดำรง | รมจักร,,,
ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,,,
ทางทิศาปาโมกข์โลกนัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทางทิศา | ปาโมกข์ | โลกนัย,,,
เสาร์จำเพาะร่วมจักรราศี,8,word straddles a beat boundary,เสาร์จำเพาะ | ร่วมจักรราศี | ,,,
โหราทักทายวันชันษา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โหราทัก | ทายวัน | ชันษา,,,
ต่อพฤหัสถึงธนูดูตำรา,10,10 syllables — likely shatter/miscount,ต่อพฤหัสถึงธนูดูตำรา,,,
