wak,syllables,flag,guess,a,b,c
บ้างแลบลิ้นเหลือกตาถลาถลัน,9,word straddles a beat boundary,บ้างแลบลิ้น | เหลือกตาถลา | ถลัน,,,
ทะเลลั่นดังจะล่มถล่มทลาย,10,10 syllables — likely shatter/miscount,ทะเลลั่นดังจะล่มถล่มทลาย,,,
สงสารท้าวสาวสุรางค์นางสนม,11,11 syllables — likely shatter/miscount,สงสารท้าวสาวสุรางค์นางสนม,,,
ฉนากฉลามตามไล่กินไพร่พล,9,word straddles a beat boundary,ฉนากฉลาม | ตามไล่ | กินไพร่พล,,,
ฝ่ายนางผีเสื้อสมุทรขึ้นผุดโผน,9,4-syllable word not at วรรค edge,ฝ่ายนางผีเสื้อสมุทรขึ้นผุดโผน,,,
น้องอุตส่าห์พยายามตามพระมา,10,10 syllables — likely shatter/miscount,น้องอุตส่าห์พยายามตามพระมา,,,
เห็นนางผีเสื้อสมุทรสุดศักดา,9,4-syllable word not at วรรค edge,เห็นนางผีเสื้อสมุทรสุดศักดา,,,
ที่คฤหัสถ์หวงแหนไม่แก่นสาร,9,word straddles a beat boundary,ที่คฤหัสถ์ | หวงแหน | ไม่แก่นสาร,,,
ครั้นระงับดับขันธ์สันดาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครั้นระงับ | ดับขันธ์ | สันดาน,,,
จะจำตายตกนรกอเวจี,9,word straddles a beat boundary,จะจำตาย | ตกนรก | อเวจี,,,
อันตัวของอาตมากับสานุศิษย์,10,10 syllables — likely shatter/miscount,อันตัวของอาตมากับสานุศิษย์,,,
แล้วกู่ก้องร้องประกาศปีศาจร้าย,10,10 syllables — likely shatter/miscount,แล้วกู่ก้องร้องประกาศปีศาจร้าย,,,
เห็นศพนางพลางพิศดูพักตรา,9,word straddles a beat boundary,เห็นศพนาง | พลางพิศดู | พักตรา,,,
จนสิ้นดับกาลาปาวสาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จนสิ้นดับ | กาลา | ปาวสาน,,,
ถึงยักษ์ร้ายกายสิทธิ์ฤทธิแรง,10,10 syllables — likely shatter/miscount,ถึงยักษ์ร้ายกายสิทธิ์ฤทธิแรง,,,
ดูสรรพางค์ร่างกายแก่ชรา,9,word straddles a beat boundary,ดูสรรพางค์ | ร่างกาย | แก่ชรา,,,
เป็นหน่อเนื้อกษัตริย์ชาติราชสีห์,9,word straddles a beat boundary,เป็นหน่อเนื้อกษัตริย์ | ชาติ | ราชสีห์,,,
อยู่กระสินธุ์สมุทรมหาชลาไหล,10,10 syllables — likely shatter/miscount,อยู่กระสินธุ์สมุทรมหาชลาไหล,,,
ยังแต่ว่าอายุอสุรินทร์,9,word straddles a beat boundary,ยังแต่ว่า | อายุอสุ | รินทร์,,,
ด้วยพรอิศรารักษ์พระลักษมี,10,10 syllables — likely shatter/miscount,ด้วยพรอิศรารักษ์พระลักษมี,,,
จึงเป็นผีเสื้อสมุทรผุดทะยาน,9,4-syllable word not at วรรค edge,จึงเป็นผีเสื้อสมุทรผุดทะยาน,,,
