wak,syllables,flag,guess,a,b,c
ชาวเมืองพุ่งแหลนหลาวทั้งง้าวปืน,9,word straddles a beat boundary,ชาวเมืองพุ่งแหลน | หลาว | ทั้งง้าวปืน,,,
ไปพารากราบทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไปพารา | กราบทูล | มูลความ,,,
สู้กรำกรากมาในป่าพนาสัณฑ์,10,10 syllables — likely shatter/miscount,สู้กรำกรากมาในป่าพนาสัณฑ์,,,
ขึ้นปรางค์มาศที่ประทมภิรมย์สงวน,10,10 syllables — likely shatter/miscount,ขึ้นปรางค์มาศที่ประทมภิรมย์สงวน,,,
พระตรัสเรียกเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,พระตรัสเรียกเสาวคนธ์วิมลสมร,,,
ทรงกัณฐัศว์ม้ามังกรอาวรณ์ถวิล,10,10 syllables — likely shatter/miscount,ทรงกัณฐัศว์ม้ามังกรอาวรณ์ถวิล,,,
ทั้งเงินทองใส่กระบุงพะรุงพะรัง,10,10 syllables — likely shatter/miscount,ทั้งเงินทองใส่กระบุงพะรุงพะรัง,,,
ราวกับได้พรประสิทธิ์พระอิศรา,10,10 syllables — likely shatter/miscount,ราวกับได้พรประสิทธิ์พระอิศรา,,,
ป่างพระปิ่นนคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ป่างพระปิ่นนคราลังกาทวีป,,,
จึงออกมาตั้งศาลการพลี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงออกมา | ตั้งศาล | การพลี,,,
แล้วแต่งตั้งสารพัดเครื่องบัดพลี,9,reading chosen by meter: พลี 2->1,แล้วแต่งตั้ง | สารพัด | เครื่องบัดพลี,,,
ชอุ่มชอ่ำคล้ำฟ้าเวหาหาว,9,word straddles a beat boundary,ชอุ่มชอ่ำ | คล้ำฟ้า | เวหาหาว,,,
คงจะสมปรารถนาไม่ช้านาน,10,10 syllables — likely shatter/miscount,คงจะสมปรารถนาไม่ช้านาน,,,
ไปลักพยนต์ที่มันล้อมป้อมกำแพง,10,10 syllables — likely shatter/miscount,ไปลักพยนต์ที่มันล้อมป้อมกำแพง,,,
บินไปทางอากาศกลาดไสว,8,word straddles a beat boundary,บินไปทางอากาศ | กลาด | ไสว,,,
สุริย์จรไขสีรวิวรรณ,9,word straddles a beat boundary,สุริย์จร | ไขสี | รวิวรรณ,,,
ประจุสมัยเกือบจะได้เวลาฤกษ์,10,10 syllables — likely shatter/miscount,ประจุสมัยเกือบจะได้เวลาฤกษ์,,,
เอิกเกริกคั่งคับล้วนทัพขัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกคั่ง | คับล้วน | ทัพขัน,,,
ทั้งครูจักรราศีชุลีคัล,9,4-syllable word not at วรรค edge,ทั้งครูจักรราศีชุลีคัล,,,
นอกกว่านั้นจริงหนะหวาฆ่าให้หมด,10,10 syllables — likely shatter/miscount,นอกกว่านั้นจริงหนะหวาฆ่าให้หมด,,,
ให้แก่เจ้านคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ให้แก่เจ้านคราลังกาทวีป,,,
เป็นหน่อนาถปิ่นลังกาภาษาสยาม,10,10 syllables — likely shatter/miscount,เป็นหน่อนาถปิ่นลังกาภาษาสยาม,,,
ไม่พอที่พวกอาณาประชาราษฎร์,11,11 syllables — likely shatter/miscount,ไม่พอที่พวกอาณาประชาราษฎร์,,,
เธอก็ไปบรรชิตใช่กิจการ,10,10 syllables — likely shatter/miscount,เธอก็ไปบรรชิตใช่กิจการ,,,
มาก่อกิจการชั่วยั่วโทโส,9,word straddles a beat boundary,มาก่อกิจการ | ชั่ว | ยั่วโทโส,,,
พระชนนีโปรดเกล้าให้เราครอง,9,word straddles a beat boundary,พระชนนี | โปรดเกล้า | ให้เราครอง,,,
ก็มีอยู่นคราภาษาสยาม,10,10 syllables — likely shatter/miscount,ก็มีอยู่นคราภาษาสยาม,,,
เธออนุญาตเหมือนอย่างจิตคิดถวิล,10,10 syllables — likely shatter/miscount,เธออนุญาตเหมือนอย่างจิตคิดถวิล,,,
ทั้งปืนใหญ่ในกำปั่นสักพันกระบอก,10,10 syllables — likely shatter/miscount,ทั้งปืนใหญ่ในกำปั่นสักพันกระบอก,,,
