wak,syllables,flag,guess,a,b,c
โยนขึ้นอากาศดังเสียงวังเวง,8,word straddles a beat boundary,โยนขึ้นอากาศ | ดัง | เสียงวังเวง,,,
ทศพิธตรึงส์ไตรเจ้าไอศวรรย์,9,word straddles a beat boundary,ทศพิธตรึงส์ | ไตรเจ้า | ไอศวรรย์,,,
เสียงครั้นครึกกลางมหาชลาไหล,10,10 syllables — likely shatter/miscount,เสียงครั้นครึกกลางมหาชลาไหล,,,
แล้วให้ยิงปืนพิรุณกระสุนแตก,10,10 syllables — likely shatter/miscount,แล้วให้ยิงปืนพิรุณกระสุนแตก,,,
ลงนั่งรากแทบจะตายสวายสวิง,10,10 syllables — likely shatter/miscount,ลงนั่งรากแทบจะตายสวายสวิง,,,
วิถีทางกลางมหาสมุทรไท,9,4-syllable word not at วรรค edge,วิถีทางกลางมหาสมุทรไท,,,
ที่นั่งทรงองค์กษัตริย์หัสกัน,8,word straddles a beat boundary,ที่นั่งทรง | องค์กษัตริย์ | หัสกัน,,,
ด้วยอำนาจแก้วเก็จเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ด้วยอำนาจ | แก้วเก็จ | เพชรรัตน์,,,
ทั้งฟ้าดินมิได้เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,ทั้งฟ้าดินมิได้เห็นว่าเป็นไฉน,,,
ตามพระราชประสงค์พวกพงศา,9,4-syllable word not at วรรค edge,ตามพระราชประสงค์พวกพงศา,,,
จะขอให้โหราพยากรณ์,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",จะขอให้ | โหราพยากรณ์ | ,,,
ป่างพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ป่างพระองค์ | ผู้ดำรง | รมจักร,,,
ทั้งนัดดาโอรสยศยง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งนัดดา | โอรส | ยศยง,,,
เหมือนคำโหราทูลมูลเหตุ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เหมือนคำโห | ราทูล | มูลเหตุ,,,
ครั้นทินกรแจ่มกระจ่างสว่างตา,10,10 syllables — likely shatter/miscount,ครั้นทินกรแจ่มกระจ่างสว่างตา,,,
จงจัดเหล่าเสนมีกำลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงจัดเหล่า | เสนมี | กำลัง,,,
ห้ากษด่รียจัดพหลพลรบ,10,10 syllables — likely shatter/miscount,ห้ากษด่รียจัดพหลพลรบ,,,
อึกทึกรบพุ่งในกรุงศรี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกรบ | พุ่งใน | กรุงศรี,,,
คือพระมังคลามาราวี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คือพระมัง | คลามา | ราวี,,,
ขอลากลับไปประณตบทบงสุ์,8,word straddles a beat boundary,ขอลากลับ | ไปประณต | บทบงสุ์,,,
ประนมกรสมหวังสังรเสริญ,10,10 syllables — likely shatter/miscount,ประนมกรสมหวังสังรเสริญ,,,
เอาเพศไทยทำจริตสถิตเสถียร,10,10 syllables — likely shatter/miscount,เอาเพศไทยทำจริตสถิตเสถียร,,,
ไม่ระวังเพราะเห็นมาแต่ป่าระหง,10,10 syllables — likely shatter/miscount,ไม่ระวังเพราะเห็นมาแต่ป่าระหง,,,
พอสุริยาเย็นพยับจะลับลง,10,10 syllables — likely shatter/miscount,พอสุริยาเย็นพยับจะลับลง,,,
เสด็จประพาสตรวจทหารชาญชัยศรี,10,10 syllables — likely shatter/miscount,เสด็จประพาสตรวจทหารชาญชัยศรี,,,
มาประทับพลนิกายอยู่ชายสมุทร,10,10 syllables — likely shatter/miscount,มาประทับพลนิกายอยู่ชายสมุทร,,,
แล้วทรงอ่านสารพระเทวสินธุ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วทรงอ่าน | สารพระ | เทวสินธุ์,,,
บอกให้แจ้งโอรสยศยง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บอกให้แจ้ง | โอรส | ยศยง,,,
แล้วอ่านในเรื่องลิขิตของบิตุรงค์,10,10 syllables — likely shatter/miscount,แล้วอ่านในเรื่องลิขิตของบิตุรงค์,,,
