wak,syllables,flag,guess,a,b,c
จะกล่าวในอนุสนธิ์ยุบลสนอง,10,10 syllables — likely shatter/miscount,จะกล่าวในอนุสนธิ์ยุบลสนอง,,,
ทรงพระนามตามนุสนธิ์กัมพลรัตน์,10,10 syllables — likely shatter/miscount,ทรงพระนามตามนุสนธิ์กัมพลรัตน์,,,
เสวยสวัสดิ์เมืองเอกภิเษกศรี,10,10 syllables — likely shatter/miscount,เสวยสวัสดิ์เมืองเอกภิเษกศรี,,,
ทั้งยาวรีใหญ่โตมโหฬาร,9,word straddles a beat boundary,ทั้งยาวรี | ใหญ่ | โตมโหฬาร,,,
มีนงลักษณ์อัคเรศมเหสี,10,10 syllables — likely shatter/miscount,มีนงลักษณ์อัคเรศมเหสี,,,
ทรงพระนามเยาวเรศเกศพัฒน์,8,word straddles a beat boundary,ทรงพระนาม | เยาวเรศ | เกศพัฒน์,,,
พระบิตุรงค์องค์ชนนีนาฏ,9,word straddles a beat boundary,พระบิตุ | รงค์องค์ชนนี | นาฏ,,,
ถนอมศักดิ์ในสกูลประยูรหงส์,10,10 syllables — likely shatter/miscount,ถนอมศักดิ์ในสกูลประยูรหงส์,,,
อีกสองอนงค์ชื่อมณฑาสารภี,10,10 syllables — likely shatter/miscount,อีกสองอนงค์ชื่อมณฑาสารภี,,,
ประคองเคียงเป็นพี่เลี้ยงสุดาขนิษฐ์,10,10 syllables — likely shatter/miscount,ประคองเคียงเป็นพี่เลี้ยงสุดาขนิษฐ์,,,
ต้องอดออมเหมือนมดแดงแฝงอัมพวา,10,10 syllables — likely shatter/miscount,ต้องอดออมเหมือนมดแดงแฝงอัมพวา,,,
จะไปถิ่นรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะไปถิ่น | รมจักร | นัครา,,,
จำจะต้องไปทูลมูลเหตุ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จำจะต้อง | ไปทูล | มูลเหตุ,,,
แล้วพระองค์ทรงสั่งกรมท่า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วพระองค์ | ทรงสั่ง | กรมท่า,,,
เป็นสองลำโดยพระองค์ประสงค์ถวิล,10,10 syllables — likely shatter/miscount,เป็นสองลำโดยพระองค์ประสงค์ถวิล,,,
ไม่มีกษัตริย์ครองวังเป็นฝั่งฝา,9,word straddles a beat boundary,ไม่มีกษัตริย์ | ครองวัง | เป็นฝั่งฝา,,,
พระชนนีว่าพ่อไปในสิงหล,10,10 syllables — likely shatter/miscount,พระชนนีว่าพ่อไปในสิงหล,,,
เมืองรัตนาร้องทุกข์ต้องไปทูล,9,word straddles a beat boundary,เมืองรัตนา | ร้องทุกข์ | ต้องไปทูล,,,
ขอตามเสด็จเสร็จไปไกลบุรินทร์,9,word straddles a beat boundary,ขอตามเสด็จ | เสร็จไป | ไกลบุรินทร์,,,
ได้ปรนนิบัติสองพระองค์ดำรงสถาน,11,11 syllables — likely shatter/miscount,ได้ปรนนิบัติสองพระองค์ดำรงสถาน,,,
ทรงมหามงกุฎบุษยรัตน์,9,word straddles a beat boundary,ทรงมหา | มงกุฎบุษย | รัตน์,,,
พระกฤษณาเทพินนิลกัณฐี,9,word straddles a beat boundary,พระกฤษณา | เทพิน | นิลกัณฐี,,,
อีกอัมพวันนั้นไปรถพระมารดา,10,10 syllables — likely shatter/miscount,อีกอัมพวันนั้นไปรถพระมารดา,,,
ออกแล่นตรงข้ามวนชลสาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ออกแล่นตรง | ข้ามวน | ชลสาย,,,
สลับสลอนเวียนว่ายในสายชล,9,word straddles a beat boundary,สลับสลอน | เวียนว่าย | ในสายชล,,,
เหล่าจระเข้เหราในสาชล,10,10 syllables — likely shatter/miscount,เหล่าจระเข้เหราในสาชล,,,
เข้าเฝ้าองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,เข้าเฝ้าองค์ | ผู้ดำรง | รมจักร,,,
ครั้นเฝ้าเสร็จทูลลากลับมาด่าน,9,word straddles a beat boundary,ครั้นเฝ้าเสร็จ | ทูลลากลับมา | ด่าน,,,
ฝ่ายพระจอมนครินทร์รมจักร,8,word straddles a beat boundary,ฝ่ายพระจอม | นครินทร์ | รมจักร,,,
กรุงรัตนาเขามาร้องต้องมาทูล,10,10 syllables — likely shatter/miscount,กรุงรัตนาเขามาร้องต้องมาทูล,,,
ไปครองสมบัติเวียงชัยมไหสูรย์,9,word straddles a beat boundary,ไปครองสมบัติ | เวียงชัย | มไหสูรย์,,,
ก็ยุรยาตรจากกำปั่นด้วยหรรษา,10,10 syllables — likely shatter/miscount,ก็ยุรยาตรจากกำปั่นด้วยหรรษา,,,
มาทรงเรือพระที่นั่งอลังการ์,9,4-syllable word not at วรรค edge,มาทรงเรือพระที่นั่งอลังการ์,,,
มาเฝ้ากษัตริย์ปรีดิ์เปรมเกษมสันต์,9,word straddles a beat boundary,มาเฝ้ากษัตริย์ | ปรีดิ์เปรม | เกษมสันต์,,,
ให้เตรียมราชรถทองละอองศรี,9,word straddles a beat boundary,ให้เตรียมราชรถ | ทอง | ละอองศรี,,,
เสื้อสักหลาดเบิกในคลังทั้งดั้งเขน,10,10 syllables — likely shatter/miscount,เสื้อสักหลาดเบิกในคลังทั้งดั้งเขน,,,
จรดลไปสิงคุตรถึงกุฎี,10,10 syllables — likely shatter/miscount,จรดลไปสิงคุตรถึงกุฎี,,,
ประทับที่หน้าบรรณศาลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประทับที่ | หน้าบรรณ | ศาลา,,,
เชิญพระน้องแจ้งอรรถวัจนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เชิญพระน้อง | แจ้งอรรถ | วัจนา,,,
แล้วยุรยาตรออกขุนนางสั่งมหา,10,10 syllables — likely shatter/miscount,แล้วยุรยาตรออกขุนนางสั่งมหา,,,
พอพระจอมรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอพระจอม | รมจักร | นัครา,,,
กราบถวายบังคมลาเสนาทูล,9,4-syllable word not at วรรค edge,กราบถวายบังคมลาเสนาทูล,,,
ฝ่ายพระจอมนครเรศเกศกษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมนครเรศเกศกษัตริย์,,,
แก่เจ้าพระยามหาดไทยในนคร,10,10 syllables — likely shatter/miscount,แก่เจ้าพระยามหาดไทยในนคร,,,
เข้าเฝ้านาถกรุงกษัตริย์ราชหงส์,8,word straddles a beat boundary,เข้าเฝ้านาถ | กรุงกษัตริย์ | ราชหงส์,,,
