wak,syllables,flag,guess,a,b,c
ต่างหลีบหลบล้มคว่ำคะมำหงาย,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ต่างหลีบหลบ | ล้มคว่ำคะมำหงาย | ,,,
พระรบรับรำคว้างอฺยู่กลางสนาม,10,10 syllables — likely shatter/miscount,พระรบรับรำคว้างอยู่กลางสนาม,,,
พวกห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,พวกห้ามแหน | แสนสนม | กรมใน,,,
เที่ยวตามหาพวกกษัตริย์หัสไชย,8,word straddles a beat boundary,เที่ยวตามหา | พวกกษัตริย์ | หัสไชย,,,
เห็นทัพอ้อมออกสกัดฉวัดเฉวียน,10,10 syllables — likely shatter/miscount,เห็นทัพอ้อมออกสกัดฉวัดเฉวียน,,,
เชิญสองท้าวสาวสุรางค์ขึ้นต่างเกวียน,11,11 syllables — likely shatter/miscount,เชิญสองท้าวสาวสุรางค์ขึ้นต่างเกวียน,,,
ช่วยป้องกันกับกษัตริย์หัสไชย,8,word straddles a beat boundary,ช่วยป้องกัน | กับกษัตริย์ | หัสไชย,,,
เข้าบุกรกเลี้ยวลัดเดินขัดขวาง,10,10 syllables — likely shatter/miscount,เข้าบุกรกเลี้ยวลัดเดินขัดขวาง,,,
ยิ่งคิดผูกพยาบาทมุ่งมาดหมาย,9,4-syllable word not at วรรค edge,ยิ่งคิดผูกพยาบาทมุ่งมาดหมาย,,,
สุลาลียิงสกัดหัสกัน,8,word straddles a beat boundary,สุลาลี | ยิงสกัด | หัสกัน,,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสลด,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสลด,,,
พระชลนานางตกซกซกลง,9,word straddles a beat boundary,พระชลนา | นางตก | ซกซกลง,,,
ฝ่ายโฉมยงองค์ละเวงเสียงเครงครื้น,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงเสียงเครงครื้น,,,
สะอึกสะอื้นขืนอุทัยมิใคร่คลาย,10,10 syllables — likely shatter/miscount,สะอึกสะอื้นขืนอุทัยมิใคร่คลาย,,,
แต่ชีวิตแม่อุตส่าห์รักษาสงวน,10,10 syllables — likely shatter/miscount,แต่ชีวิตแม่อุตส่าห์รักษาสงวน,,,
จะกลับเป็นสุขสบายเพราะสายสมร,12,12 syllables — likely shatter/miscount,จะกลับเป็นสุขสบายเพราะสายสมร,,,
พอพระสังฆราชมาอุ่นอารมณ์,9,4-syllable word not at วรรค edge,พอพระสังฆราชมาอุ่นอารมณ์,,,
ไว้ลวงแม่แลข้างพระอภัยมณี,10,10 syllables — likely shatter/miscount,ไว้ลวงแม่แลข้างพระอภัยมณี,,,
ให้ไพรีชะงักฉงนชื่อกลกัน,10,10 syllables — likely shatter/miscount,ให้ไพรีชะงักฉงนชื่อกลกัน,,,
นางซักไซ้เสียงเพราะเสนาะสนอง,9,word straddles a beat boundary,นางซักไซ้ | เสียงเพราะเสนาะ | สนอง,,,
ต่างยิ้มสรวลชวนชมพนมพนัส,9,word straddles a beat boundary,ต่างยิ้มสรวล | ชวนชมพนม | พนัส,,,
ข้างเผ่าพงศ์องค์กษัตริย์หัสไชย,8,word straddles a beat boundary,ข้างเผ่าพงศ์ | องค์กษัตริย์ | หัสไชย,,,
ฝายโฉมยงองค์ละเวงวัณฬาสุดา,10,10 syllables — likely shatter/miscount,ฝายโฉมยงองค์ละเวงวัณฬาสุดา,,,
จึงร้องว่าเหวยฝรั่งรอรั้งไว้,10,10 syllables — likely shatter/miscount,จึงร้องว่าเหวยฝรั่งรอรั้งไว้,,,
กับพระน้องสองโอรสรับพจมาน,10,10 syllables — likely shatter/miscount,กับพระน้องสองโอรสรับพจมาน,,,
ต่างตกใจในอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,ต่างตกใจในอารมณ์ไม่สมประดี,,,
พระบิตุรงค์องค์พระอาจงปรานี,10,10 syllables — likely shatter/miscount,พระบิตุรงค์องค์พระอาจงปรานี,,,
นางเสาวคนธ์มณฑาเห็นหน้าน้อง,9,word straddles a beat boundary,นางเสาวคนธ์ | มณฑา | เห็นหน้าน้อง,,,
ฝ่ายศรีสุวรรณสินสมุทรสุดสาคร,10,10 syllables — likely shatter/miscount,ฝ่ายศรีสุวรรณสินสมุทรสุดสาคร,,,
พระกฤษณาสามารถราชโอรส,9,word straddles a beat boundary,พระกฤษณา | สามารถ | ราชโอรส,,,
ต่างพิศดูรู้อุบายเป็นสายสน,10,10 syllables — likely shatter/miscount,ต่างพิศดูรู้อุบายเป็นสายสน,,,
ฝ่ายพระอภัยมณีทรงปี่เป่า,9,4-syllable word not at วรรค edge,ฝ่ายพระอภัยมณีทรงปี่เป่า,,,
พระกฤษณาพาพราหมณ์ไปเที่ยวค้น,9,word straddles a beat boundary,พระกฤษณา | พาพราหมณ์ | ไปเที่ยวค้น,,,
พระกฤษณาพบวลายุดาหลับ,10,10 syllables — likely shatter/miscount,พระกฤษณาพบวลายุดาหลับ,,,
จงอยู่เย็นเป็นสุขสนุกสบาย,9,word straddles a beat boundary,จงอยู่เย็น | เป็นสุขสนุก | สบาย,,,
