wak,syllables,flag,guess,a,b,c
ฝ่ายท้าวนางต่างไปเฝ้าพระเยาวเรศ,10,10 syllables — likely shatter/miscount,ฝ่ายท้าวนางต่างไปเฝ้าพระเยาวเรศ,,,
สร้อยสุวรรณจันทร์สุดาละล้าละลัง,10,10 syllables — likely shatter/miscount,สร้อยสุวรรณจันทร์สุดาละล้าละลัง,,,
สะอึกสะอื้นฝืนดำรงไม่ทรงกาย,10,10 syllables — likely shatter/miscount,สะอึกสะอื้นฝืนดำรงไม่ทรงกาย,,,
จะผาสุกทุกอาณาประชาราษฎร์,11,11 syllables — likely shatter/miscount,จะผาสุกทุกอาณาประชาราษฎร์,,,
แล้วจะเถือเนื้อพะแนงเที่ยวแบ่งปัน,10,10 syllables — likely shatter/miscount,แล้วจะเถือเนื้อพะแนงเที่ยวแบ่งปัน,,,
ไปด้วยกันจะได้คิดเรื่องกิจการ,10,10 syllables — likely shatter/miscount,ไปด้วยกันจะได้คิดเรื่องกิจการ,,,
อำมาตย์รับอภิวาทกลัวอาชญา,9,reading chosen by meter: อาชญา 3->2,อำมาตย์รับ | อภิวาท | กลัวอาชญา,,,
ส่วนลูกสาวเจ้าลังกาเวลาสว่าง,10,10 syllables — likely shatter/miscount,ส่วนลูกสาวเจ้าลังกาเวลาสว่าง,,,
พระธำมรงค์ทรงสลับวะวับวาว,10,10 syllables — likely shatter/miscount,พระธำมรงค์ทรงสลับวะวับวาว,,,
ถึงทัพกลางนางละเวงเสียงเครงครื้น,10,10 syllables — likely shatter/miscount,ถึงทัพกลางนางละเวงเสียงเครงครื้น,,,
จะบอกไปให้ทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะบอกไป | ให้ทูล | มูลความ,,,
พระชนนีเป็นวิสัยน้ำใจหญิง,10,10 syllables — likely shatter/miscount,พระชนนีเป็นวิสัยน้ำใจหญิง,,,
มาชิงว่าราชการเปิดด่านทาง,9,4-syllable word not at วรรค edge,มาชิงว่าราชการเปิดด่านทาง,,,
ทั้งหน้าหลังคั่งคับสลับสลอน,9,word straddles a beat boundary,ทั้งหน้าหลัง | คั่งคับสลับ | สลอน,,,
พอทัพหลังนางวัณฬารำภาผกา,10,10 syllables — likely shatter/miscount,พอทัพหลังนางวัณฬารำภาผกา,,,
กราบทูลความตามที่ชนนีนาถ,9,word straddles a beat boundary,กราบทูลความ | ตามที่ชนนี | นาถ,,,
ยิ่งแสนแค้นแสนสลดเหลืออดอาย,8,word straddles a beat boundary,ยิ่งแสนแค้น | แสนสลด | เหลืออดอาย,,,
วลายุดาวายุพัฒน์คิดขัดขวาง,10,10 syllables — likely shatter/miscount,วลายุดาวายุพัฒน์คิดขัดขวาง,,,
พวกหมอฝนยาถวายละลายสุรา,10,10 syllables — likely shatter/miscount,พวกหมอฝนยาถวายละลายสุรา,,,
ผิดเยี่ยงอย่างควรจำบาปกรรมหนา,9,word straddles a beat boundary,ผิดเยี่ยงอย่าง | ควรจำบาปกรรม | หนา,,,
แต่พระบิตุราชมาตุรงค์พระจงงด,11,11 syllables — likely shatter/miscount,แต่พระบิตุราชมาตุรงค์พระจงงด,,,
พระบิตุราชมาตุรงค์เผ่าพงศ์พันธุ์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์เผ่าพงศ์พันธุ์,,,
บอกเรื่องความตามกษัตริย์หัสไชย,8,word straddles a beat boundary,บอกเรื่องความ | ตามกษัตริย์ | หัสไชย,,,
ฝ่ายวาโหมโสมนัสไม่ขัดขวาง,10,10 syllables — likely shatter/miscount,ฝ่ายวาโหมโสมนัสไม่ขัดขวาง,,,
แล้วทูลว่าถ้าพระองค์ประสงค์ไฉน,10,10 syllables — likely shatter/miscount,แล้วทูลว่าถ้าพระองค์ประสงค์ไฉน,,,
พ่อปรารถนาสารพัดไม่ขัดขวาง,10,10 syllables — likely shatter/miscount,พ่อปรารถนาสารพัดไม่ขัดขวาง,,,
ได้สองท้าวสาวสุรางค์พี่นางนั้น,11,11 syllables — likely shatter/miscount,ได้สองท้าวสาวสุรางค์พี่นางนั้น,,,
กับสร้อยสุวรรณจันทร์สุดามาธานี,10,10 syllables — likely shatter/miscount,กับสร้อยสุวรรณจันทร์สุดามาธานี,,,
ไปอยู่กำกับทัพพาราวาหุโลม,10,10 syllables — likely shatter/miscount,ไปอยู่กำกับทัพพาราวาหุโลม,,,
ทะลวงโลดไล่ละหม่านชาญสมร,10,10 syllables — likely shatter/miscount,ทะลวงโลดไล่ละหม่านชาญสมร,,,
นางเสาวคนธ์วนเที่ยวไล่เลี้ยวลัด,9,word straddles a beat boundary,นางเสาวคนธ์ | วนเที่ยว | ไล่เลี้ยวลัด,,,
หัสกันนั้นเห็นว่าเป็นหญิง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันนั้น | เห็นว่า | เป็นหญิง,,,
พัลวันเวียนปนพลรบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พัลวัน | เวียนปน | พลรบ,,,
บ้างเซซานซ้อนซับสลับสลอน,9,word straddles a beat boundary,บ้างเซซาน | ซ้อนซับสลับ | สลอน,,,
สกัดสแกงฆ่าฝรั่งพวกลังกา,10,10 syllables — likely shatter/miscount,สกัดสแกงฆ่าฝรั่งพวกลังกา,,,
หัสกันนั้นผู้รู้วิชา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันนั้น | ผู้รู้ | วิชา,,,
หัสกันนั้นพาพวกข้าไท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันนั้น | พาพวก | ข้าไท,,,
