wak,syllables,flag,guess,a,b,c
จะกล่าวถึงพระอภัยมณีนาถ,9,4-syllable word not at วรรค edge,จะกล่าวถึงพระอภัยมณีนาถ,,,
พร้อมพระญาติตรองตรึกว่างศึกเสือ,9,word straddles a beat boundary,พร้อมพระญาติ | ตรองตรึก | ว่างศึกเสือ,,,
จำปาจำปีขึ้นชิดต้นกฤษณา,10,10 syllables — likely shatter/miscount,จำปาจำปีขึ้นชิดต้นกฤษณา,,,
โพระดกจับไม้มะเดื่อปล้อง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โพระดกจับ | ไม้มะ | เดื่อปล้อง,,,
เจ็ดกษัตริย์ทอดทัศนานก,8,word straddles a beat boundary,เจ็ดกษัตริย์ | ทอดทัศนา | นก,,,
ชะมดฉมันกวางทรายกระต่ายดง,10,10 syllables — likely shatter/miscount,ชะมดฉมันกวางทรายกระต่ายดง,,,
เสวยของโอชาผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสวยของ | โอชา | ผลาผล,,,
แม้นใครเจตนานักมักหลงใหล,9,word straddles a beat boundary,แม้นใครเจตนา | นัก | มักหลงใหล,,,
สุมาลัยเกสรขจรจาย,9,word straddles a beat boundary,สุมาลัย | เกสรขจร | จาย,,,
อยากจะใคร่ไปยลวิมลสมร,9,word straddles a beat boundary,อยากจะใคร่ | ไปยลวิมล | สมร,,,
มากรากกรำจำร้างห่างที่นอน,9,word straddles a beat boundary,มากรากกรำ | จำร้าง | ห่างที่นอน,,,
พลโล่โตมรศรกำซาบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโล่โต | มรศร | กำซาบ,,,
ฉันลูกไม้เผือกมันพรรณผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฉันลูกไม้ | เผือกมัน | พรรณผลา,,,
ฝ่ายนงเยาว์เสาวคนธ์วิมลฉวี,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลฉวี,,,
พลางชวนพวกสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,พลางชวนพวกสาวสุรางค์นางกำนัล,,,
จะตั้งเพียรพยายามก็ตามใจ,9,4-syllable word not at วรรค edge,จะตั้งเพียรพยายามก็ตามใจ,,,
แล้วก็เทศนาซ้ำบนคำขาน,9,word straddles a beat boundary,แล้วก็เทศนา | ซ้ำ | บนคำขาน,,,
ศุภลักษณ์อักขราเมืองการะเวก,10,10 syllables — likely shatter/miscount,ศุภลักษณ์อักขราเมืองการะเวก,,,
เสวยเศวกฉัตรชัยในสนาม,9,word straddles a beat boundary,เสวยเศวก | ฉัตรชัย | ในสนาม,,,
หัสไชยได้ฟังสองบังอร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยได้ | ฟังสอง | บังอร,,,
อันการทัพก็ค่อยสร่างสว่างโหย,10,10 syllables — likely shatter/miscount,อันการทัพก็ค่อยสร่างสว่างโหย,,,
ขอทูลลาองค์กษัตริย์หัสไชย,8,word straddles a beat boundary,ขอทูลลา | องค์กษัตริย์ | หัสไชย,,,
ฝ่ายละเวงดาบสอดไม่ได้,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายละเวง | ดาบสอด | ไม่ได้,,,
เห็นไม่สมอย่าตรัสวัจนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นไม่สม | อย่าตรัส | วัจนา,,,
จึ่งค่อยติโทษน้องให้นักหนา,9,word straddles a beat boundary,จึ่งค่อยติ | โทษน้อง | ให้นักหนา,,,
ทั้งสิงหลรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งสิงหล | รมจักร | นัครา,,,
แล้วทูลลาพาหัสไชยหลาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วทูลลา | พาหัส | ไชยหลาน,,,
กับสินสมุทรภุชพงศ์องค์เชษฐา,9,word straddles a beat boundary,กับสินสมุทร | ภุชพงศ์ | องค์เชษฐา,,,
ทั้งกัลยาเสาวคนธ์วิมลสมร,11,11 syllables — likely shatter/miscount,ทั้งกัลยาเสาวคนธ์วิมลสมร,,,
ครั้นจะบวชก็ยังหนุ่มนึกกลุ้มใจ,10,10 syllables — likely shatter/miscount,ครั้นจะบวชก็ยังหนุ่มนึกกลุ้มใจ,,,
จงร่วมรสรักกันจนบรรลัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงร่วมรสรัก | กันจน | บรรลัย,,,
โปรดประภาษพรประสิทธิ์สนิทสนอง,10,10 syllables — likely shatter/miscount,โปรดประภาษพรประสิทธิ์สนิทสนอง,,,
ทุกเวลามิได้คลาดบาทยุคล,10,10 syllables — likely shatter/miscount,ทุกเวลามิได้คลาดบาทยุคล,,,
จะจรดลไปสิงคุตรอยู่กุฎี,11,11 syllables — likely shatter/miscount,จะจรดลไปสิงคุตรอยู่กุฎี,,,
กับเยาวมาลย์นักพรตดาบสินี,9,word straddles a beat boundary,กับเยาวมาลย์ | นักพรต | ดาบสินี,,,
ตามภูวไนยไปสิงคุตรอยู่กุฎี,11,11 syllables — likely shatter/miscount,ตามภูวไนยไปสิงคุตรอยู่กุฎี,,,
