wak,syllables,flag,guess,a,b,c
จึงเขียนเวทวิทยาวิชาขยัน,10,10 syllables — likely shatter/miscount,จึงเขียนเวทวิทยาวิชาขยัน,,,
ฝรั่งแขกแยกกันนั่งสังวัธยาย,10,10 syllables — likely shatter/miscount,ฝรั่งแขกแยกกันนั่งสังวัธยาย,,,
เสนหาอาวรณ์ร้อนฤทัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสนหาอา | วรณ์ร้อน | ฤทัย,,,
สงสารกายอยู่แต่ตนทนทรมาน,10,10 syllables — likely shatter/miscount,สงสารกายอยู่แต่ตนทนทรมาน,,,
จะระหกระเหินไปไกลสถาน,9,4-syllable word not at วรรค edge,จะระหกระเหินไปไกลสถาน,,,
อย่ามีทุกข์สุขังมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อย่ามีทุกข์ | สุขัง | มังคลา,,,
อันของฉันมันเผือกผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อันของฉัน | มันเผือก | ผลาผล,,,
อยู่พร้อมเพรียงนักสนมกรมใน,8,word straddles a beat boundary,อยู่พร้อมเพรียง | นักสนม | กรมใน,,,
สิทธาเฒ่าสาวสุรางค์สำรวลสรวล,10,10 syllables — likely shatter/miscount,สิทธาเฒ่าสาวสุรางค์สำรวลสรวล,,,
ทั้งกินอาบน้ำท่าผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งกินอาบ | น้ำท่า | ผลาผล,,,
โพยภัยอันตรายอย่าแผ้วพาน,8,word straddles a beat boundary,โพยภัยอันตราย | อย่า | แผ้วพาน,,,
ทำลอมแลมลดเลี้ยวเกี้ยวสีกา,10,10 syllables — likely shatter/miscount,ทำลอมแลมลดเลี้ยวเกี้ยวสีกา,,,
พระหน่อนาถนั่งกวนนวลหง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระหน่อนาถ | นั่งกวน | นวลหง,,,
จะจัดแจงแต่งการภิเษกศรี,9,word straddles a beat boundary,จะจัดแจง | แต่งการภิเษก | ศรี,,,
บนบรรจถรณ์นางประทับให้หลับไป,10,10 syllables — likely shatter/miscount,บนบรรจถรณ์นางประทับให้หลับไป,,,
เหมือนคำของทรามสงวนนวลหง,8,word straddles a beat boundary,เหมือนคำของ | ทรามสงวน | นวลหง,,,
ไปว่าขานขอชีวิตพระบิตุรงค์,10,10 syllables — likely shatter/miscount,ไปว่าขานขอชีวิตพระบิตุรงค์,,,
ว่าตามแต่องค์พระบิดาจะปรานี,10,10 syllables — likely shatter/miscount,ว่าตามแต่องค์พระบิดาจะปรานี,,,
แล้วเอนองค์ลงเอกเขนกเขนย,9,word straddles a beat boundary,แล้วเอนองค์ | ลงเอกเขนก | เขนย,,,
