wak,syllables,flag,guess,a,b,c
อยู่พร้อมพรั่งทั้งลูกศิษย์นางกฤษณา,10,10 syllables — likely shatter/miscount,อยู่พร้อมพรั่งทั้งลูกศิษย์นางกฤษณา,,,
ฝ่ายศรีสุวรรณครั้นรู้ว่าศึกล่าทัพ,10,10 syllables — likely shatter/miscount,ฝ่ายศรีสุวรรณครั้นรู้ว่าศึกล่าทัพ,,,
จนแก่ออกนอกบาญชียังมีครรภ์,10,10 syllables — likely shatter/miscount,จนแก่ออกนอกบาญชียังมีครรภ์,,,
เหมือนควันโขมงแล้วจะปิดมันมิดหรือ,11,11 syllables — likely shatter/miscount,เหมือนควันโขมงแล้วจะปิดมันมิดหรือ,,,
กำลังคลื่นครื้นเครงโคลงเคลงคลอน,9,word straddles a beat boundary,กำลังคลื่น | ครื้นเครงโคลงเคลง | คลอน,,,
ที่สามไปปัศจิมทิศา,8,word straddles a beat boundary,ที่สามไป | ปัศจิม | ทิศา,,,
จะทรมานนานช้าอยู่ว่าไร,9,word straddles a beat boundary,จะทรมาน | นานช้า | อยู่ว่าไร,,,
แล้วทูลถามตามระแคงแคลงวิญญาณ์,11,11 syllables — likely shatter/miscount,แล้วทูลถามตามระแคงแคลงวิญญาณ์,,,
เหมือนอกใจนี้จะแตกแหลกทำลาย,10,10 syllables — likely shatter/miscount,เหมือนอกใจนี้จะแตกแหลกทำลาย,,,
ภิปรายปราศรัยถามสามกุมาร,8,word straddles a beat boundary,ภิปรายปราศรัย | ถาม | สามกุมาร,,,
เทพจินดาน้องรองหม่อมฉาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพจินดา | น้องรอง | หม่อมฉาน,,,
พระอนุชาราเมศมีเหตุการณ์,10,10 syllables — likely shatter/miscount,พระอนุชาราเมศมีเหตุการณ์,,,
ให้เรียกท่านมารดานาควรรณ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้เรียกท่าน | มารดา | นาควรรณ,,,
แต่ลำที่นั่งพระมังคลาข้าวปลาสิ้น,10,10 syllables — likely shatter/miscount,แต่ลำที่นั่งพระมังคลาข้าวปลาสิ้น,,,
ด้วยเรื่องราวคราวปฐมบุรมบุราณ,10,10 syllables — likely shatter/miscount,ด้วยเรื่องราวคราวปฐมบุรมบุราณ,,,
รูปสุรางค์นางสนมประนมกร,10,10 syllables — likely shatter/miscount,รูปสุรางค์นางสนมประนมกร,,,
เราอุปถัมภ์บำรุงชาวกรุงไกร,9,word straddles a beat boundary,เราอุปถัมภ์ | บำรุง | ชาวกรุงไกร,,,
ประสิทธิ์สาปตราบกลาปาวสาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประสิทธิ์สาป | ตราบกลา | ปาวสาน,,,
ชัยโชคล้ำเลิศประเสริฐศรี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ชัยโชคล้ำ | เลิศประ | เสริฐศรี,,,
ทำไกกลแล้วจะได้ไปลังกา,10,10 syllables — likely shatter/miscount,ทำไกกลแล้วจะได้ไปลังกา,,,
เก็บผลไม้ส้มสูกลูกตะโก,10,10 syllables — likely shatter/miscount,เก็บผลไม้ส้มสูกลูกตะโก,,,
กับสังฆราชออกมารับด้วยนับถือ,10,10 syllables — likely shatter/miscount,กับสังฆราชออกมารับด้วยนับถือ,,,
เพราะอิศเรศอมรินทร์พระอินศวร,11,11 syllables — likely shatter/miscount,เพราะอิศเรศอมรินทร์พระอินศวร,,,
ให้ตัดไม้ข่มนามตามบูราณ,10,10 syllables — likely shatter/miscount,ให้ตัดไม้ข่มนามตามบูราณ,,,
