wak,syllables,flag,guess,a,b,c
การณรงค์กล้าแข็งแรงกำลัง,9,word straddles a beat boundary,การณรงค์ | กล้าแข็ง | แรงกำลัง,,,
บังคมบาทธิบดินทร์ปิ่นไอศูรย์,10,10 syllables — likely shatter/miscount,บังคมบาทธิบดินทร์ปิ่นไอศูรย์,,,
พระทรงฟังสังรเสริญท่านครูเฒ่า,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญท่านครูเฒ่า,,,
ป่างพระปิ่นนคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ป่างพระปิ่นนคราลังกาทวีป,,,
ประดังดาษดาทั้งหน้าหลัง,8,word straddles a beat boundary,ประดังดาษดา | ทั้ง | หน้าหลัง,,,
เครื่องอาวุธยุทธภัณฑ์ที่สรรไว้,9,4-syllable word not at วรรค edge,เครื่องอาวุธยุทธภัณฑ์ที่สรรไว้,,,
เอาให้สมปรารถนาทั้งข้าไท,10,10 syllables — likely shatter/miscount,เอาให้สมปรารถนาทั้งข้าไท,,,
พอพบปะองค์พระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอพบปะ | องค์พระ | มังคลา,,,
ให้เรืองฤทธิ์เรืองปัญญาวิชาขยัน,10,10 syllables — likely shatter/miscount,ให้เรืองฤทธิ์เรืองปัญญาวิชาขยัน,,,
โองการตรัสกับเสนาบดีศรี,9,4-syllable word not at วรรค edge,โองการตรัสกับเสนาบดีศรี,,,
เราขอเชิญโหราพยากรณ์,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",เราขอเชิญ | โหราพยากรณ์ | ,,,
คงจะเป็นสุขสบายเมื่อปลายมือ,10,10 syllables — likely shatter/miscount,คงจะเป็นสุขสบายเมื่อปลายมือ,,,
ก็ตามเจตนาตรองให้ผ่องใส,9,word straddles a beat boundary,ก็ตามเจตนา | ตรอง | ให้ผ่องใส,,,
จะพรรณนาไม่รู้หมดเหลือจดจำ,10,10 syllables — likely shatter/miscount,จะพรรณนาไม่รู้หมดเหลือจดจำ,,,
จะทุ่มเทให้มึงตกระหกกระเหิน,10,10 syllables — likely shatter/miscount,จะทุ่มเทให้มึงตกระหกกระเหิน,,,
ใส่โต๊ะกลมแต่งตั้งนั่งบูชา,9,word straddles a beat boundary,ใส่โต๊ะกลม | แต่งตั้ง | นั่งบูชา,,,
ที่ระวางบุรพทิศเหมือนจิตปอง,9,reading chosen by meter: บุรพทิศ 4->3,ที่ระวาง | บุรพทิศ | เหมือนจิตปอง,,,
เทพไทออกพ้นจากคนทรง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพไทออก | พ้นจาก | คนทรง,,,
จึ่งแย้มแยกส่งภาษาชวาฉวี,10,10 syllables — likely shatter/miscount,จึ่งแย้มแยกส่งภาษาชวาฉวี,,,
อยู่กำปั่นทั้งสามนามกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อยู่กำปั่น | ทั้งสาม | นามกร,,,
พระภูธรที่สามรามวงศ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระภูธร | ที่สาม | รามวงศ์,,,
มาจังหวัดนครามหาสถาน,10,10 syllables — likely shatter/miscount,มาจังหวัดนครามหาสถาน,,,
เร่งแต่งเรือพระที่นั่งบัลลังก์ชัย,9,4-syllable word not at วรรค edge,เร่งแต่งเรือพระที่นั่งบัลลังก์ชัย,,,
ปางพระหน่ออธิบดินทร์ปิ่นสกล,10,10 syllables — likely shatter/miscount,ปางพระหน่ออธิบดินทร์ปิ่นสกล,,,
ทราบว่าท้าวรายาเสด็จมาถึง,9,word straddles a beat boundary,ทราบว่าท้าว | รายาเสด็จ | มาถึง,,,
แล้วจะได้ตามติดพระบิตุเรศ,10,10 syllables — likely shatter/miscount,แล้วจะได้ตามติดพระบิตุเรศ,,,
ขึ้นปรางค์รัตน์เชื้องข้ายชายเฉลียง,10,10 syllables — likely shatter/miscount,ขึ้นปรางค์รัตน์เชื้องข้ายชายเฉลียง,,,
พิศเพียงจันทราดาราราย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พิศเพียงจัน | ทราดา | ราราย,,,
ฝ่ายองค์ท้าวเจ้าชวารายากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายองค์ท้าวเจ้าชวารายากษัตริย์,,,
ได้พร้อมมิตรขัตติเยศพระเชษฐา,10,10 syllables — likely shatter/miscount,ได้พร้อมมิตรขัตติเยศพระเชษฐา,,,
ขจรจบในพาราชวาฉวี,10,10 syllables — likely shatter/miscount,ขจรจบในพาราชวาฉวี,,,
ทั้งสนมสาวสุรางค์นางบำเรอ,10,10 syllables — likely shatter/miscount,ทั้งสนมสาวสุรางค์นางบำเรอ,,,
ท้าวตรัสถามโหราพยากรณ์,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ท้าวตรัสถาม | โหราพยากรณ์ | ,,,
พร้อมสะพรั่งทั้งพหลพลไกร,8,word straddles a beat boundary,พร้อมสะพรั่ง | ทั้งพหล | พลไกร,,,
