wak,syllables,flag,guess,a,b,c
ให้ตรวจตราว่าพหลพลไกร,8,word straddles a beat boundary,ให้ตรวจตรา | ว่าพหล | พลไกร,,,
จนเราราชาภิเษกเป็นเอกองค์,9,4-syllable word not at วรรค edge,จนเราราชาภิเษกเป็นเอกองค์,,,
บุรีรัตนาภาษาสยาม,9,word straddles a beat boundary,บุรีรัตนา | ภา | ษาสยาม,,,
เลือกที่รักมักที่ชังทำดั่งนี้,8,word straddles a beat boundary,เลือกที่รักมักที่ชัง | ทำ | ดั่งนี้,,,
ครั้นเกิดมึงจึงสมเด็จพระบิตุเรศ,10,10 syllables — likely shatter/miscount,ครั้นเกิดมึงจึงสมเด็จพระบิตุเรศ,,,
มอบสมบัติพัสถานให้มารดา,9,4-syllable word not at วรรค edge,มอบสมบัติพัสถานให้มารดา,,,
พระอัยกีอัยกาเอามาไว้,10,10 syllables — likely shatter/miscount,พระอัยกีอัยกาเอามาไว้,,,
กระทำล่วงเกินผิดจริตบุราณ,9,word straddles a beat boundary,กระทำล่วง | เกินผิดจริต | บุราณ,,,
ไม่รู้คุณบุญบาปทำหยาบหยาม,9,word straddles a beat boundary,ไม่รู้คุณ | บุญบาป | ทำหยาบหยาม,,,
มังคลาว่าเจ้าเข้าด้วยพ่อ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาว่า | เจ้าเข้า | ด้วยพ่อ,,,
มังคลาถาโถมโจมประจัญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาถา | โถมโจม | ประจัญ,,,
มังคลาม้าล้มลุกถลัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาม้า | ล้มลุก | ถลัน,,,
มังคลาตาลายข้างฝ่ายพี่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาตา | ลายข้าง | ฝ่ายพี่,,,
พวกอยู่ค่ายฝ่ายฝรั่งมังคลา,8,word straddles a beat boundary,พวกอยู่ค่าย | ฝ่ายฝรั่ง | มังคลา,,,
รีบกลับมาทูลถึงทัพที่รับรบ,10,10 syllables — likely shatter/miscount,รีบกลับมาทูลถึงทัพที่รับรบ,,,
ต้องพระกฤษณาจนม้าสลบ,9,word straddles a beat boundary,ต้องพระกฤษณา | จน | ม้าสลบ,,,
แต่สินสมุทรกับพระหัสไชย,8,word straddles a beat boundary,แต่สินสมุทร | กับ | พระหัสไชย,,,
จะใคร่ไปรบฝรั่งมังคลา,8,word straddles a beat boundary,จะใคร่ไป | รบฝรั่ง | มังคลา,,,
ทองแดงทองเหลืองเครื่องอาวุธยุทธนา,10,10 syllables — likely shatter/miscount,ทองแดงทองเหลืองเครื่องอาวุธยุทธนา,,,
ใส่แหวนพิรอดปรอทกลมอมทุกคน,10,10 syllables — likely shatter/miscount,ใส่แหวนพิรอดปรอทกลมอมทุกคน,,,
ฝ่ายศรีสุวรรณกฤษณาสุดสาคร,10,10 syllables — likely shatter/miscount,ฝ่ายศรีสุวรรณกฤษณาสุดสาคร,,,
หน้าปราการกองทัพสลับสลอน,9,word straddles a beat boundary,หน้าปราการ | กองทัพสลับ | สลอน,,,
ขี่ม้าสีมรกตผยดผยอง,10,10 syllables — likely shatter/miscount,ขี่ม้าสีมรกตผยดผยอง,,,
พระบิตุเรศเล่าก็ถือเป็นฤๅษี,10,10 syllables — likely shatter/miscount,พระบิตุเรศเล่าก็ถือเป็นฤๅษี,,,
ต้องรบสู้ผู้คนพลไพร่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต้องรบสู้ | ผู้คน | พลไพร่,,,
ขยับทวนสวนแทงพลิกแพลงพลาด,9,word straddles a beat boundary,ขยับทวน | สวนแทงพลิกแพลง | พลาด,,,
หัสไชยไล่รุกเข้าคลุกคลี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยไล่ | รุกเข้า | คลุกคลี,,,
หัสไชยไสสิงห์วิ่งเข้าขบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยไส | สิงห์วิ่ง | เข้าขบ,,,
มังคลาลาทัพกลับเข้าค่าย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาลา | ทัพกลับ | เข้าค่าย,,,
ทั้งมิตรสหายร้ายกาจดั่งราชสีห์,10,10 syllables — likely shatter/miscount,ทั้งมิตรสหายร้ายกาจดั่งราชสีห์,,,
ที่กลัดกลุ้มรุมร้อนค่อยหย่อนเย็น,9,word straddles a beat boundary,ที่กลัดกลุ้มรุม | ร้อน | ค่อยหย่อนเย็น,,,
พอกลับเป็นขึ้นก็ตื่นพลิกฟื้นกาย,10,10 syllables — likely shatter/miscount,พอกลับเป็นขึ้นก็ตื่นพลิกฟื้นกาย,,,
พอสังฆราชขึ้นมาหาเวลาสาย,10,10 syllables — likely shatter/miscount,พอสังฆราชขึ้นมาหาเวลาสาย,,,
จึงเล่าตามความฝันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงเล่าตาม | ความฝัน | บรรยาย,,,
พอเบี่ยงบ่ายฝ่ายพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอเบี่ยงบ่าย | ฝ่ายพระ | มังคลา,,,
ไปกราบไหว้อัยกาหาอัยกี,10,10 syllables — likely shatter/miscount,ไปกราบไหว้อัยกาหาอัยกี,,,
มังคลาบ้าเลือดดุเดือดดาล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาบ้า | เลือดดุ | เดือดดาล,,,
วิ่งลนลานหลีกหลบสยบสยอง,9,word straddles a beat boundary,วิ่งลนลาน | หลีกหลบสยบ | สยอง,,,
