wak,syllables,flag,guess,a,b,c
อันข้านี้ตรองไม่เห็นอย่างเจรจา,10,10 syllables — likely shatter/miscount,อันข้านี้ตรองไม่เห็นอย่างเจรจา,,,
ผิดก็ท่านทำมะรงเขาคงถาม,10,10 syllables — likely shatter/miscount,ผิดก็ท่านทำมะรงเขาคงถาม,,,
พอสุริยนสนธยาเกือบสายัณห์,10,10 syllables — likely shatter/miscount,พอสุริยนสนธยาเกือบสายัณห์,,,
บาทหลวงว่าฮ้าเฮ้ยมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บาทหลวงว่า | ฮ้าเฮ้ย | มังคลา,,,
หญ้าก็ไม่กลายกลับเป็นรูปคน,9,word straddles a beat boundary,หญ้าก็ไม่ | กลายกลับเป็น | รูปคน,,,
เร่งเอาไปเสียวันนี้จะกรีทัพ,9,reading chosen by meter: กรี 2->1,เร่งเอาไป | เสียวันนี้ | จะกรีทัพ,,,
อย่าโหยกเหยกยืดยาวให้ร้าวฉาน,10,10 syllables — likely shatter/miscount,อย่าโหยกเหยกยืดยาวให้ร้าวฉาน,,,
พาอีกาลกิณีไปที่เรือ,9,4-syllable word not at วรรค edge,พาอีกาลกิณีไปที่เรือ,,,
อีบุษบงรีบไปข้างฝ่ายเหนือ,9,word straddles a beat boundary,อีบุษบง | รีบไป | ข้างฝ่ายเหนือ,,,
ตระกองนุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,ตระกองนุชบุษบงอนงค์สมร,,,
มีแต่เคราะห์พาให้ตกระหกระเหิน,10,10 syllables — likely shatter/miscount,มีแต่เคราะห์พาให้ตกระหกระเหิน,,,
พระสั่งนุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,พระสั่งนุชบุษบงอนงค์สมร,,,
จงวายร้อนเถิดจะสมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,จงวายร้อนเถิดจะสมอารมณ์ถวิล,,,
ไม่อยู่ช้าอย่าให้น้องเจ้าหมองมล,10,10 syllables — likely shatter/miscount,ไม่อยู่ช้าอย่าให้น้องเจ้าหมองมล,,,
มาในท้องสาคเรศประเทศสถาน,10,10 syllables — likely shatter/miscount,มาในท้องสาคเรศประเทศสถาน,,,
เมื่อแต่แรกพูดไปมากถลากถลำ,10,10 syllables — likely shatter/miscount,เมื่อแต่แรกพูดไปมากถลากถลำ,,,
ไปตามเลยที่วิตกระหกระเหิน,10,10 syllables — likely shatter/miscount,ไปตามเลยที่วิตกระหกระเหิน,,,
มาจิกหัวคนประมาทฉกาจฉกรรจ์,10,10 syllables — likely shatter/miscount,มาจิกหัวคนประมาทฉกาจฉกรรจ์,,,
ไปลงทัณฑกรรมไว้ให้มันกลัว,9,word straddles a beat boundary,ไปลงทัณฑ | กรรมไว้ | ให้มันกลัว,,,
อึกทึกปากโป้งพูดโฉงเฉง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกปาก | โป้งพูด | โฉงเฉง,,,
ป่านนี้นุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,ป่านนี้นุชบุษบงอนงค์สมร,,,
ฝ่ายองค์พระสังฆราชท่านบาทหลวง,9,4-syllable word not at วรรค edge,ฝ่ายองค์พระสังฆราชท่านบาทหลวง,,,
ให้ฉุนเคืองเรื่องพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ฉุนเคือง | เรื่องพระ | มังคลา,,,
ฝ่ายโฉมยงองค์มังคลาราช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง | องค์มัง | คลาราช,,,
เมรุไกรอ่อนเอนระเนนเอียง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เมรุไกรอ่อน | เอนระ | เนนเอียง,,,
