wak,syllables,flag,guess,a,b,c
แล้วจะได้ไปพาราการะเวก,10,10 syllables — likely shatter/miscount,แล้วจะได้ไปพาราการะเวก,,,
เลี้ยงโอรสที่ในครรภ์ของกัลยา,10,10 syllables — likely shatter/miscount,เลี้ยงโอรสที่ในครรภ์ของกัลยา,,,
เป็นสัจจังหวังจิตสนิทสนอง,9,word straddles a beat boundary,เป็นสัจจัง | หวังจิตสนิท | สนอง,,,
ครั้นสิ้นบุญแม่พ่อมรณา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครั้นสิ้นบุญ | แม่พ่อ | มรณา,,,
ทั้งสองข้างต่างคิดสนิทสนอง,9,word straddles a beat boundary,ทั้งสองข้าง | ต่างคิดสนิท | สนอง,,,
เชิงฉลาดในเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เชิงฉลาด | ในเล่ห์ | เสนหา,,,
อย่านิ่งนั่งทนหนาวจะหาวนอน,9,word straddles a beat boundary,อย่านิ่งนั่ง | ทนหนาวจะ | หาวนอน,,,
นางยิ้มเยื้อนเหมือนจะเย้ยเฉลยฉลอง,10,10 syllables — likely shatter/miscount,นางยิ้มเยื้อนเหมือนจะเย้ยเฉลยฉลอง,,,
แต่อายเหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,แต่อายเหล่าสาวสุรางค์นางกำนัล,,,
จะออกนอกราชการคิดอ่านไฉน,10,10 syllables — likely shatter/miscount,จะออกนอกราชการคิดอ่านไฉน,,,
ต้องดึงดื้อด้วยวิบากกระดากกระเด็น,10,10 syllables — likely shatter/miscount,ต้องดึงดื้อด้วยวิบากกระดากกระเด็น,,,
พี่ก็รู้อยู่ว่ายากกระดากกระเดื่อง,10,10 syllables — likely shatter/miscount,พี่ก็รู้อยู่ว่ายากกระดากกระเดื่อง,,,
โลกธาตุเลื่อนลั่นควันโขมง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โลกธาตุเลื่อน | ลั่นควัน | โขมง,,,
พวกสำเภาเหล่าที่รอค้างมรสุม,10,10 syllables — likely shatter/miscount,พวกสำเภาเหล่าที่รอค้างมรสุม,,,
พระปราศรัยอัคเรศเกษรา,10,10 syllables — likely shatter/miscount,พระปราศรัยอัคเรศเกษรา,,,
