wak,syllables,flag,guess,a,b,c
ชื่อบุษยาดวงมณีผ่องสีใส,10,10 syllables — likely shatter/miscount,ชื่อบุษยาดวงมณีผ่องสีใส,,,
แต่ล้วนวงศ์พวกผู้ดีมีตระกูล,10,10 syllables — likely shatter/miscount,แต่ล้วนวงศ์พวกผู้ดีมีตระกูล,,,
มิใช่น้อยล้วนเป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,มิใช่น้อยล้วนเป็นสุขสนุกสนาน,,,
จึงแวะเข้าไต่ถามนามกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงแวะเข้า | ไต่ถาม | นามกร,,,
ทั้งคาวหวานพอได้สมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,ทั้งคาวหวานพอได้สมอารมณ์ถวิล,,,
คิดก็น่าเวทนามาแต่ไกล,9,4-syllable word not at วรรค edge,คิดก็น่าเวทนามาแต่ไกล,,,
เฝ้าภูวไนยจอมประเทศเขตนคร,10,10 syllables — likely shatter/miscount,เฝ้าภูวไนยจอมประเทศเขตนคร,,,
กับรถาลงไปรับประคับประคอง,10,10 syllables — likely shatter/miscount,กับรถาลงไปรับประคับประคอง,,,
กับสังฆราชรีบไปรับประคับประคอง,11,11 syllables — likely shatter/miscount,กับสังฆราชรีบไปรับประคับประคอง,,,
อย่าให้ข้องเคืองขัดอัธยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อย่าให้ข้อง | เคืองขัด | อัธยา,,,
ครั้นสุริย์ศรีแจ่มจำรัสประภัสสร,10,10 syllables — likely shatter/miscount,ครั้นสุริย์ศรีแจ่มจำรัสประภัสสร,,,
เสนาไปกราบประณตบทบงสุ์,8,word straddles a beat boundary,เสนาไป | กราบประณต | บทบงสุ์,,,
ให้จรลีเข้าในวังดั่งประสงค์,10,10 syllables — likely shatter/miscount,ให้จรลีเข้าในวังดั่งประสงค์,,,
ทั้งเป็ดไก่เครื่องลุดตี้มีขนม,10,10 syllables — likely shatter/miscount,ทั้งเป็ดไก่เครื่องลุดตี้มีขนม,,,
เรารักสนิทเปรียบปานดั่งหลานขวัญ,9,word straddles a beat boundary,เรารักสนิท | เปรียบปาน | ดั่งหลานขวัญ,,,
ขอถวายความสัตย์ปัฏิญาณ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขอถวาย | ความสัตย์ | ปัฏิญาณ,,,
ให้จัดสถานเก๋งใหญ่ในบุรินทร์,9,word straddles a beat boundary,ให้จัดสถาน | เก๋งใหญ่ | ในบุรินทร์,,,
สมรมิ่งดวงประไพอยู่ในสถาน,10,10 syllables — likely shatter/miscount,สมรมิ่งดวงประไพอยู่ในสถาน,,,
สี่พี่เลี้ยงเสาวนีย์คดีสดับ,10,10 syllables — likely shatter/miscount,สี่พี่เลี้ยงเสาวนีย์คดีสดับ,,,
ดูสมควรหรือว่านุ่งพะรุงพะรัง,10,10 syllables — likely shatter/miscount,ดูสมควรหรือว่านุ่งพะรุงพะรัง,,,
ให้คิดเจตนานึกอยากศึกษา,9,word straddles a beat boundary,ให้คิดเจตนา | นึก | อยากศึกษา,,,
แล้วท้าวเธอเสด็จไปใกล้สังฆราช,10,10 syllables — likely shatter/miscount,แล้วท้าวเธอเสด็จไปใกล้สังฆราช,,,
พระคุณล้ำดินฟ้ามหาสถาน,9,word straddles a beat boundary,พระคุณล้ำ | ดินฟ้ามหา | สถาน,,,
จะจรดลออกไปบวงสรวงเทวา,10,10 syllables — likely shatter/miscount,จะจรดลออกไปบวงสรวงเทวา,,,
ให้เตรียมรถพระที่นั่งอลังการ์,9,4-syllable word not at วรรค edge,ให้เตรียมรถพระที่นั่งอลังการ์,,,
ดาบเชลยหอกคู่ดูตระการ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ดาบเชลยหอก | คู่ดู | ตระการ,,,
มเหสีสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,มเหสีสาวสุรางค์นางกำนัล,,,
จรจรัลไปขึ้นรถบทจร,10,10 syllables — likely shatter/miscount,จรจรัลไปขึ้นรถบทจร,,,
สารถีตีกัณฐัศว์อัสดร,10,10 syllables — likely shatter/miscount,สารถีตีกัณฐัศว์อัสดร,,,
ต่างขึ้นม้าตำมะหงงนำตรงไป,10,10 syllables — likely shatter/miscount,ต่างขึ้นม้าตำมะหงงนำตรงไป,,,
สั่งให้จัดเครื่องเสวยนมเนยขยัน,10,10 syllables — likely shatter/miscount,สั่งให้จัดเครื่องเสวยนมเนยขยัน,,,
ขึ้นตามที่โดยหวังสังรเสริญ,10,10 syllables — likely shatter/miscount,ขึ้นตามที่โดยหวังสังรเสริญ,,,
เอารถมณีแจ่มจำรัสประภัสสร,10,10 syllables — likely shatter/miscount,เอารถมณีแจ่มจำรัสประภัสสร,,,
