wak,syllables,flag,guess,a,b,c
ฝ่ายกษัตริย์รายาชวาฉวี,9,word straddles a beat boundary,ฝ่ายกษัตริย์ | รายาชวา | ฉวี,,,
คิดว่าจะมาเป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,คิดว่าจะมาเป็นสุขสนุกสนาน,,,
จนพลบค่ำย่ำสุริโยทัย,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",จนพลบค่ำ | ย่ำสุริโยทัย | ,,,
ท่านรู้เหตอยู่หรือไม่อย่างไรหนา,10,10 syllables — likely shatter/miscount,ท่านรู้เหตอยู่หรือไม่อย่างไรหนา,,,
โอรสราชพระอภัยครองไอศวรรย์,10,10 syllables — likely shatter/miscount,โอรสราชพระอภัยครองไอศวรรย์,,,
เธอครองขัณฑเสมาในธานี,9,word straddles a beat boundary,เธอครองขัณฑ | เสมา | ในธานี,,,
หอยอีรมนมนางสล้างสลอน,9,word straddles a beat boundary,หอยอีรม | นมนางสล้าง | สลอน,,,
สืบพันธุ์ตั้งร้อยไม่น้อยเลย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สืบพันธุ์ตั้ง | ร้อยไม่ | น้อยเลย,,,
ทำเล่ห์กลมารยาคิดฆ่าผัว,10,10 syllables — likely shatter/miscount,ทำเล่ห์กลมารยาคิดฆ่าผัว,,,
อันบาปกรรมเป็นอย่างไรมันไม่กลัว,10,10 syllables — likely shatter/miscount,อันบาปกรรมเป็นอย่างไรมันไม่กลัว,,,
ฤทธิรุทรเขาเขินเนินไศล,10,10 syllables — likely shatter/miscount,ฤทธิรุทรเขาเขินเนินไศล,,,
ขอพระอัยกาตรองให้ต้องตาม,9,word straddles a beat boundary,ขอพระอัยกา | ตรอง | ให้ต้องตาม,,,
เกือบจะใกล้เกาะมหากาลวาต,8,word straddles a beat boundary,เกือบจะใกล้ | เกาะมหา | กาลวาต,,,
กับไทท้าวเจ้าพาราชวาฉวี,10,10 syllables — likely shatter/miscount,กับไทท้าวเจ้าพาราชวาฉวี,,,
จะแล่นอ้อมไปก็ตกกระหกระเหิน,10,10 syllables — likely shatter/miscount,จะแล่นอ้อมไปก็ตกกระหกระเหิน,,,
แล้วจุดธูปเทียนบูชากระยาสังเวย,10,10 syllables — likely shatter/miscount,แล้วจุดธูปเทียนบูชากระยาสังเวย,,,
พอรื่นเริงแล้วจะได้ไล่เอาความ,10,10 syllables — likely shatter/miscount,พอรื่นเริงแล้วจะได้ไล่เอาความ,,,
ให้สมความปรารถนาข้าทั้งปวง,9,4-syllable word not at วรรค edge,ให้สมความปรารถนาข้าทั้งปวง,,,
กระดูกกระเดี้ยวเคี้ยวป่นไม่ทนฟัน,10,10 syllables — likely shatter/miscount,กระดูกกระเดี้ยวเคี้ยวป่นไม่ทนฟัน,,,
บ้างกระเดาะปากเดินบนเนินไศล,10,10 syllables — likely shatter/miscount,บ้างกระเดาะปากเดินบนเนินไศล,,,
แล้วสั่งเหล่าพวกพหลพลไพร่,8,word straddles a beat boundary,แล้วสั่งเหล่า | พวกพหล | พลไพร่,,,
จะปรนนิบัติตามประสงค์จงแถลง,10,10 syllables — likely shatter/miscount,จะปรนนิบัติตามประสงค์จงแถลง,,,
จงช่วยกันทำกุฏิ์พออุดหนุน,8,word straddles a beat boundary,จงช่วยกัน | ทำกุฏิ์พอ | อุดหนุน,,,
ขย่อนโขยกเต็มใบลมชายเขา,9,word straddles a beat boundary,ขย่อนโขยก | เต็มใบ | ลมชายเขา,,,
ด้วยอำนาจแก้วเก็จเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ด้วยอำนาจ | แก้วเก็จ | เพชรรัตน์,,,
ด้วยอำนาจจินดามหาวิเศษ,9,word straddles a beat boundary,ด้วยอำนาจ | จินดามหา | วิเศษ,,,
