wak,syllables,flag,guess,a,b,c
อึกทึกแต่งกายทั้งซ้ายขวา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกแต่ง | กายทั้ง | ซ้ายขวา,,,
ขึ้นทรงราชรถแก้วแววเวหา,9,word straddles a beat boundary,ขึ้นทรงราชรถ | แก้ว | แววเวหา,,,
สั่งกุมารหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,สั่งกุมาร | หน่อกษัตริย์ | หัสไชย,,,
ลงจากราชรถเสด็จไม่เข็ดขาม,10,10 syllables — likely shatter/miscount,ลงจากราชรถเสด็จไม่เข็ดขาม,,,
พลางหยิกเพลาเป่ามนต์ดลคาถา,9,word straddles a beat boundary,พลางหยิกเพลา | เป่ามนต์ | ดลคาถา,,,
ข้าหลวงเหล่าเจ้าคารมมานมนาน,10,10 syllables — likely shatter/miscount,ข้าหลวงเหล่าเจ้าคารมมานมนาน,,,
กรรเจียกเก็จนกอย่างเช่นหางหงส์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กรรเจียกเก็จ | นกอย่าง | เช่นหางหงส์,,,
ตามจริตศักราชพระศาสนา,10,10 syllables — likely shatter/miscount,ตามจริตศักราชพระศาสนา,,,
อร่ามเรืองเครื่องสำหรับประดับประดา,10,10 syllables — likely shatter/miscount,อร่ามเรืองเครื่องสำหรับประดับประดา,,,
พระชลนาแนวนองจะร้องทัก,9,word straddles a beat boundary,พระชลนา | แนวนอง | จะร้องทัก,,,
ฝ่ายโฉมยงนงลักษณ์อัคเรศ,9,word straddles a beat boundary,ฝ่ายโฉมยง | นงลักษณ์อัค | เรศ,,,
พระบิดานะพุคะพระชนนี,10,10 syllables — likely shatter/miscount,พระบิดานะพุคะพระชนนี,,,
พระชลนัยน์ไหลซกตกกระเซ็น,9,word straddles a beat boundary,พระชลนัยน์ | ไหลซก | ตกกระเซ็น,,,
พระอภัยได้เห็นพักตร์อัคเรศ,10,10 syllables — likely shatter/miscount,พระอภัยได้เห็นพักตร์อัคเรศ,,,
อกมิหักแล้วหรือกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,อกมิหักแล้วหรือกรรมจะทำไฉน,,,
กลับมาค่อนขอดขุดถึงอุศเรน,11,11 syllables — likely shatter/miscount,กลับมาค่อนขอดขุดถึงอุศเรน,,,
พระชนนีภิเษกให้ภูวไนย,11,11 syllables — likely shatter/miscount,พระชนนีภิเษกให้ภูวไนย,,,
ไม่เหมือนเจ้าองค์เอกภิเษกดิบ,9,word straddles a beat boundary,ไม่เหมือนเจ้า | องค์เอกภิเษก | ดิบ,,,
จึงต้องฟั่นเฝือผดุงบำรุงบำเรอ,10,10 syllables — likely shatter/miscount,จึงต้องฟั่นเฝือผดุงบำรุงบำเรอ,,,
ขึ้นอ้ายอีออกทะเลาะล้วนเหมาะเหมง,10,10 syllables — likely shatter/miscount,ขึ้นอ้ายอีออกทะเลาะล้วนเหมาะเหมง,,,
ไปเซ่นศพอุศเรนกับบิตุเรศ,11,11 syllables — likely shatter/miscount,ไปเซ่นศพอุศเรนกับบิตุเรศ,,,
ทรุดลงนั่งนวดเพลาพระเสาวนีย์,9,reading chosen by meter: เพลา 2->1,ทรุดลงนั่ง | นวดเพลาพระ | เสาวนีย์,,,
ร้องเรียกเหล่าสาวสุรางค์ขึ้นข้างรถ,10,10 syllables — likely shatter/miscount,ร้องเรียกเหล่าสาวสุรางค์ขึ้นข้างรถ,,,
สิ้นเสียแล้วลมริกริกไม่พลิกไหว,10,10 syllables — likely shatter/miscount,สิ้นเสียแล้วลมริกริกไม่พลิกไหว,,,
พอเหลียวเห็นหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,พอเหลียวเห็น | หน่อกษัตริย์ | หัสไชย,,,
รู้หยูกยาอย่างไรมั่งช่วยสั่งสอน,10,10 syllables — likely shatter/miscount,รู้หยูกยาอย่างไรมั่งช่วยสั่งสอน,,,
ขึ้นรถทรงตรงเข้านวดพระเพลาพลาง,9,reading chosen by meter: เพลา 2->1,ขึ้นรถทรง | ตรงเข้านวด | พระเพลาพลาง,,,
ยุดพระศอหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,ยุดพระศอ | หน่อกษัตริย์ | หัสไชย,,,
ขึ้นพลับพลาอาศัยฤทัยระทด,11,11 syllables — likely shatter/miscount,ขึ้นพลับพลาอาศัยฤทัยระทด,,,
พระชลนาคลอคลอท้อพระทัย,9,word straddles a beat boundary,พระชลนา | คลอคลอ | ท้อพระทัย,,,
ไปฝั่งน้ำตำบลถนนพระราม,9,word straddles a beat boundary,ไปฝั่งน้ำ | ตำบลถนน | พระราม,,,
กับองค์อัครชายามารศรี,9,4-syllable word not at วรรค edge,กับองค์อัครชายามารศรี,,,
ทั้งพระญาติใหญ่น้อยละห้อยหา,9,word straddles a beat boundary,ทั้งพระญาติ | ใหญ่น้อย | ละห้อยหา,,,
ผัวหากลับมาไม่ก็ใจหาย,9,word straddles a beat boundary,ผัวหากลับมา | ไม่ | ก็ใจหาย,,,
น้ำตากระเด็นดังหนึ่งกายจะวายวาง,10,10 syllables — likely shatter/miscount,น้ำตากระเด็นดังหนึ่งกายจะวายวาง,,,
อึกทึกถามเหตุทั้งเขตขัณฑ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกถาม | เหตุทั้ง | เขตขัณฑ์,,,
จะมัวมอมผอมซูบทั้งรูปทรง,9,word straddles a beat boundary,จะมัวมอม | ผอมซูบ | ทั้งรูปทรง,,,
พระชนนีขี้หึงเหมือนหนึ่งเสือ,9,word straddles a beat boundary,พระชนนี | ขี้หึง | เหมือนหนึ่งเสือ,,,
เมื่อหายคลั่งแล้วคงกลับมากับเรา,10,10 syllables — likely shatter/miscount,เมื่อหายคลั่งแล้วคงกลับมากับเรา,,,
จนย่ำฆ้องคบกระจ่างสว่างไสว,10,10 syllables — likely shatter/miscount,จนย่ำฆ้องคบกระจ่างสว่างไสว,,,
ข้าหลวงเหล่าสาวสุรางค์นางน้อยน้อย,10,10 syllables — likely shatter/miscount,ข้าหลวงเหล่าสาวสุรางค์นางน้อยน้อย,,,
พระธำมรงค์วงรายพรอยพรายพราว,10,10 syllables — likely shatter/miscount,พระธำมรงค์วงรายพรอยพรายพราว,,,
ดูเหมือนสาวสุดสะอาดระวาดระไว,10,10 syllables — likely shatter/miscount,ดูเหมือนสาวสุดสะอาดระวาดระไว,,,
พร้อมห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,พร้อมห้ามแหน | แสนสนม | กรมใน,,,
พอราชมัลนำผู้ถือหนังสือมา,10,10 syllables — likely shatter/miscount,พอราชมัลนำผู้ถือหนังสือมา,,,
ผู้ทรงธรรมสมณะจะอนุกูล,10,10 syllables — likely shatter/miscount,ผู้ทรงธรรมสมณะจะอนุกูล,,,
สงสารแต่เดี๋ยวนี้กรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,สงสารแต่เดี๋ยวนี้กรรมจะทำไฉน,,,
จึงบอกองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,จึงบอกองค์ | นงลักษณ์อัค | เรศ,,,
ด้วยพระอภัยเข้าไปอยู่ในบูรี,10,10 syllables — likely shatter/miscount,ด้วยพระอภัยเข้าไปอยู่ในบูรี,,,
แต่นงลักษณ์อัคเรศอยู่เขตค่าย,10,10 syllables — likely shatter/miscount,แต่นงลักษณ์อัคเรศอยู่เขตค่าย,,,
เห็นท่วงทีท่านจะรู้เรื่องบูราณ,10,10 syllables — likely shatter/miscount,เห็นท่วงทีท่านจะรู้เรื่องบูราณ,,,
ผู้วิเศษไสยศาสตร์ฉลาดเฉลียว,10,10 syllables — likely shatter/miscount,ผู้วิเศษไสยศาสตร์ฉลาดเฉลียว,,,
มาลอยแลคั่งคับสลับสลอน,9,word straddles a beat boundary,มาลอยแล | คั่งคับสลับ | สลอน,,,
มีสมบัติพัสถานพานอุดม,9,4-syllable word not at วรรค edge,มีสมบัติพัสถานพานอุดม,,,
เพราะพระองค์ทรงธรรม์ทศพิธ,8,word straddles a beat boundary,เพราะพระองค์ | ทรงธรรม์ทศพิธ | ,,,
นรลักษณ์อัคเรศเกศกรุงไกร,10,10 syllables — likely shatter/miscount,นรลักษณ์อัคเรศเกศกรุงไกร,,,
จะกระกรกกระกรำระส่ำระสาย,12,12 syllables — likely shatter/miscount,จะกระกรกกระกรำระส่ำระสาย,,,
พึ่งรุ่นราวไม่รู้ว่าประสาประสี,10,10 syllables — likely shatter/miscount,พึ่งรุ่นราวไม่รู้ว่าประสาประสี,,,
แล้วโอภาปราศรัยอภัยโทษ,10,10 syllables — likely shatter/miscount,แล้วโอภาปราศรัยอภัยโทษ,,,
สระสรงโซมมุรธากระยาสนาน,12,12 syllables — likely shatter/miscount,สระสรงโซมมุรธากระยาสนาน,,,
ฝ่ายพระองค์ทรงศักดิ์กับอัคเรศ,10,10 syllables — likely shatter/miscount,ฝ่ายพระองค์ทรงศักดิ์กับอัคเรศ,,,
จะมาให้ฤกษ์พาสถาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะมาให้ | ฤกษ์พาส | ถาผล,,,
ลงฉนวนส่วนสมเด็จพระภูวดล,10,10 syllables — likely shatter/miscount,ลงฉนวนส่วนสมเด็จพระภูวดล,,,
