wak,syllables,flag,guess,a,b,c
องค์มณฑาเสด็จสวรรคครรไล,9,word straddles a beat boundary,องค์มณฑา | เสด็จสวรรค | ครรไล,,,
เชิญศพใส่ไว้ปราสาทกั้นราชวัติ,10,10 syllables — likely shatter/miscount,เชิญศพใส่ไว้ปราสาทกั้นราชวัติ,,,
นิมนต์มุนีที่บำเพ็งบวชเคร่งครัด,10,10 syllables — likely shatter/miscount,นิมนต์มุนีที่บำเพ็งบวชเคร่งครัด,,,
ถวายพระราชสารสมเด็จพระเชษฐา,10,10 syllables — likely shatter/miscount,ถวายพระราชสารสมเด็จพระเชษฐา,,,
เหมือนเรื่องความตามสวรรคครรไล,8,word straddles a beat boundary,เหมือนเรื่องความ | ตามสวรรค | ครรไล,,,
ฝากสุรางค์นางนาฏพระญาติวงศ์,9,word straddles a beat boundary,ฝากสุรางค์ | นางนาฏพระญาติ | วงศ์,,,
เห็นสมควรชวนสองดาบสินี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นสมควรชวน | สองดาบ | สินี,,,
หนังสือเฉวียนวระชาตามดาบส,10,10 syllables — likely shatter/miscount,หนังสือเฉวียนวระชาตามดาบส,,,
คลื่นกระทบกระแทกป่วนให้หวนเห,10,10 syllables — likely shatter/miscount,คลื่นกระทบกระแทกป่วนให้หวนเห,,,
จนสุดแสงสุริเยนทร์เห็นรุบหรู่,10,10 syllables — likely shatter/miscount,จนสุดแสงสุริเยนทร์เห็นรุบหรู่,,,
ชื่อละเมาะเกาะกัลปังหา,8,word straddles a beat boundary,ชื่อละเมาะ | เกาะกัลปังหา | ,,,
อยู่เขตแคว้นแดนกัลปังหา,8,word straddles a beat boundary,อยู่เขตแคว้น | แดนกัลปังหา | ,,,
บ้างอยู่ฝั่งสาชลล้วนคนทะเล,10,10 syllables — likely shatter/miscount,บ้างอยู่ฝั่งสาชลล้วนคนทะเล,,,
เสียงพูดจาว้าโว้ปะโหรปะเหร,10,10 syllables — likely shatter/miscount,เสียงพูดจาว้าโว้ปะโหรปะเหร,,,
จะแปลภาษามนุษย์สุดคะเน,9,4-syllable word not at วรรค edge,จะแปลภาษามนุษย์สุดคะเน,,,
คือลูกกัลปังหาในวารี,9,4-syllable word not at วรรค edge,คือลูกกัลปังหาในวารี,,,
เทพไทให้เห็นเช่นมนุษย์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพไทให้ | เห็นเช่น | มนุษย์,,,
รูปงามสุดสมเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",รูปงามสุด | สมเล่ห์ | เสนหา,,,
กินลูกกัลปังหาเป็นอาหาร,9,4-syllable word not at วรรค edge,กินลูกกัลปังหาเป็นอาหาร,,,
ชื่อเจ้าตรีพลำมีกำลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ชื่อเจ้าตรี | พลำมี | กำลัง,,,
เห็นเงื้อมเงาเขากัลปังหา,8,word straddles a beat boundary,เห็นเงื้อมเงา | เขากัลปังหา | ,,,
ทั้งเจ้าตรีพลำเล่นน้ำไหล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งเจ้าตรี | พลำเล่น | น้ำไหล,,,
จึ่งปราศรัยไพเราะเสนาะสนอง,9,word straddles a beat boundary,จึ่งปราศรัย | ไพเราะเสนาะ | สนอง,,,
ฝ่ายสามองค์ทรงฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,ฝ่ายสามองค์ทรงฟังสังรเสริญ,,,
ล้วนน่ารักศักดิ์สิทธิ์ฤทธิรุทร,10,10 syllables — likely shatter/miscount,ล้วนน่ารักศักดิ์สิทธิ์ฤทธิรุทร,,,
ข้านี้คือชื่อเทพเทพิน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ข้านี้คือ | ชื่อเทพ | เทพิน,,,
น้องชื่อนิลกัณฐีตรีพลำ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",น้องชื่อนิล | กัณฐี | ตรีพลำ,,,
ไม่เห็นรวีดาวเดือนเหมือนจะค่ำ,9,word straddles a beat boundary,ไม่เห็นรวี | ดาวเดือน | เหมือนจะค่ำ,,,
คือมณฑลต้นกัลปังหา,8,word straddles a beat boundary,คือมณฑล | ต้นกัลปังหา | ,,,
จึงตรัสเทศนาคำธรรมขันธ์,9,word straddles a beat boundary,จึงตรัสเทศนา | คำ | ธรรมขันธ์,,,
ตายแล้วกลิ้งกลิ่นเหม็นกลับเป็นผี,9,word straddles a beat boundary,ตายแล้วกลิ้ง | กลิ่นเหม็นกลับเป็น | ผี,,,
ถึงเทพบุตรครุฑาวาสุกรี,9,word straddles a beat boundary,ถึงเทพบุตร | ครุฑา | วาสุกรี,,,
ย่อมเวียนว่ายในวัฏสงสาร,8,word straddles a beat boundary,ย่อมเวียนว่าย | ในวัฏสงสาร | ,,,
ไม่นิยมสมบัติพัสถาน,8,word straddles a beat boundary,ไม่นิยม | สมบัติ | พัสถาน,,,
ผู้ใดนิมนต์ปรนนิบัติอัธิษฐาน,10,10 syllables — likely shatter/miscount,ผู้ใดนิมนต์ปรนนิบัติอัธิษฐาน,,,
วิสัชนามาก็ครบจบศีลห้า,10,10 syllables — likely shatter/miscount,วิสัชนามาก็ครบจบศีลห้า,,,
