wak,syllables,flag,guess,a,b,c
ส่งให้เจ้าพนักงานใส่พานทอง,9,4-syllable word not at วรรค edge,ส่งให้เจ้าพนักงานใส่พานทอง,,,
มาทรงราชยานรัตนจำรัสไข,11,11 syllables — likely shatter/miscount,มาทรงราชยานรัตนจำรัสไข,,,
ฝูงกรอดพลอดเพรียกร้องเรียกคู่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝูงกรอดพลอด | เพรียกร้อง | เรียกคู่,,,
เสียงหึ่งหึ่งผึ้งภุมรินร้อง,8,word straddles a beat boundary,เสียงหึ่งหึ่ง | ผึ้งภุมริน | ร้อง,,,
พอผันแปรแลเห็นพระอภัยมณี,10,10 syllables — likely shatter/miscount,พอผันแปรแลเห็นพระอภัยมณี,,,
มิตรจิตมิตรใจอาลัยวรณ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มิตรจิตมิตร | ใจอา | ลัยวรณ์,,,
เมื่อแก่เฒ่าเล่าจึงกลับมาบรรพชา,10,10 syllables — likely shatter/miscount,เมื่อแก่เฒ่าเล่าจึงกลับมาบรรพชา,,,
นางดาบสอตส่าห์กลั้นกระสันสวาท,10,10 syllables — likely shatter/miscount,นางดาบสอตส่าห์กลั้นกระสันสวาท,,,
กับสินสมุทรมุนีผู้พี่ยา,9,word straddles a beat boundary,กับสินสมุทร | มุนี | ผู้พี่ยา,,,
เขาจะว่าเจ้าเมืองผลึกสึกฤๅษี,10,10 syllables — likely shatter/miscount,เขาจะว่าเจ้าเมืองผลึกสึกฤๅษี,,,
อย่าให้มีมลทินที่นินทา,8,word straddles a beat boundary,อย่าให้มีมลทิน | ที่ | นินทา,,,
ใครบวชสึกสิ้นวิบัติปัถไหม,8,word straddles a beat boundary,ใครบวชสึก | สิ้นวิบัติ | ปัถไหม,,,
อันเอมโอชโภชนากระยาเสวย,10,10 syllables — likely shatter/miscount,อันเอมโอชโภชนากระยาเสวย,,,
ทั้งลืมเหล่าสาวสุรางค์นางอยู่งาน,10,10 syllables — likely shatter/miscount,ทั้งลืมเหล่าสาวสุรางค์นางอยู่งาน,,,
ฝ่ายวาลีที่เข้ามาสามิภักดิ์,10,10 syllables — likely shatter/miscount,ฝ่ายวาลีที่เข้ามาสามิภักดิ์,,,
เป็นเอกอัครสนมขวาอัชฌาสัย,10,10 syllables — likely shatter/miscount,เป็นเอกอัครสนมขวาอัชฌาสัย,,,
พอเพลาย่ำฆ้องกลองประโคม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอเพลาย่ำ | ฆ้องกลอง | ประโคม,,,
แสนวิโยคแยกนุชนางอุษา,9,word straddles a beat boundary,แสนวิโยค | แยกนุชนาง | อุษา,,,
เพราะพระไทรไพรพฤกษเทวา,8,word straddles a beat boundary,เพราะพระไทร | ไพรพฤกษ | เทวา,,,
โอ้อกพระอุณรุทภุชพงศ์,8,word straddles a beat boundary,โอ้อกพระ | อุณรุท | ภุชพงศ์,,,
ก็ยังมีศรีศุภลักษณ์ยักษ์,8,word straddles a beat boundary,ก็ยังมี | ศรีศุภ | ลักษณ์ยักษ์,,,
ฝ่ายวาลีปรีชาปัญญาฉลาด,10,10 syllables — likely shatter/miscount,ฝ่ายวาลีปรีชาปัญญาฉลาด,,,
กับองค์เอกอัคเรศตามเพทไสย,10,10 syllables — likely shatter/miscount,กับองค์เอกอัคเรศตามเพทไสย,,,
มนตรีกราบทราบความรับสั่ง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มนตรีกราบ | ทราบความ | รับสั่ง,,,
