wak,syllables,flag,guess,a,b,c
อยากได้โฉมยงอนงค์นาง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",อยากได้โฉม | ยงอนงค์ | นาง,,,
ใช้ของวิเศษเสียแต่แรกเหมือนแบกหาม,10,10 syllables — likely shatter/miscount,ใช้ของวิเศษเสียแต่แรกเหมือนแบกหาม,,,
แล้วเอาดอกรักมาไม่ช้านาน,8,word straddles a beat boundary,แล้วเอาดอกรัก | มา | ไม่ช้านาน,,,
พระนุชนางฝันเห็นว่าเป็นงู,9,word straddles a beat boundary,พระนุชนาง | ฝันเห็น | ว่าเป็นงู,,,
พระนุชนางพลิกหาคว้าสนม,9,word straddles a beat boundary,พระนุชนาง | พลิกหา | คว้าสนม,,,
อสรพิษจะได้คู่มาสู่สม,10,10 syllables — likely shatter/miscount,อสรพิษจะได้คู่มาสู่สม,,,
หยิบเอาทองออกมาปรุฉลุเฉลา,10,10 syllables — likely shatter/miscount,หยิบเอาทองออกมาปรุฉลุเฉลา,,,
ฝ่ายระเด่นดวงประไพวิไลสมร,10,10 syllables — likely shatter/miscount,ฝ่ายระเด่นดวงประไพวิไลสมร,,,
บาทหลวงเฒ่าลุกไปปราศรัยสนอง,9,word straddles a beat boundary,บาทหลวงเฒ่า | ลุกไปปราศรัย | สนอง,,,
ท้าวสินชัยรับดอกไม้ของสังฆราช,10,10 syllables — likely shatter/miscount,ท้าวสินชัยรับดอกไม้ของสังฆราช,,,
แต่ดมกลิ่นอื่นอื่นสักหมื่นพัน,9,word straddles a beat boundary,แต่ดมกลิ่น | อื่นอื่น | สักหมื่นพัน,,,
อยากได้นุชมาไว้เรียงเคียงเขนย,10,10 syllables — likely shatter/miscount,อยากได้นุชมาไว้เรียงเคียงเขนย,,,
ท่านท้าวสินชัยมารับประคับประคอง,10,10 syllables — likely shatter/miscount,ท่านท้าวสินชัยมารับประคับประคอง,,,
จะขออนงค์นงลักษณ์อัคเรศ,10,10 syllables — likely shatter/miscount,จะขออนงค์นงลักษณ์อัคเรศ,,,
แม้นโปรดเกศอนุกูลอย่างทูลเสนอ,10,10 syllables — likely shatter/miscount,แม้นโปรดเกศอนุกูลอย่างทูลเสนอ,,,
ถ้าโปรดปรานในประยูรสกูลเธอ,10,10 syllables — likely shatter/miscount,ถ้าโปรดปรานในประยูรสกูลเธอ,,,
แต่ธรรมดาว่าขานการอย่างนี้,9,word straddles a beat boundary,แต่ธรรมดา | ว่าขาน | การอย่างนี้,,,
คงจะสมปรารถนาเองอย่ากลัว,10,10 syllables — likely shatter/miscount,คงจะสมปรารถนาเองอย่ากลัว,,,
ดั่งได้นุชดวงประไพวิไลสมร,10,10 syllables — likely shatter/miscount,ดั่งได้นุชดวงประไพวิไลสมร,,,
ประสานหัตถ์คิดถึงคุณการุญสนอง,10,10 syllables — likely shatter/miscount,ประสานหัตถ์คิดถึงคุณการุญสนอง,,,
เห็นมารดรจรจรัลเสร็จผันผาย,10,10 syllables — likely shatter/miscount,เห็นมารดรจรจรัลเสร็จผันผาย,,,
พระชนนีปรีดาแล้วปราศรัย,9,word straddles a beat boundary,พระชนนี | ปรีดา | แล้วปราศรัย,,,
ให้ครองคู่โดยประสงค์จำนงถวิล,10,10 syllables — likely shatter/miscount,ให้ครองคู่โดยประสงค์จำนงถวิล,,,
เจ้าจะจินตนาการสถานใด,9,4-syllable word not at วรรค edge,เจ้าจะจินตนาการสถานใด,,,
ฝ่ายโฉมยงองค์พะงาสุดาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์พะงาสุดาสมร,,,
ลูกมิให้เคืองขัดอัธยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ลูกมิให้ | เคืองขัด | อัธยา,,,
ท้าวเธอตรัสเชิญเข้าไปปราศรัยสนอง,10,10 syllables — likely shatter/miscount,ท้าวเธอตรัสเชิญเข้าไปปราศรัยสนอง,,,
แล้วโอภาปราศรัยกับไทท้าว,9,4-syllable word not at วรรค edge,แล้วโอภาปราศรัยกับไทท้าว,,,
ภิปรายปราศรัยท้าวเจ้านคร,8,word straddles a beat boundary,ภิปรายปราศรัย | ท้าว | เจ้านคร,,,
ด้วยทินกรจรดลฝนไม่มี,10,10 syllables — likely shatter/miscount,ด้วยทินกรจรดลฝนไม่มี,,,
พระสังฆราชแกให้หานางข้าหลวง,10,10 syllables — likely shatter/miscount,พระสังฆราชแกให้หานางข้าหลวง,,,
แล้วทูลนาฏนางพระยาสุดาสมร,10,10 syllables — likely shatter/miscount,แล้วทูลนาฏนางพระยาสุดาสมร,,,
ขุนนางพร้อมน้อมประณตบทเรศ,8,word straddles a beat boundary,ขุนนางพร้อม | น้อมประณต | บทเรศ,,,
ให้ปรากฏสืบประยูรสกูลหงส์,10,10 syllables — likely shatter/miscount,ให้ปรากฏสืบประยูรสกูลหงส์,,,
ตามข้อราชกิจไปแล้วใส่สวน,9,word straddles a beat boundary,ตามข้อราชกิจ | ไป | แล้วใส่สวน,,,
ตำมะหงงถือรับสั่งไปยังสถาน,11,11 syllables — likely shatter/miscount,ตำมะหงงถือรับสั่งไปยังสถาน,,,
ฝ่ายเยาวมาลย์แต่งองค์ทรงภูษา,9,word straddles a beat boundary,ฝ่ายเยาวมาลย์ | แต่งองค์ | ทรงภูษา,,,
ภูวเรศสั่งเสนาปรีชาหาญ,10,10 syllables — likely shatter/miscount,ภูวเรศสั่งเสนาปรีชาหาญ,,,
ให้จัดรถพระที่นั่งอลังการ,9,4-syllable word not at วรรค edge,ให้จัดรถพระที่นั่งอลังการ,,,
พร้อมกันหมดขึ้นราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พร้อมกันหมด | ขึ้นรา | ชรถา,,,
ต่างยินดีจะไปหาสุดาสมร,10,10 syllables — likely shatter/miscount,ต่างยินดีจะไปหาสุดาสมร,,,
แล้วมารดาลากลับเป็นสรรพเสร็จ,9,word straddles a beat boundary,แล้วมารดา | ลากลับเป็น | สรรพเสร็จ,,,
สะบิ้งสะบัดตามประสาอัชฌาสัย,10,10 syllables — likely shatter/miscount,สะบิ้งสะบัดตามประสาอัชฌาสัย,,,
แต่อายสุดอยู่ในใจมิใคร่ขยาย,10,10 syllables — likely shatter/miscount,แต่อายสุดอยู่ในใจมิใคร่ขยาย,,,
จะยุรยาตรจากมิตรพิสมัย,9,word straddles a beat boundary,จะยุรยาตร | จากมิตร | พิสมัย,,,
บรรเทาใจร้อนอารมณ์ไม่สมถวิล,10,10 syllables — likely shatter/miscount,บรรเทาใจร้อนอารมณ์ไม่สมถวิล,,,
พลางแอบอิงโดยทำนองประคองสงวน,10,10 syllables — likely shatter/miscount,พลางแอบอิงโดยทำนองประคองสงวน,,,
พายุพยับอับพื้นนภากาศ,10,10 syllables — likely shatter/miscount,พายุพยับอับพื้นนภากาศ,,,
ฉนากฉลามว่ายตามกระแสสินธุ์,9,word straddles a beat boundary,ฉนากฉลาม | ว่ายตาม | กระแสสินธุ์,,,
นางพระยาจรจรัลไปทันที,10,10 syllables — likely shatter/miscount,นางพระยาจรจรัลไปทันที,,,
จะนิ่งช้าอยู่ไม่ได้เหมือนใจถวิล,10,10 syllables — likely shatter/miscount,จะนิ่งช้าอยู่ไม่ได้เหมือนใจถวิล,,,
