wak,syllables,flag,guess,a,b,c
เป็นอุปราชราชวังณรังสรรค์,9,word straddles a beat boundary,เป็นอุปราช | ราชวัง | ณรังสรรค์,,,
สำหรับกษัตริย์ซึ่งบำรุงชาวกรุงศรี,10,10 syllables — likely shatter/miscount,สำหรับกษัตริย์ซึ่งบำรุงชาวกรุงศรี,,,
จะภิเษกทรงยศโอรสา,9,word straddles a beat boundary,จะภิเษก | ทรงยศ | โอรสา,,,
เขากลับให้เสียกับพระอภัยมณี,10,10 syllables — likely shatter/miscount,เขากลับให้เสียกับพระอภัยมณี,,,
กลับมาไว้ได้อุดมโสมนัส,10,10 syllables — likely shatter/miscount,กลับมาไว้ได้อุดมโสมนัส,,,
เหมือนกับโมเซสังวาสพระศาสนา,10,10 syllables — likely shatter/miscount,เหมือนกับโมเซสังวาสพระศาสนา,,,
ทั้งแว่นแคว้นแดนฝรั่งเกาะลังกา,10,10 syllables — likely shatter/miscount,ทั้งแว่นแคว้นแดนฝรั่งเกาะลังกา,,,
เป็นฝ่ายหน้าปรากฏยศไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เป็นฝ่ายหน้า | ปรากฏ | ยศไกร,,,
ให้หน่อกษัตริย์สี่พระองค์สรงสนาน,10,10 syllables — likely shatter/miscount,ให้หน่อกษัตริย์สี่พระองค์สรงสนาน,,,
แล้วต่างองค์ทรงมหามาลาแฉล้ม,10,10 syllables — likely shatter/miscount,แล้วต่างองค์ทรงมหามาลาแฉล้ม,,,
มาถวายบังคมพระชนนี,9,4-syllable word not at วรรค edge,มาถวายบังคมพระชนนี,,,
ขึ้นนั่งอาสน์อดิเรกภิเษกศรี,10,10 syllables — likely shatter/miscount,ขึ้นนั่งอาสน์อดิเรกภิเษกศรี,,,
ชาวประโคมก็ประโคมเสียงโครมครึก,10,10 syllables — likely shatter/miscount,ชาวประโคมก็ประโคมเสียงโครมครึก,,,
มโหระทึกทั้งดนตรีปี่ไฉน,10,10 syllables — likely shatter/miscount,มโหระทึกทั้งดนตรีปี่ไฉน,,,
พร้อมพระญาติวงศ์เฝ้าทั้งสาวสรรค์,9,word straddles a beat boundary,พร้อมพระญาติ | วงศ์เฝ้า | ทั้งสาวสรรค์,,,
วลายุดาวายุพัฒน์เจ้าหัสกัน,10,10 syllables — likely shatter/miscount,วลายุดาวายุพัฒน์เจ้าหัสกัน,,,
อันไพร่ฟ้าข้าแผ่นดินสิ้นทั้งหลาย,9,4-syllable word not at วรรค edge,อันไพร่ฟ้าข้าแผ่นดินสิ้นทั้งหลาย,,,
ถึงฤกษ์ดีปีใหม่ชัยโชค,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงฤกษ์ดี | ปีใหม่ | ชัยโชค,,,
ที่เมืองใหม่ให้หัสกันอยู่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่เมืองใหม่ | ให้หัส | กันอยู่,,,
คอยปราบศัตรูให้บรรลัยลาญ,8,word straddles a beat boundary,คอยปราบศัตรู | ให้ | บรรลัยลาญ,,,
ให้คนถือไปทุกเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,ให้คนถือไปทุกเขตประเทศสถาน,,,
