wak,syllables,flag,guess,a,b,c
สามสิทธาเคร่งครัดมัสการ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สามสิทธา | เคร่งครัด | มัสการ,,,
องค์พระกฤษณาเบียดเข้าเสียดสี,9,word straddles a beat boundary,องค์พระกฤษณา | เบียด | เข้าเสียดสี,,,
นางป้องปัดมิให้ชิดสนิทสนม,10,10 syllables — likely shatter/miscount,นางป้องปัดมิให้ชิดสนิทสนม,,,
จะขาดพรหมจรรย์ไปพระไม่กลัว,9,word straddles a beat boundary,จะขาดพรหมจรรย์ | ไป | พระไม่กลัว,,,
พระกฤษณาว่าศรัทธาฉันสาธุ,10,10 syllables — likely shatter/miscount,พระกฤษณาว่าศรัทธาฉันสาธุ,,,
ไม่สมหมายก็คงวายชีวาลา,10,10 syllables — likely shatter/miscount,ไม่สมหมายก็คงวายชีวาลา,,,
พระกฤษณาว่าไม่สึกนึกไฉน,10,10 syllables — likely shatter/miscount,พระกฤษณาว่าไม่สึกนึกไฉน,,,
พระก็มิวางนางนงเยาว์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระก็มิ | วางนาง | นงเยาว์,,,
ฝนก็พราวพรำพร้อยปรอยปราย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝนก็พราว | พรำพร้อย | ปรอยปราย,,,
ขึ้นเพ่นพิษที่ในกลางหว่างสิงขร,10,10 syllables — likely shatter/miscount,ขึ้นเพ่นพิษที่ในกลางหว่างสิงขร,,,
พระรีบรุดเร่งราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระรีบรุด | เร่งรา | ชรถา,,,
แต่โฉมยงองค์เทพินมุนินน้อย,10,10 syllables — likely shatter/miscount,แต่โฉมยงองค์เทพินมุนินน้อย,,,
ผลผลาอาหารทั้งหวานเปรี้ยว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ผลผลาอา | หารทั้ง | หวานเปรี้ยว,,,
ขอพระเดชช่วยระงับดับพิษสง,10,10 syllables — likely shatter/miscount,ขอพระเดชช่วยระงับดับพิษสง,,,
พระกฤษณานำหน้ารถที่นั่ง,9,word straddles a beat boundary,พระกฤษณา | นำหน้า | รถที่นั่ง,,,
จะถือพรหมจรรย์อีกก็ตามใจ,9,word straddles a beat boundary,จะถือพรหมจรรย์ | อีก | ก็ตามใจ,,,
พอสั่งเสร็จนางเสด็จจรจรัล,10,10 syllables — likely shatter/miscount,พอสั่งเสร็จนางเสด็จจรจรัล,,,
พวกปรนนิบัติพร้อมกันก็หรรษา,9,word straddles a beat boundary,พวกปรนนิบัติ | พร้อมกัน | ก็หรรษา,,,
ราษฎรได้สุขสนุกสบาย,9,word straddles a beat boundary,ราษฎร | ได้สุขสนุก | สบาย,,,
พระฤๅษีทรงฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,พระฤๅษีทรงฟังสังรเสริญ,,,
นรินทร์รัตน์ขัตติยวงศ์ตามพงศา,10,10 syllables — likely shatter/miscount,นรินทร์รัตน์ขัตติยวงศ์ตามพงศา,,,
ได้โอสถไว้สำหรับประคับประคอง,10,10 syllables — likely shatter/miscount,ได้โอสถไว้สำหรับประคับประคอง,,,
พระไปเยี่ยมมิได้ขาดหมือนญาติวงศ์,11,11 syllables — likely shatter/miscount,พระไปเยี่ยมมิได้ขาดหมือนญาติวงศ์,,,
พระทรงฟังอนุชาปรีชาฉลาด,10,10 syllables — likely shatter/miscount,พระทรงฟังอนุชาปรีชาฉลาด,,,
เครื่องภิเษกเอกฉัตรจัดให้พร้อม,9,word straddles a beat boundary,เครื่องภิเษก | เอกฉัตร | จัดให้พร้อม,,,
กับนางนักสนมนาฏในราชฐาน,10,10 syllables — likely shatter/miscount,กับนางนักสนมนาฏในราชฐาน,,,
ลายสลักโปร่งปรุฉลุเฉลา,9,word straddles a beat boundary,ลายสลัก | โปร่งปรุฉลุ | เฉลา,,,
ทรงมงกุฎบุษราจินดาประดับ,10,10 syllables — likely shatter/miscount,ทรงมงกุฎบุษราจินดาประดับ,,,
มาพร้อมที่ปราสาทราชวัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มาพร้อมที่ | ปราสาท | ราชวัง,,,
พร้อมพระญาติวงศ์สิ้นทั้งหลาย,8,word straddles a beat boundary,พร้อมพระญาติ | วงศ์ | สิ้นทั้งหลาย,,,
เสกน้ำมนต์บัดพลีพลีกรรม,8,word straddles a beat boundary,เสกน้ำมนต์ | บัดพลี | พลีกรรม,,,
ร่วมเอกฉัตรเดียวกันสรรเสริญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ร่วมเอกฉัตร | เดียวกัน | สรรเสริญ,,,
พระคิดจัดจะให้ไปครองไอศวรรย์,10,10 syllables — likely shatter/miscount,พระคิดจัดจะให้ไปครองไอศวรรย์,,,
บิดาช่วยอวยสวัสดิ์พพิพัฒนผล,11,11 syllables — likely shatter/miscount,บิดาช่วยอวยสวัสดิ์พพิพัฒนผล,,,
พระอัยกาอัยกีมีพระคุณ,10,10 syllables — likely shatter/miscount,พระอัยกาอัยกีมีพระคุณ,,,
พระกฤษณาว่าอย่าทรงพระวิตก,10,10 syllables — likely shatter/miscount,พระกฤษณาว่าอย่าทรงพระวิตก,,,
เหมือนมารดรเกิดเกล้าพงศ์เผ่าพันธุ์,9,word straddles a beat boundary,เหมือนมารดร | เกิดเกล้า | พงศ์เผ่าพันธุ์,,,
ฉนากฉลามตามกันเป็นคู่คู่,9,word straddles a beat boundary,ฉนากฉลาม | ตามกัน | เป็นคู่คู่,,,
บ้างผุดดำกลอกกลับสลับสลอน,9,word straddles a beat boundary,บ้างผุดดำ | กลอกกลับสลับ | สลอน,,,
เหล่าปลาวาฬฟูฟ่องในท้องสมุทร,10,10 syllables — likely shatter/miscount,เหล่าปลาวาฬฟูฟ่องในท้องสมุทร,,,
พิศดูหน้าเหมือนกับนางแต่หางมี,10,10 syllables — likely shatter/miscount,พิศดูหน้าเหมือนกับนางแต่หางมี,,,
ในสาชลทะเลลมยมนา,10,10 syllables — likely shatter/miscount,ในสาชลทะเลลมยมนา,,,
พระกฤษณาไล่พหลพลทหาร,10,10 syllables — likely shatter/miscount,พระกฤษณาไล่พหลพลทหาร,,,
สู้กรากกรำลำบากด้วยยากใจ,9,word straddles a beat boundary,สู้กรากกรำ | ลำบาก | ด้วยยากใจ,,,
มอบสมบัติพัสถานทั้งเงินทอง,9,4-syllable word not at วรรค edge,มอบสมบัติพัสถานทั้งเงินทอง,,,
มีประมาณอยู่เท่าไรในบาญชี,10,10 syllables — likely shatter/miscount,มีประมาณอยู่เท่าไรในบาญชี,,,
จะยกตามข้ามทะลไปรมจักร,10,10 syllables — likely shatter/miscount,จะยกตามข้ามทะลไปรมจักร,,,
ระรื่นร่วงเกสรขจรขจาย,9,word straddles a beat boundary,ระรื่นร่วง | เกสรขจร | ขจาย,,,
ลงฟุบแฝงกออุบลในชลธี,10,10 syllables — likely shatter/miscount,ลงฟุบแฝงกออุบลในชลธี,,,
พลางอิงแอบแนบชิดสนิทสนอม,9,word straddles a beat boundary,พลางอิงแอบ | แนบชิดสนิท | สนอม,,,
บนบรรจถรณ์แท่นที่กับพี่ยา,9,word straddles a beat boundary,บนบรรจถรณ์ | แท่นที่ | กับพี่ยา,,,
โอ้ดวงเดือนเหมือนกับพักตร์พลักขณา,10,10 syllables — likely shatter/miscount,โอ้ดวงเดือนเหมือนกับพักตร์พลักขณา,,,
นุชนาฏดวงจิตไม่ผิดหวัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏดวง | จิตไม่ | ผิดหวัง,,,
แล้วก็ไปอยู่สิงคุตรที่กุฎี,10,10 syllables — likely shatter/miscount,แล้วก็ไปอยู่สิงคุตรที่กุฎี,,,
ข้าศึกนั้นย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ข้าศึกนั้น | ย่อยยับ | อัปรา,,,
ให้ภิเษกกัลยากุมารี,10,10 syllables — likely shatter/miscount,ให้ภิเษกกัลยากุมารี,,,
แล้วกำชับว่าให้กลับมาธานี,10,10 syllables — likely shatter/miscount,แล้วกำชับว่าให้กลับมาธานี,,,
ท้าวทศวงศ์ทรงฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,ท้าวทศวงศ์ทรงฟังสังรเสริญ,,,
