wak,syllables,flag,guess,a,b,c
จะกลับกล่าวเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเสาวคนธ์วิมลสมร,,,
พระภูวนาถราษฎรได้ร้อนรน,10,10 syllables — likely shatter/miscount,พระภูวนาถราษฎรได้ร้อนรน,,,
นางเสาวคนธ์อ้นอั้นให้ตันจิต,9,word straddles a beat boundary,นางเสาวคนธ์ | อ้นอั้น | ให้ตันจิต,,,
ฝ่ายอุปราชมาตยาเสนาใน,10,10 syllables — likely shatter/miscount,ฝ่ายอุปราชมาตยาเสนาใน,,,
พระบิตุราชมาตุรงค์ทั้งวงศ์วาน,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทั้งวงศ์วาน,,,
ฝ่ายวาโหมโสมนัสตรัสประภาษ,10,10 syllables — likely shatter/miscount,ฝ่ายวาโหมโสมนัสตรัสประภาษ,,,
พระอัคนีนี้เราคิดเหมือนบิดา,9,reading chosen by meter: อัคนี 3->2,พระอัคนี | นี้เราคิด | เหมือนบิดา,,,
สาวนเสื้อขนสกุณีขี่ลีลา,10,10 syllables — likely shatter/miscount,สาวนเสื้อขนสกุณีขี่ลีลา,,,
ทรงเสื้อเหลืองเครื่องสำหรับประดับประดา,10,10 syllables — likely shatter/miscount,ทรงเสื้อเหลืองเครื่องสำหรับประดับประดา,,,
นางเสาวคนธ์อ้นอั้นตันฤทัย,9,word straddles a beat boundary,นางเสาวคนธ์ | อ้นอั้น | ตันฤทัย,,,
เลิศลบลือฤทธิ์ทุกทิศา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เลิศลบลือ | ฤทธิ์ทุก | ทิศา,,,
ครั้นอุทัยไขสว่างนภางค์โพยม,10,10 syllables — likely shatter/miscount,ครั้นอุทัยไขสว่างนภางค์โพยม,,,
ทรงชโลมสายสหัสนที,8,word straddles a beat boundary,ทรงชโลม | สายสหัส | นที,,,
จะกล่าวพระหัสไชยฤทัยระทด,9,word straddles a beat boundary,จะกล่าวพระ | หัสไชยฤทัย | ระทด,,,
จงคอยรับทัพผลึกรมจักร,8,word straddles a beat boundary,จงคอยรับ | ทัพผลึก | รมจักร,,,
ให้ปราบศัตรูได้ดังใจหมาย,8,word straddles a beat boundary,ให้ปราบศัตรู | ได้ | ดังใจหมาย,,,
ที่นั่งครุฑบุษบกกระหนกกระหนาบ,11,11 syllables — likely shatter/miscount,ที่นั่งครุฑบุษบกกระหนกกระหนาบ,,,
สรงสหัสธาราดั่งห่าฝน,9,4-syllable word not at วรรค edge,สรงสหัสธาราดั่งห่าฝน,,,
ยังไม่สุดสายทะเลระเหระหน,10,10 syllables — likely shatter/miscount,ยังไม่สุดสายทะเลระเหระหน,,,
เข้าแว่นแคว้นแดนลังกาเห็นฝรั่ง,10,10 syllables — likely shatter/miscount,เข้าแว่นแคว้นแดนลังกาเห็นฝรั่ง,,,
ที่ตั้งคอยรายทางสล้างสลับ,9,word straddles a beat boundary,ที่ตั้งคอย | รายทางสล้าง | สลับ,,,
อึกทึกถึงกันฟาดฟันแทง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกถึง | กันฟาด | ฟันแทง,,,
พวกการะเวกเอกกะระโถมฉะฟัน,10,10 syllables — likely shatter/miscount,พวกการะเวกเอกกะระโถมฉะฟัน,,,
จนทินกรรุ่งรางสว่างวัน,9,word straddles a beat boundary,จนทินกร | รุ่งราง | สว่างวัน,,,
มันเหมือนเกลือแกลบจะรุมแลกพุมเสน,10,10 syllables — likely shatter/miscount,มันเหมือนเกลือแกลบจะรุมแลกพุมเสน,,,
เห็นดีพร้องพร้อมกันสรรเสริญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นดีพร้อง | พร้อมกัน | สรรเสริญ,,,
มาตีด่านชานสมุทรประทุษร้าย,10,10 syllables — likely shatter/miscount,มาตีด่านชานสมุทรประทุษร้าย,,,
พวกการะเวกเลกเชลยกูเคยตี,10,10 syllables — likely shatter/miscount,พวกการะเวกเลกเชลยกูเคยตี,,,
ยังฮึกฮักหักโหมมาโรมราญ,9,word straddles a beat boundary,ยังฮึกฮัก | หักโหม | มาโรมราญ,,,
ต่างลนลานหลบปนพลไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต่างลนลาน | หลบปน | พลไกร,,,
เข้าหุ้มห้อมล้อมพระหัสไชย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เข้าหุ้มห้อม | ล้อมพระ | หัสไชย,,,
ข้าศึกหลบล้มทับสลับสลอน,9,word straddles a beat boundary,ข้าศึกหลบ | ล้มทับสลับ | สลอน,,,
ทั้งเสาวคนธ์เชษฐาสุดสาคร,9,word straddles a beat boundary,ทั้งเสาวคนธ์ | เชษฐา | สุดสาคร,,,
พร้อมไพร่นายหลายทัพสลับสลอน,9,word straddles a beat boundary,พร้อมไพร่นาย | หลายทัพสลับ | สลอน,,,
ฝ่ายเสาวคนธ์นงเยาว์จึงเล่าเรื่อง,9,word straddles a beat boundary,ฝ่ายเสาวคนธ์ | นงเยาว์ | จึงเล่าเรื่อง,,,
แล้วเสาวคนธ์บ่นว่าแม้ข้าศึก,9,word straddles a beat boundary,แล้วเสาวคนธ์ | บ่นว่า | แม้ข้าศึก,,,
เป็นธุระพระบิดาพาราผลึก,10,10 syllables — likely shatter/miscount,เป็นธุระพระบิดาพาราผลึก,,,
เราบอกเรื่องเมืองผลึกรมจักร,8,word straddles a beat boundary,เราบอกเรื่อง | เมืองผลึก | รมจักร,,,
ถึงสร้อยสุวรรณจันทร์สุดามารศรี,10,10 syllables — likely shatter/miscount,ถึงสร้อยสุวรรณจันทร์สุดามารศรี,,,
มันรบพุ่งกรุงผลึกรมจักร,8,word straddles a beat boundary,มันรบพุ่ง | กรุงผลึก | รมจักร,,,
ก็เป็นข้อครหาจะว่าขาน,9,4-syllable word not at วรรค edge,ก็เป็นข้อครหาจะว่าขาน,,,
แม่เสาวคนธ์มณฑาก็ว่าชอบ,9,word straddles a beat boundary,แม่เสาวคนธ์ | มณฑา | ก็ว่าชอบ,,,
ให้เมืองผลึกส่งเสบียงเลี้ยงทหาร,10,10 syllables — likely shatter/miscount,ให้เมืองผลึกส่งเสบียงเลี้ยงทหาร,,,
พอพลบค่ำย่ำอัสดงลง,8,word straddles a beat boundary,พอพลบค่ำ | ย่ำอัสดง | ลง,,,
