wak,syllables,flag,guess,a,b,c
ตรัสประภาษถึงเวียงชัยปราศรัยสนอง,10,10 syllables — likely shatter/miscount,ตรัสประภาษถึงเวียงชัยปราศรัยสนอง,,,
ทรงทศพิธที่ในกิจการตัดสิน,10,10 syllables — likely shatter/miscount,ทรงทศพิธที่ในกิจการตัดสิน,,,
ด้วยรัตนาธานินทร์บุรินทร์รัตน์,9,word straddles a beat boundary,ด้วยรัตนา | ธานินทร์ | บุรินทร์รัตน์,,,
บำรุงขัณฑเสมาในธานี,9,word straddles a beat boundary,บำรุงขัณฑ | เสมา | ในธานี,,,
มาเป็นที่อุปราชว่าราชการ,10,10 syllables — likely shatter/miscount,มาเป็นที่อุปราชว่าราชการ,,,
พี่เขาเจตนาให้ไปสถาน,9,word straddles a beat boundary,พี่เขาเจตนา | ให้ | ไปสถาน,,,
พระราเมศสุริย์วงศ์พงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระราเมศสุริย์วงศ์พงศ์กษัตริย์,,,
ไปทูลการกับสมเด็จพระเชษฐา,10,10 syllables — likely shatter/miscount,ไปทูลการกับสมเด็จพระเชษฐา,,,
ขุนนางทั้งเจ็ดมาประนมก้มเกศา,10,10 syllables — likely shatter/miscount,ขุนนางทั้งเจ็ดมาประนมก้มเกศา,,,
เร่งกัณฐัศว์จรจรัลให้ผันผาย,11,11 syllables — likely shatter/miscount,เร่งกัณฐัศว์จรจรัลให้ผันผาย,,,
ให้พระหลานราเมศเกศประยูร,10,10 syllables — likely shatter/miscount,ให้พระหลานราเมศเกศประยูร,,,
ครั้นสรรพเสร็จแห่แต่ดึกเสียงฮึกเหิม,10,10 syllables — likely shatter/miscount,ครั้นสรรพเสร็จแห่แต่ดึกเสียงฮึกเหิม,,,
ไปรัตนาโดยจำนงตามพงศ์พันธุ์,10,10 syllables — likely shatter/miscount,ไปรัตนาโดยจำนงตามพงศ์พันธุ์,,,
ภิเษกหลานฉันให้เป็นอุปราช,10,10 syllables — likely shatter/miscount,ภิเษกหลานฉันให้เป็นอุปราช,,,
ตั้งราเมศพวกมหาประชาชน,10,10 syllables — likely shatter/miscount,ตั้งราเมศพวกมหาประชาชน,,,
ล่วงประเทศเขตชวาพาราสุหรัด,11,11 syllables — likely shatter/miscount,ล่วงประเทศเขตชวาพาราสุหรัด,,,
จอมนรินทร์สองกษัตริย์ราชหงส์,8,word straddles a beat boundary,จอมนรินทร์ | สองกษัตริย์ | ราชหงส์,,,
ต่างฮึกเหิมดีใจใครจะปาน,9,word straddles a beat boundary,ต่างฮึกเหิม | ดีใจ | ใครจะปาน,,,
ให้จัดราชยานทองละอองศรี,9,word straddles a beat boundary,ให้จัดราชยาน | ทอง | ละอองศรี,,,
เป็นอุปราชฝ่ายหน้าเหมือนว่าขาน,9,word straddles a beat boundary,เป็นอุปราช | ฝ่ายหน้า | เหมือนว่าขาน,,,
ก็สมเจตนาคิดดั่งจิตจง,9,word straddles a beat boundary,ก็สมเจตนา | คิด | ดั่งจิตจง,,,
แล้วแต่หลานจะทำการภิเษกน้อง,10,10 syllables — likely shatter/miscount,แล้วแต่หลานจะทำการภิเษกน้อง,,,
ต้องโฉลกอดิเรกภิเษกศรี,10,10 syllables — likely shatter/miscount,ต้องโฉลกอดิเรกภิเษกศรี,,,
ให้หมายบาดการดิเรกภิเษกศรี,10,10 syllables — likely shatter/miscount,ให้หมายบาดการดิเรกภิเษกศรี,,,
คาดปั้นเหน่งเปล่งเม็ดเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คาดปั้นเหน่ง | เปล่งเม็ด | เพชรรัตน์,,,
เพชรรัตน์พรายเพริศดูเฉิดฉาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์พราย | เพริศดู | เฉิดฉาย,,,
เป่าแตรงอนแตรฝรั่งตีกังสดาล,10,10 syllables — likely shatter/miscount,เป่าแตรงอนแตรฝรั่งตีกังสดาล,,,
ประทับไพชยนต์มาศราชฐาน,9,word straddles a beat boundary,ประทับไพช | ยนต์มาศ | ราชฐาน,,,
เป็นองค์เอกอุปราชตามวาสนา,10,10 syllables — likely shatter/miscount,เป็นองค์เอกอุปราชตามวาสนา,,,
