wak,syllables,flag,guess,a,b,c
เร่งเตรียมกรีธาพลสกลไกร,8,word straddles a beat boundary,เร่งเตรียมกรีธาพล | สกล | ไกร,,,
เที่ยวร้องป่าวชาวอาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,เที่ยวร้องป่าวชาวอาณาประชาราษฎร์,,,
พระญาติวงศ์พงศาคณาสนม,10,10 syllables — likely shatter/miscount,พระญาติวงศ์พงศาคณาสนม,,,
บ้างพูดกันว่าฉันเองอกจะแตก,10,10 syllables — likely shatter/miscount,บ้างพูดกันว่าฉันเองอกจะแตก,,,
สงสารองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,สงสารองค์ | นงลักษณ์อัค | เรศ,,,
กันแสงพลางต่างสะอึกสะอื้นไห้,9,4-syllable word not at วรรค edge,กันแสงพลางต่างสะอึกสะอื้นไห้,,,
พระมารดรสอนธิดาว่าเจ้าแม่,10,10 syllables — likely shatter/miscount,พระมารดรสอนธิดาว่าเจ้าแม่,,,
สงสารแก้วเกษราสุดาสมร,10,10 syllables — likely shatter/miscount,สงสารแก้วเกษราสุดาสมร,,,
ครั้นมารดรจากห้องให้หมองศรี,9,word straddles a beat boundary,ครั้นมารดร | จากห้อง | ให้หมองศรี,,,
ทำไฉนพี่จะได้ทำราชการ,10,10 syllables — likely shatter/miscount,ทำไฉนพี่จะได้ทำราชการ,,,
ศรีสุดาหน้าม่อยชม้อยชม้าย,9,word straddles a beat boundary,ศรีสุดา | หน้าม่อยชม้อย | ชม้าย,,,
ไม่คู่เคียงเรียงเม็ดเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไม่คู่เคียง | เรียงเม็ด | เพชรรัตน์,,,
ก็กลัวท้าวจะไม่รับไม่นับถือ,10,10 syllables — likely shatter/miscount,ก็กลัวท้าวจะไม่รับไม่นับถือ,,,
ให้ไพรีย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ไพรี | ย่อยยับ | อัปรา,,,
แล้วเด็กดอกสุมาลีให้ศรีสุดา,10,10 syllables — likely shatter/miscount,แล้วเด็กดอกสุมาลีให้ศรีสุดา,,,
จะช่วยสื่อศุภสารสมานสมร,10,10 syllables — likely shatter/miscount,จะช่วยสื่อศุภสารสมานสมร,,,
ขอวายวางข้างบาทบทเรศ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขอวายวาง | ข้างบาท | บทเรศ,,,
สี่พี่เลี้ยงเคียงข้างบรรจถรณ์แท่น,9,word straddles a beat boundary,สี่พี่เลี้ยง | เคียงข้างบรรจถรณ์ | แท่น,,,
พลชวามลายูทั้งมูหงิด,10,10 syllables — likely shatter/miscount,พลชวามลายูทั้งมูหงิด,,,
ก็ตัดรอนมิได้รับให้อัประมาณ,10,10 syllables — likely shatter/miscount,ก็ตัดรอนมิได้รับให้อัประมาณ,,,
จึงถามมุขมนตรีที่ปรึกษา,9,4-syllable word not at วรรค edge,จึงถามมุขมนตรีที่ปรึกษา,,,
แล้วทูลจอมกษัตริยาอัชฌาสัย,10,10 syllables — likely shatter/miscount,แล้วทูลจอมกษัตริยาอัชฌาสัย,,,
แต่นึกตรึกตราอยู่ช้านาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่นึกตรึก | ตราอยู่ | ช้านาน,,,
เข้าสู่บรรจถรณ์แท่นแสนรำคาญ,9,word straddles a beat boundary,เข้าสู่บรรจถรณ์ | แท่น | แสนรำคาญ,,,
ไม่สรงเสวยโภชนากระยาหาร,10,10 syllables — likely shatter/miscount,ไม่สรงเสวยโภชนากระยาหาร,,,
พระนำหน้าพากันออกนอกอุทยาน,10,10 syllables — likely shatter/miscount,พระนำหน้าพากันออกนอกอุทยาน,,,
สนองพระเดชพระคุณท้าวเจ้าแผ่นดิน,10,10 syllables — likely shatter/miscount,สนองพระเดชพระคุณท้าวเจ้าแผ่นดิน,,,
จะชิงชัยช่วยสังหารผลาญปรปักษ์,10,10 syllables — likely shatter/miscount,จะชิงชัยช่วยสังหารผลาญปรปักษ์,,,
ฝ่ายท้าวทศวงศ์ก็หลงซื่อ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายท้าวทศ | วงศ์ก็ | หลงซื่อ,,,
