wak,syllables,flag,guess,a,b,c
นเรนทร์สูรสั่งมหาเสนาใน,10,10 syllables — likely shatter/miscount,นเรนทร์สูรสั่งมหาเสนาใน,,,
จะได้พึ่งบุญญาบารมี,8,word straddles a beat boundary,จะได้พึ่ง | บุญญาบารมี | ,,,
พวกวิเสทคั่งคับสลับสลอน,9,word straddles a beat boundary,พวกวิเสท | คั่งคับสลับ | สลอน,,,
เธอปรารภจะใคร่รู้ดูศาสนา,10,10 syllables — likely shatter/miscount,เธอปรารภจะใคร่รู้ดูศาสนา,,,
พวกเสนาตำมะหงงตรงเข้าเฝ้า,10,10 syllables — likely shatter/miscount,พวกเสนาตำมะหงงตรงเข้าเฝ้า,,,
จะตัดสินตามบททศพิธ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะตัดสิน | ตามบท | ทศพิธ,,,
ก็รับราชกิจไปดั่งใจหวัง,9,word straddles a beat boundary,ก็รับราชกิจ | ไป | ดั่งใจหวัง,,,
คงสมเจตนาเราที่เศร้าหมอง,9,word straddles a beat boundary,คงสมเจตนา | เรา | ที่เศร้าหมอง,,,
หรืออยากเป็นจอมวังอหังการ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หรืออยากเป็น | จอมวัง | อหังการ์,,,
จึงตั้งเพียรพยายามข้ามสมุทร,9,4-syllable word not at วรรค edge,จึงตั้งเพียรพยายามข้ามสมุทร,,,
ให้สมความปรารถนาของอาจารย์,9,4-syllable word not at วรรค edge,ให้สมความปรารถนาของอาจารย์,,,
อย่าปรารภเลยคงสมปรารถนา,10,10 syllables — likely shatter/miscount,อย่าปรารภเลยคงสมปรารถนา,,,
ได้เป็นที่อุดหนุนกรุณัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ได้เป็นที่ | อุดหนุน | กรุณัง,,,
ประคับประคองหวังจะเพียรเรียนวิชา,10,10 syllables — likely shatter/miscount,ประคับประคองหวังจะเพียรเรียนวิชา,,,
ให้ฉุนแค้นแสนเคืองมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ฉุนแค้น | แสนเคือง | มังคลา,,,
กูจะกรีธาทัพกับพหล,8,word straddles a beat boundary,กูจะกรีธาทัพ | กับ | พหล,,,
สืบกษัตริย์ขัตติเยศครองเขตคัน,10,10 syllables — likely shatter/miscount,สืบกษัตริย์ขัตติเยศครองเขตคัน,,,
แกตรองตรึก็นึกแค้นแม้นไปพบ,10,10 syllables — likely shatter/miscount,แกตรองตรึก็นึกแค้นแม้นไปพบ,,,
ประคับประคองมาจนใหญ่มันไม่ถือ,10,10 syllables — likely shatter/miscount,ประคับประคองมาจนใหญ่มันไม่ถือ,,,
ทรลักษณ์อกตัญญูตาแท้,9,4-syllable word not at วรรค edge,ทรลักษณ์อกตัญญูตาแท้,,,
ได้สิทธิ์ขาดราชกิจสนิทสนอง,10,10 syllables — likely shatter/miscount,ได้สิทธิ์ขาดราชกิจสนิทสนอง,,,
จะอนุกูลอย่าวิตกในอกใจ,10,10 syllables — likely shatter/miscount,จะอนุกูลอย่าวิตกในอกใจ,,,
ถึงสังฆราชจะมาทำให้หนำใจ,10,10 syllables — likely shatter/miscount,ถึงสังฆราชจะมาทำให้หนำใจ,,,
ด้วยเหล็กนั้นกายสิทธิ์ฤทธิรงค์,10,10 syllables — likely shatter/miscount,ด้วยเหล็กนั้นกายสิทธิ์ฤทธิรงค์,,,
หมายจะหักเอาให้สมปรารถนา,10,10 syllables — likely shatter/miscount,หมายจะหักเอาให้สมปรารถนา,,,
แล้วจึงสั่งสนทนาสาธุสะ,9,4-syllable word not at วรรค edge,แล้วจึงสั่งสนทนาสาธุสะ,,,
จะให้ยกพวกพหลไปรณรงค์,10,10 syllables — likely shatter/miscount,จะให้ยกพวกพหลไปรณรงค์,,,
ชื่อบุษบงขาวผ่องละอองศรี,9,word straddles a beat boundary,ชื่อบุษบง | ขาวผ่อง | ละอองศรี,,,
ควรเป็นศรีพระนครขจรขจาย,10,10 syllables — likely shatter/miscount,ควรเป็นศรีพระนครขจรขจาย,,,
เราไม่จินตนาปองเอาของใคร,9,word straddles a beat boundary,เราไม่จินต | นาปอง | เอาของใคร,,,
อีตาบาทหลวงเห็นชิดสนิทสนม,10,10 syllables — likely shatter/miscount,อีตาบาทหลวงเห็นชิดสนิทสนม,,,
ครั้นสุริย์ศรีจวนจะแจ้งส่องแสงฉาย,10,10 syllables — likely shatter/miscount,ครั้นสุริย์ศรีจวนจะแจ้งส่องแสงฉาย,,,
พอทินกรสูงเผ่นขึ้นเด่นดวง,9,word straddles a beat boundary,พอทินกร | สูงเผ่น | ขึ้นเด่นดวง,,,
ตาสังฆราชรู้ตำหรับฉบับหลวง,10,10 syllables — likely shatter/miscount,ตาสังฆราชรู้ตำหรับฉบับหลวง,,,
ฉนากฉลามตามกันไล่ฟันคลื่น,9,word straddles a beat boundary,ฉนากฉลาม | ตามกัน | ไล่ฟันคลื่น,,,
จะพรรณนามากมายหลายประการ,9,word straddles a beat boundary,จะพรรณนา | มากมาย | หลายประการ,,,
เกิดพายุฟ้าคะนองร้องคำราม,9,4-syllable word not at วรรค edge,เกิดพายุฟ้าคะนองร้องคำราม,,,
ให้ท้าวทมิฬดูพลางที่กลางเรือ,9,word straddles a beat boundary,ให้ท้าวทมิฬ | ดูพลาง | ที่กลางเรือ,,,
อย่าหวั่นหวาดพี่จะรองประคองสงวน,10,10 syllables — likely shatter/miscount,อย่าหวั่นหวาดพี่จะรองประคองสงวน,,,
แล้วกุมกรสังฆราชว่านาฏนวล,10,10 syllables — likely shatter/miscount,แล้วกุมกรสังฆราชว่านาฏนวล,,,
ไม่มีบุญเหลือจะไปในนภดล,10,10 syllables — likely shatter/miscount,ไม่มีบุญเหลือจะไปในนภดล,,,
ก็เห็นว่าจะได้สมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,ก็เห็นว่าจะได้สมอารมณ์ประสงค์,,,
คือปากอ่าวรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คือปากอ่าว | รมจักร | นัครา,,,
ตรงดาวม้าแหลมสุหรัดถัดออกไป,10,10 syllables — likely shatter/miscount,ตรงดาวม้าแหลมสุหรัดถัดออกไป,,,
ข้างขวามือชื่อดาวประกายพรึก,8,word straddles a beat boundary,ข้างขวามือ | ชื่อดาวประกายพรึก | ,,,
พร้อมกันเสร็จคั่งคับสลับสลอน,9,word straddles a beat boundary,พร้อมกันเสร็จ | คั่งคับสลับ | สลอน,,,
