wak,syllables,flag,guess,a,b,c
ได้ครองคู่อยู่กับพระอภัยมณี,10,10 syllables — likely shatter/miscount,ได้ครองคู่อยู่กับพระอภัยมณี,,,
ฝันว่ากลืนดาวจระเข้ในเวหา,10,10 syllables — likely shatter/miscount,ฝันว่ากลืนดาวจระเข้ในเวหา,,,
ต้องกินหยูกกินยาเลือดตาไหล,10,10 syllables — likely shatter/miscount,ต้องกินหยูกกินยาเลือดตาไหล,,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,,,
ให้หาสองธิดารำภาสะหรี,10,10 syllables — likely shatter/miscount,ให้หาสองธิดารำภาสะหรี,,,
ซึ่งชมชื่นกลืนดาวจระเข้นั้น,9,word straddles a beat boundary,ซึ่งชมชื่น | กลืนดาวจระ | เข้นั้น,,,
จะจำให้ห่างเหเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะจำให้ | ห่างเห | เสนหา,,,
สังเวยไหว้ไทเทวโลกา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สังเวยไหว้ | ไทเทว | โลกา,,,
จงทำตามแบบฉบับระงับภัย,9,4-syllable word not at วรรค edge,จงทำตามแบบฉบับระงับภัย,,,
ฝ่ายโฉมยงองค์วัณฬาสุดาสดับ,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์วัณฬาสุดาสดับ,,,
จงคิดอ่านกันไปจัดตั้งบัตรพลี,10,10 syllables — likely shatter/miscount,จงคิดอ่านกันไปจัดตั้งบัตรพลี,,,
บ้างปลูกศาลบ้างก็จัดทำบัตรพลี,10,10 syllables — likely shatter/miscount,บ้างปลูกศาลบ้างก็จัดทำบัตรพลี,,,
เครื่องพลีกรรมแกะทั้งแพะโค,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เครื่องพลีกรรม | แกะทั้ง | แพะโค,,,
ทั้งแปดด้านศาลเทวอิศโร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งแปดด้าน | ศาลเทว | อิศโร,,,
ทั้งสามนางต่างคำนับแล้วกลับหลัง,10,10 syllables — likely shatter/miscount,ทั้งสามนางต่างคำนับแล้วกลับหลัง,,,
ชะอ้อนอิงพระอภัยพิไรแถลง,10,10 syllables — likely shatter/miscount,ชะอ้อนอิงพระอภัยพิไรแถลง,,,
ขืนยั่วเย้ายามวิตกเพียงอกหัก,10,10 syllables — likely shatter/miscount,ขืนยั่วเย้ายามวิตกเพียงอกหัก,,,
