wak,syllables,flag,guess,a,b,c
เป็นตรอกตรวยโตรกชะง่อนสิงขรขวาง,10,10 syllables — likely shatter/miscount,เป็นตรอกตรวยโตรกชะง่อนสิงขรขวาง,,,
ถึงเขามฤคดึกดื่นหยุดยืนคราง,9,word straddles a beat boundary,ถึงเขามฤค | ดึกดื่น | หยุดยืนคราง,,,
หูก็ชั่วตัวก็ชาติฉกาจฉกรรจ์,10,10 syllables — likely shatter/miscount,หูก็ชั่วตัวก็ชาติฉกาจฉกรรจ์,,,
คนทั้งปวงฝ่ายฝรั่งสังรเสริญ,11,11 syllables — likely shatter/miscount,คนทั้งปวงฝ่ายฝรั่งสังรเสริญ,,,
นางเซียมวิไลไหว้แล้วถามเนื้อความหลัง,10,10 syllables — likely shatter/miscount,นางเซียมวิไลไหว้แล้วถามเนื้อความหลัง,,,
นางเซียมวิไลได้ฟังพระสังฆราช,10,10 syllables — likely shatter/miscount,นางเซียมวิไลได้ฟังพระสังฆราช,,,
เห็นสาวเสียวเฉียวฉุนเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นสาวเสียว | เฉียวฉุน | เสนหา,,,
เขย่งขยับขยั้นเขยื้อนไม่เหมือนหมาย,11,11 syllables — likely shatter/miscount,เขย่งขยับขยั้นเขยื้อนไม่เหมือนหมาย,,,
เมื่อสองสมชมชิดสนิทเสน่ห์,9,word straddles a beat boundary,เมื่อสองสม | ชมชิดสนิท | เสน่ห์,,,
ไม่ขัดขวางห่างเหเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไม่ขัดขวาง | ห่างเห | เสนหา,,,
จะแฝงแอบแยบยลกลศึก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะแฝงแอบ | แยบยล | กลศึก,,,
ให้แจ่มเม็ดเก็จกะรัตสิ้นปัดไถม,10,10 syllables — likely shatter/miscount,ให้แจ่มเม็ดเก็จกะรัตสิ้นปัดไถม,,,
พระจดหมายใส่ศิลาจารึกไว้,9,4-syllable word not at วรรค edge,พระจดหมายใส่ศิลาจารึกไว้,,,
แล้วพระฝรั่งทั้งพระมังคลา,8,word straddles a beat boundary,แล้วพระฝรั่ง | ทั้ง | พระมังคลา,,,
อันเจนธนูรู้เวทวิเศษขลัง,9,word straddles a beat boundary,อันเจนธนู | รู้เวท | วิเศษขลัง,,,
ไปทางปัศจิมทิศถิ่นมิจฉา,9,word straddles a beat boundary,ไปทางปัศจิม | ทิศ | ถิ่นมิจฉา,,,
ใคร่แจ้งความถามฝรั่งพระสังฆราช,10,10 syllables — likely shatter/miscount,ใคร่แจ้งความถามฝรั่งพระสังฆราช,,,
หางเสือสะบัดพลัดเพล่เรือเหหัน,10,10 syllables — likely shatter/miscount,หางเสือสะบัดพลัดเพล่เรือเหหัน,,,
โยนกำปั่นโงงเงงโคลงเคลงคลอน,9,word straddles a beat boundary,โยนกำปั่น | โงงเงงโคลงเคลง | คลอน,,,
เสียงลมลั่นครั่นครึกจนดึกดื่น,9,word straddles a beat boundary,เสียงลมลั่น | ครั่นครึกจน | ดึกดื่น,,,
เรือก็โผนโยนโขยกกระโดกกระดอน,10,10 syllables — likely shatter/miscount,เรือก็โผนโยนโขยกกระโดกกระดอน,,,
ดูอ้างว้างกลางทะเลระเหระหน,10,10 syllables — likely shatter/miscount,ดูอ้างว้างกลางทะเลระเหระหน,,,
กินสารพัดผลผลาล้วนกล้าแข็ง,9,word straddles a beat boundary,กินสารพัด | ผลผลา | ล้วนกล้าแข็ง,,,
