wak,syllables,flag,guess,a,b,c
วิ่งตะโกรงลากขึ้นฝั่งไม่รั้งรอ,10,10 syllables — likely shatter/miscount,วิ่งตะโกรงลากขึ้นฝั่งไม่รั้งรอ,,,
ยักขีนีมันลงมาจับปลาวาฬ,10,10 syllables — likely shatter/miscount,ยักขีนีมันลงมาจับปลาวาฬ,,,
ฝ่ายสุดสาครอาวรณ์หวัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายสุดสา | ครอา | วรณ์หวัง,,,
แล้วไต่ถามตามกลมารยา,9,word straddles a beat boundary,แล้วไต่ถาม | ตามกลมารยา | ,,,
ฝ่ายอัสดรเผ่นผงาดแล้วฟาดหาง,10,10 syllables — likely shatter/miscount,ฝ่ายอัสดรเผ่นผงาดแล้วฟาดหาง,,,
ลุกวามวู่เห็นตลอดยอดคิรินทร์,10,10 syllables — likely shatter/miscount,ลุกวามวู่เห็นตลอดยอดคิรินทร์,,,
ให้ทรงธรรม์เคืองขัดหัทยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ทรงธรรม์ | เคืองขัด | หัทยา,,,
ข้าจะขอแทนพระคุณการุญสนอง,10,10 syllables — likely shatter/miscount,ข้าจะขอแทนพระคุณการุญสนอง,,,
เราไม่ทำให้ชีวันเป็นอันตราย,10,10 syllables — likely shatter/miscount,เราไม่ทำให้ชีวันเป็นอันตราย,,,
เลียบลงยังวังวนชลสาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เลียบลงยัง | วังวน | ชลสาย,,,
หอมเกสรแก้วผกามณฑาสวรรค์,10,10 syllables — likely shatter/miscount,หอมเกสรแก้วผกามณฑาสวรรค์,,,
แจ้วแจ้วแว่วเสียงจังหรีดเรื่อย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แจ้วแจ้วแว่ว | เสียงจัง | หรีดเรื่อย,,,
หริ่งหริ่งเรไรลองในร้อง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หริ่งหริ่งเร | ไรลอง | ในร้อง,,,
ต้องกรากกรำร่ำมาในสาคเรศ,10,10 syllables — likely shatter/miscount,ต้องกรากกรำร่ำมาในสาคเรศ,,,
มันพรรณนาหลอกไปพอได้การ,9,word straddles a beat boundary,มันพรรณนา | หลอกไป | พอได้การ,,,
เสด็จลีลาศมาเฝ้าปิ่นบดินทร์สูร,10,10 syllables — likely shatter/miscount,เสด็จลีลาศมาเฝ้าปิ่นบดินทร์สูร,,,
กับองค์เอกกัลยามณฑาสวรรค์,10,10 syllables — likely shatter/miscount,กับองค์เอกกัลยามณฑาสวรรค์,,,
ทั้งสร้อยสุวรรณจันทร์สุดาลีลาจร,10,10 syllables — likely shatter/miscount,ทั้งสร้อยสุวรรณจันทร์สุดาลีลาจร,,,
ฝ่ายนางนาฏอัยกีมาที่เสวย,10,10 syllables — likely shatter/miscount,ฝ่ายนางนาฏอัยกีมาที่เสวย,,,
ฝ่ายพระจอมลังกามหาสถาน,9,word straddles a beat boundary,ฝ่ายพระจอม | ลังกามหา | สถาน,,,
อย่ามีอันตรายมาจงถาวร,9,word straddles a beat boundary,อย่ามีอันตราย | มา | จงถาวร,,,
ต่างยินดีพร้อมพระญาติมาตุรงค์,10,10 syllables — likely shatter/miscount,ต่างยินดีพร้อมพระญาติมาตุรงค์,,,
ประทับเกยพร้อมประยูรสกูลหงส์,10,10 syllables — likely shatter/miscount,ประทับเกยพร้อมประยูรสกูลหงส์,,,
จรจรัลขึ้นประทับบนพลับพลา,10,10 syllables — likely shatter/miscount,จรจรัลขึ้นประทับบนพลับพลา,,,
ขอบารมีคุ้มกันอันตราย,9,word straddles a beat boundary,ขอบารมี | คุ้มกัน | อันตราย,,,
มิได้ไปกราบประณตบทบงสุ์,8,word straddles a beat boundary,มิได้ไป | กราบประณต | บทบงสุ์,,,
ไม่หยุดยั้งจะเข้าเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,ไม่หยุดยั้งจะเข้าเขตประเทศสถาน,,,
มาอ้างว้างวิญญาณ์อนาโถ,8,word straddles a beat boundary,มาอ้างว้าง | วิญญาณ์อ | นาโถ,,,
ขอให้สมปรารถนาอย่าช้าที,10,10 syllables — likely shatter/miscount,ขอให้สมปรารถนาอย่าช้าที,,,
จนสุริเยศแจ้งกระจ่างสว่างศรี,10,10 syllables — likely shatter/miscount,จนสุริเยศแจ้งกระจ่างสว่างศรี,,,
ก็แล่นดัดข้ามวนชลสาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็แล่นดัด | ข้ามวน | ชลสาย,,,
เป็นชาติแขกมุระหงิดติดชวา,11,11 syllables — likely shatter/miscount,เป็นชาติแขกมุระหงิดติดชวา,,,
