wak,syllables,flag,guess,a,b,c
คงสมเจตนาเตียนที่เสี้ยนหนาม,9,word straddles a beat boundary,คงสมเจตนา | เตียน | ที่เสี้ยนหนาม,,,
เรียกว่าพระบุษบงอนงค์สนม,10,10 syllables — likely shatter/miscount,เรียกว่าพระบุษบงอนงค์สนม,,,
อีกสองวันคงได้เห็นดั่งเจรจา,10,10 syllables — likely shatter/miscount,อีกสองวันคงได้เห็นดั่งเจรจา,,,
เรียกทหารที่ไว้ใจระไวระวัง,10,10 syllables — likely shatter/miscount,เรียกทหารที่ไว้ใจระไวระวัง,,,
ปรึกษาราชการทัพนับดิถี,9,word straddles a beat boundary,ปรึกษาราชการ | ทัพ | นับดิถี,,,
ตีประจัญตั้งประดาเป็นหน้ากระดาน,10,10 syllables — likely shatter/miscount,ตีประจัญตั้งประดาเป็นหน้ากระดาน,,,
แล้วจะต้อนไพร่พหลพลทหาร,10,10 syllables — likely shatter/miscount,แล้วจะต้อนไพร่พหลพลทหาร,,,
แล้วมอบกิจการทัพให้ขับขัน,9,word straddles a beat boundary,แล้วมอบกิจการ | ทัพ | ให้ขับขัน,,,
สารพัดน้ำท่าผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สารพัด | น้ำท่า | ผลาผล,,,
ทั้งเจ้าห้วยโตรกเตริ่นที่เนินผา,10,10 syllables — likely shatter/miscount,ทั้งเจ้าห้วยโตรกเตริ่นที่เนินผา,,,
อย่าให้ขาดศาสนาลังกาทวีป,10,10 syllables — likely shatter/miscount,อย่าให้ขาดศาสนาลังกาทวีป,,,
จงกรุณาวงศ์วานในว่านเครือ,9,word straddles a beat boundary,จงกรุณา | วงศ์วาน | ในว่านเครือ,,,
พระทรงทราบอนุสนธิ์จนพระทัย,10,10 syllables — likely shatter/miscount,พระทรงทราบอนุสนธิ์จนพระทัย,,,
การที่ตรองไว้คงสมปรารถนา,10,10 syllables — likely shatter/miscount,การที่ตรองไว้คงสมปรารถนา,,,
แล้วสั่งให้กราบทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วสั่งให้ | กราบทูล | มูลความ,,,
อาลักษณ์ซุดลงคำนับแล้วรับสาร,9,word straddles a beat boundary,อาลักษณ์ซุดลง | คำนับ | แล้วรับสาร,,,
ฝ่ายขุนนางข้างฝ่ายกรมท่า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายขุนนาง | ข้างฝ่าย | กรมท่า,,,
เก็บจนสิ้นแล้วจะเถือเอาเนื้อหนัง,10,10 syllables — likely shatter/miscount,เก็บจนสิ้นแล้วจะเถือเอาเนื้อหนัง,,,
รมจักรจอมเจิมเฉลิมวัง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",รมจักรจอม | เจิมเฉลิม | วัง,,,
