wak,syllables,flag,guess,a,b,c
อย่าเพ่อนึกก่อนว่าหญิงจะวิ่งหนี,10,10 syllables — likely shatter/miscount,อย่าเพ่อนึกก่อนว่าหญิงจะวิ่งหนี,,,
ได้ลือชาปรากฏเป็นยศศักดิ์,9,4-syllable word not at วรรค edge,ได้ลือชาปรากฏเป็นยศศักดิ์,,,
ให้รอรีรวนเรเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้รอรี | รวนเร | เสนหา,,,
ตะลึงลืมปลื้มอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,ตะลึงลืมปลื้มอารมณ์ไม่สมประดี,,,
ขอเชิญนุชสุดสวาทไปราชรถ,10,10 syllables — likely shatter/miscount,ขอเชิญนุชสุดสวาทไปราชรถ,,,
เหน็บกระบี่มีหอกซัดข้างอัสดร,10,10 syllables — likely shatter/miscount,เหน็บกระบี่มีหอกซัดข้างอัสดร,,,
เขม้นมุ่งมรรคาพฤกษาไสว,9,word straddles a beat boundary,เขม้นมุ่ง | มรรคาพฤกษา | ไสว,,,
เสนหาอาวรณ์ร้อนรำคาญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสนหาอา | วรณ์ร้อน | รำคาญ,,,
อุตลุดล้มคว่ำคะมำหงาย,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",อุตลุด | ล้มคว่ำคะมำหงาย | ,,,
ต่างวุ่นวายวิ่งพัลวันไป,8,word straddles a beat boundary,ต่างวุ่นวาย | วิ่งพัลวัน | ไป,,,
เห็นจริตผิดทีกริยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นจริต | ผิดที | กริยา,,,
ครั้นรุ่งรางสว่างแสงพระสุริยา,10,10 syllables — likely shatter/miscount,ครั้นรุ่งรางสว่างแสงพระสุริยา,,,
เคยพร้อมพรักนักสนมกรมใน,8,word straddles a beat boundary,เคยพร้อมพรัก | นักสนม | กรมใน,,,
นางนึกนึกแล้วสะอึกสะอื้นไห้,9,4-syllable word not at วรรค edge,นางนึกนึกแล้วสะอึกสะอื้นไห้,,,
พระชลนัยน์พรั่งพรายทั้งซ้ายขวา,9,word straddles a beat boundary,พระชลนัยน์ | พรั่งพราย | ทั้งซ้ายขวา,,,
ให้อัสดรกินน้ำค่อยสำราญ,9,word straddles a beat boundary,ให้อัสดร | กินน้ำ | ค่อยสำราญ,,,
เดชะผลปรนนิบัติจังหวัดทวีป,10,10 syllables — likely shatter/miscount,เดชะผลปรนนิบัติจังหวัดทวีป,,,
แม้ข้านี้มิได้คงดำรงทวีป,10,10 syllables — likely shatter/miscount,แม้ข้านี้มิได้คงดำรงทวีป,,,
ค่ำวันนี้เราจะนอนชะง่อนไศล,10,10 syllables — likely shatter/miscount,ค่ำวันนี้เราจะนอนชะง่อนไศล,,,
พระนุชนางนึกสมอารมณ์หมาย,9,word straddles a beat boundary,พระนุชนาง | นึกสม | อารมณ์หมาย,,,
ระทวยกายกัมปนาทหวาดวิญญาณ์,10,10 syllables — likely shatter/miscount,ระทวยกายกัมปนาทหวาดวิญญาณ์,,,
เสียงแหร่แหร่แม่ม่ายลองไนร้อง,10,10 syllables — likely shatter/miscount,เสียงแหร่แหร่แม่ม่ายลองไนร้อง,,,
สะอื้นอ้อนอ่อนอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,สะอื้นอ้อนอ่อนอารมณ์ไม่สมประดี,,,
ฝ่ายอารักษ์ศักดิ์สิทธิ์สถิตสถาน,9,word straddles a beat boundary,ฝ่ายอารักษ์ | ศักดิ์สิทธิ์สถิต | สถาน,,,
ลูกนั้นหรือชื่อว่านมพระธรณี,10,10 syllables — likely shatter/miscount,ลูกนั้นหรือชื่อว่านมพระธรณี,,,
ให้อยู่เฝ้าเขาอังกาศขาดครึ่งซีก,10,10 syllables — likely shatter/miscount,ให้อยู่เฝ้าเขาอังกาศขาดครึ่งซีก,,,
ต้อนตวาดเสือสิงห์มหิงสา,9,word straddles a beat boundary,ต้อนตวาด | เสือสิงห์มหิ | งสา,,,
โอ้จากนกตกมาอยู่ป่าสูง,9,word straddles a beat boundary,โอ้จากนก | ตกมา | อยู่ป่าสูง,,,
จะกลับกล่าวชาวบ้านสิกคารนำ,10,10 syllables — likely shatter/miscount,จะกลับกล่าวชาวบ้านสิกคารนำ,,,
ปรีชาชาญชาวอรัญสรรเสริญ,8,word straddles a beat boundary,ปรีชาชาญ | ชาวอรัญ | สรรเสริญ,,,
คนทั้งนั้นวันอาทิตย์เป็นอิสระ,10,10 syllables — likely shatter/miscount,คนทั้งนั้นวันอาทิตย์เป็นอิสระ,,,
ได้อาศัยในแผ่นดินทำกินสบาย,10,10 syllables — likely shatter/miscount,ได้อาศัยในแผ่นดินทำกินสบาย,,,
ทั้งอยากเห็นเช่นเขาว่ามหากษัตริย์,10,10 syllables — likely shatter/miscount,ทั้งอยากเห็นเช่นเขาว่ามหากษัตริย์,,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,,,
มีรอยคนปนเกวียนเดีษรดาษ,10,10 syllables — likely shatter/miscount,มีรอยคนปนเกวียนเดีษรดาษ,,,
คิดกำจัดเจ้าผลึกให้ศึกสงบ,10,10 syllables — likely shatter/miscount,คิดกำจัดเจ้าผลึกให้ศึกสงบ,,,
ฝ่ายผู้เฒ่าชาวป่าสิกคารนำ,10,10 syllables — likely shatter/miscount,ฝ่ายผู้เฒ่าชาวป่าสิกคารนำ,,,
ให้พระองค์คงเสวยเศวตฉัตร,10,10 syllables — likely shatter/miscount,ให้พระองค์คงเสวยเศวตฉัตร,,,
จะมีอันตรายบ้างหรืออย่างไร,9,word straddles a beat boundary,จะมีอันตราย | บ้าง | หรืออย่างไร,,,
แล้วนงเยาว์เข้าในวัดนมัสการ,10,10 syllables — likely shatter/miscount,แล้วนงเยาว์เข้าในวัดนมัสการ,,,
ก็ผิดธรรมดาหญิงสิ่งสงสัย,9,4-syllable word not at วรรค edge,ก็ผิดธรรมดาหญิงสิ่งสงสัย,,,
หรือว่าจะจรจากกุฎีไปที่ใด,10,10 syllables — likely shatter/miscount,หรือว่าจะจรจากกุฎีไปที่ใด,,,
รู้รับสั่งสนทนาอัชฌาสัย,9,4-syllable word not at วรรค edge,รู้รับสั่งสนทนาอัชฌาสัย,,,
เป็นชาวป่าถ้าจะคิดในกิจการ,10,10 syllables — likely shatter/miscount,เป็นชาวป่าถ้าจะคิดในกิจการ,,,
ถือพระสังฆราชผู้บาทหลวง,8,word straddles a beat boundary,ถือพระสังฆ | ราช | ผู้บาทหลวง,,,
เมื่อยามดีมิได้พึ่งครั้นถึงยาก,10,10 syllables — likely shatter/miscount,เมื่อยามดีมิได้พึ่งครั้นถึงยาก,,,
พูดถูกจิตคิดระคายซังตายสนอง,10,10 syllables — likely shatter/miscount,พูดถูกจิตคิดระคายซังตายสนอง,,,
ฤทธิรุทรแรงร้ายกายสิทธิ์,10,10 syllables — likely shatter/miscount,ฤทธิรุทรแรงร้ายกายสิทธิ์,,,
แม้ศึกเสือเหลือขนาดจึงอาตมา,10,10 syllables — likely shatter/miscount,แม้ศึกเสือเหลือขนาดจึงอาตมา,,,
กลการลึกล้ำที่สำคัญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลการลึก | ล้ำที่ | สำคัญ,,,
