wak,syllables,flag,guess,a,b,c
จะกล่าวองค์อุศเรนเจนสมุทร,10,10 syllables — likely shatter/miscount,จะกล่าวองค์อุศเรนเจนสมุทร,,,
ราชบุตรเจ้าพาราภาษาสิงหล,10,10 syllables — likely shatter/miscount,ราชบุตรเจ้าพาราภาษาสิงหล,,,
หรือเสียเรือพระที่นั่งกระมังหนา,9,4-syllable word not at วรรค edge,หรือเสียเรือพระที่นั่งกระมังหนา,,,
อุศเรนทรงส่องกล้องสว่าง,10,10 syllables — likely shatter/miscount,อุศเรนทรงส่องกล้องสว่าง,,,
มาพลัดพรากมิได้เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,มาพลัดพรากมิได้เห็นว่าเป็นไฉน,,,
พระชลนัยน์ไหลหลั่งลงพรั่งพราย,9,word straddles a beat boundary,พระชลนัยน์ | ไหลหลั่ง | ลงพรั่งพราย,,,
พวกลำทรงองค์อุศเรนราช,10,10 syllables — likely shatter/miscount,พวกลำทรงองค์อุศเรนราช,,,
ฝ่ายว่าองค์อุศเรนเจนประจญ,10,10 syllables — likely shatter/miscount,ฝ่ายว่าองค์อุศเรนเจนประจญ,,,
พลนิกรสาวสนมกรมใน,8,word straddles a beat boundary,พลนิกร | สาวสนม | กรมใน,,,
ด้วยมืดค่ำมิได้เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,ด้วยมืดค่ำมิได้เห็นว่าเป็นไฉน,,,
ต่างปราศรัยไต่ถามนามกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต่างปราศรัย | ไต่ถาม | นามกร,,,
จะจัดแจงแต่งงานภิเษกศรี,9,word straddles a beat boundary,จะจัดแจง | แต่งงานภิเษก | ศรี,,,
ฉันจึงกรีพลตามมาสามเดือน,9,word straddles a beat boundary,ฉันจึงกรี | พลตาม | มาสามเดือน,,,
อุศเรนฟังแถลงไม่แคลงจิต,10,10 syllables — likely shatter/miscount,อุศเรนฟังแถลงไม่แคลงจิต,,,
ช่วยส่งพี่เสียให้พ้นทนทรมาน,10,10 syllables — likely shatter/miscount,ช่วยส่งพี่เสียให้พ้นทนทรมาน,,,
เกิดสมสุขสู่สถานพิมานสวรรค์,10,10 syllables — likely shatter/miscount,เกิดสมสุขสู่สถานพิมานสวรรค์,,,
ค่อยประคับประคององค์ด้วยสงสาร,9,4-syllable word not at วรรค edge,ค่อยประคับประคององค์ด้วยสงสาร,,,
พอสุริยงลงลับพยับโพยม,10,10 syllables — likely shatter/miscount,พอสุริยงลงลับพยับโพยม,,,
เขาจุดโคมสายระยางสว่างไสว,10,10 syllables — likely shatter/miscount,เขาจุดโคมสายระยางสว่างไสว,,,
จะถึงฝั่งหรือว่ายังอยู่กลางสมุทร,10,10 syllables — likely shatter/miscount,จะถึงฝั่งหรือว่ายังอยู่กลางสมุทร,,,
ด้วยว่าองค์อุศเรนมาเป็นมิตร,10,10 syllables — likely shatter/miscount,ด้วยว่าองค์อุศเรนมาเป็นมิตร,,,
กับสินสมุทรสุดสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,กับสินสมุทรสุดสุขสนุกสนาน,,,
พระชนนีชี้ชวนชมดารา,9,word straddles a beat boundary,พระชนนี | ชี้ชวน | ชมดารา,,,
เขาเรียกดาวยอดมหาจุฬามณี,10,10 syllables — likely shatter/miscount,เขาเรียกดาวยอดมหาจุฬามณี,,,
พระชนนีชี้แจงให้แจ้งจิต,9,word straddles a beat boundary,พระชนนี | ชี้แจง | ให้แจ้งจิต,,,
ฝ่ายกองทัพอุศเรนเห็นกำปั่น,10,10 syllables — likely shatter/miscount,ฝ่ายกองทัพอุศเรนเห็นกำปั่น,,,
ให้แจ้งจิตแล้วจะได้เป็นไมตรี,10,10 syllables — likely shatter/miscount,ให้แจ้งจิตแล้วจะได้เป็นไมตรี,,,
องค์พระราชโอรสยศไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",องค์พระราช | โอรส | ยศไกร,,,
ทรงพระนามอุศเรนเกณฑ์ทหาร,10,10 syllables — likely shatter/miscount,ทรงพระนามอุศเรนเกณฑ์ทหาร,,,
จึงเที่ยวตามข้ามมหามหรณพ,10,10 syllables — likely shatter/miscount,จึงเที่ยวตามข้ามมหามหรณพ,,,
จึงว่าเหวยอ้ายฝรั่งชาวลังกา,10,10 syllables — likely shatter/miscount,จึงว่าเหวยอ้ายฝรั่งชาวลังกา,,,
อย่าฮึกฮักจ้วงจาบทำหยาบหยาม,9,word straddles a beat boundary,อย่าฮึกฮัก | จ้วงจาบ | ทำหยาบหยาม,,,
จะมีความสุขสบายไม่วายปราณ,9,4-syllable word not at วรรค edge,จะมีความสุขสบายไม่วายปราณ,,,
พลไพร่ใหญ่น้อยจะพลอยตาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ใหญ่ | น้อยจะ | พลอยตาย,,,
ทั้งลูกเล่าเขาก็ว่าเป็นมารดร,10,10 syllables — likely shatter/miscount,ทั้งลูกเล่าเขาก็ว่าเป็นมารดร,,,
แล้วเชิญองค์พระอภัยมณีนาถ,9,4-syllable word not at วรรค edge,แล้วเชิญองค์พระอภัยมณีนาถ,,,
เรื่อยเรื่อยเฉื่อยวายุพัดแผ้ว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เรื่อยเรื่อยเฉื่อย | วายุ | พัดแผ้ว,,,
