wak,syllables,flag,guess,a,b,c
นางทูลองค์ภูวเรศพระเชษฐา,10,10 syllables — likely shatter/miscount,นางทูลองค์ภูวเรศพระเชษฐา,,,
ที่มีแสงรุ่งโรจน์โชตินา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่มีแสง | รุ่งโรจน์ | โชตินา,,,
เรณูนวลอวลอบตลบกลิ่น,10,10 syllables — likely shatter/miscount,เรณูนวลอวลอบตลบกลิ่น,,,
ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,,,
เข้าที่สรงสาครขจรขจาย,9,word straddles a beat boundary,เข้าที่สรง | สาครขจร | ขจาย,,,
หอมประทิ่นบุษบงประจงถวาย,10,10 syllables — likely shatter/miscount,หอมประทิ่นบุษบงประจงถวาย,,,
ฝ่ายไทท้าวเจ้าพาราพ่อตาสนอง,10,10 syllables — likely shatter/miscount,ฝ่ายไทท้าวเจ้าพาราพ่อตาสนอง,,,
ของมารดรลุงตามาแต่หลัง,9,word straddles a beat boundary,ของมารดร | ลุงตา | มาแต่หลัง,,,
มาสอนกูจะให้อยู่ในโอวาท,10,10 syllables — likely shatter/miscount,มาสอนกูจะให้อยู่ในโอวาท,,,
มึงหลงเมียเห็นจะเสียพระศาสนา,10,10 syllables — likely shatter/miscount,มึงหลงเมียเห็นจะเสียพระศาสนา,,,
เสด็จจรขึ้นบัลลังก์ทรง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสด็จจร | ขึ้นบัล | ลังก์ทรง,,,
จะมิให้ชิงชังมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะมิให้ | ชิงชัง | มังคลา,,,
เป็นแต่ตัวย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เป็นแต่ตัว | ย่อยยับ | อัปรา,,,
จงกลับมาหยุดหย่อนผ่อนสบาย,9,word straddles a beat boundary,จงกลับมา | หยุดหย่อน | ผ่อนสบาย,,,
บอกว่าเสือแกก็คงลงไปหา,8,word straddles a beat boundary,บอกว่าเสือ | แกก็คงลง | ไปหา,,,
ทุกตำแหน่งแจ้งข้อราชการ,8,word straddles a beat boundary,ทุกตำแหน่ง | แจ้งข้อราชการ | ,,,
ภิปรายปราศรัยนางพลางสุนทร,8,word straddles a beat boundary,ภิปรายปราศรัย | นาง | พลางสุนทร,,,
พระชนนีเห็นองค์โอรสา,9,word straddles a beat boundary,พระชนนี | เห็นองค์ | โอรสา,,,
ฝ่ายโฉมยงองค์ชนนีนาฏ,8,word straddles a beat boundary,ฝ่ายโฉมยง | องค์ชนนี | นาฏ,,,
ที่ตัวน้องมิใช่การของมารดร,10,10 syllables — likely shatter/miscount,ที่ตัวน้องมิใช่การของมารดร,,,
ถึงบิตุรงค์เธอก็คงจะไปด้วย,10,10 syllables — likely shatter/miscount,ถึงบิตุรงค์เธอก็คงจะไปด้วย,,,
พระมารดรอวยชัยให้เป็นสุข,9,word straddles a beat boundary,พระมารดร | อวยชัย | ให้เป็นสุข,,,
ทั้งบุษบงองค์พระมังคลา,8,word straddles a beat boundary,ทั้งบุษบง | องค์ | พระมังคลา,,,
สองกษัตริย์รับพระพรอ่อนศิโรตม์,10,10 syllables — likely shatter/miscount,สองกษัตริย์รับพระพรอ่อนศิโรตม์,,,
พระเหน็บกริชฤทธิรงค์ทรงมาลา,10,10 syllables — likely shatter/miscount,พระเหน็บกริชฤทธิรงค์ทรงมาลา,,,
เสด็จตามจรจรัลรีบผันผาย,10,10 syllables — likely shatter/miscount,เสด็จตามจรจรัลรีบผันผาย,,,
คาดปั้นเหน่งเปล่งเม็ดเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คาดปั้นเหน่ง | เปล่งเม็ด | เพชรรัตน์,,,
มาทรงรถพระที่นั่งอลังการ,9,4-syllable word not at วรรค edge,มาทรงรถพระที่นั่งอลังการ,,,
เหมือนชูช่วยปลูกฝังมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เหมือนชูช่วย | ปลูกฝัง | มังคลา,,,
เอิกเกริกนาวาโกลาหล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกนา | วาโก | ลาหล,,,
พระมังคลาสานุศิษย์สนิทสนอง,10,10 syllables — likely shatter/miscount,พระมังคลาสานุศิษย์สนิทสนอง,,,
ให้ศรีสวัสดิ์ชมละเมาะมีเกาะขวาง,10,10 syllables — likely shatter/miscount,ให้ศรีสวัสดิ์ชมละเมาะมีเกาะขวาง,,,
ดูดาษดื่นล้วนฉลามตามกระสินธุ์,10,10 syllables — likely shatter/miscount,ดูดาษดื่นล้วนฉลามตามกระสินธุ์,,,
จนสุริเยศลับเงาเขาไศล,9,word straddles a beat boundary,จนสุริเยศ | ลับเงา | เขาไศล,,,
พิศเพี้ยนเพชรพลอยนับร้อยพัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พิศเพี้ยนเพชร | พลอยนับ | ร้อยพัน,,,
จะพรรณนาเรื่องดาวก็ยาวยืด,9,word straddles a beat boundary,จะพรรณนา | เรื่องดาว | ก็ยาวยืด,,,
นักขัตฤกษ์ยังไม่หมดในบทกลอน,10,10 syllables — likely shatter/miscount,นักขัตฤกษ์ยังไม่หมดในบทกลอน,,,
พี่พรรณนาแต่พอเจ้าได้เข้าใจ,10,10 syllables — likely shatter/miscount,พี่พรรณนาแต่พอเจ้าได้เข้าใจ,,,
นามกรชื่อมหากาลวาต,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นามกรชื่อ | มหา | กาลวาต,,,
จนเกิดไฟประลัยทั่วทั้งจักรวาล,10,10 syllables — likely shatter/miscount,จนเกิดไฟประลัยทั่วทั้งจักรวาล,,,
พูดตะโกรงชุลมุนออกวุ่นวาย,10,10 syllables — likely shatter/miscount,พูดตะโกรงชุลมุนออกวุ่นวาย,,,
จะกล่าวถึงอสุรีผีเสื้อสมุทร,10,10 syllables — likely shatter/miscount,จะกล่าวถึงอสุรีผีเสื้อสมุทร,,,
ก็ยุรยาตรเยื้องย่างไปข้างหัว,9,word straddles a beat boundary,ก็ยุรยาตร | เยื้องย่าง | ไปข้างหัว,,,
จึงว่าเหวยอ้ายมนุษย์ปุถุชน,10,10 syllables — likely shatter/miscount,จึงว่าเหวยอ้ายมนุษย์ปุถุชน,,,
กินแต่ปลาในมหาสมุทรไท,9,4-syllable word not at วรรค edge,กินแต่ปลาในมหาสมุทรไท,,,
พลางเชยชมบุญญาบารมี,8,word straddles a beat boundary,พลางเชยชม | บุญญาบารมี | ,,,
ฝ่ายโฉมยงองค์พระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง | องค์พระ | มังคลา,,,
