wak,syllables,flag,guess,a,b,c
สลุบสลัดแล่นรายทั้งซ้ายขวา,9,word straddles a beat boundary,สลุบสลัด | แล่นราย | ทั้งซ้ายขวา,,,
ทั้งโคมห้อยสายระยางสว่างไสว,10,10 syllables — likely shatter/miscount,ทั้งโคมห้อยสายระยางสว่างไสว,,,
พระบิตุรงค์พงศ์กษัตริย์เป็นภัสดา,11,11 syllables — likely shatter/miscount,พระบิตุรงค์พงศ์กษัตริย์เป็นภัสดา,,,
ประชาชนพลเมืองจะเลื่องลือ,9,word straddles a beat boundary,ประชาชนพลเมือง | จะ | เลื่องลือ,,,
สำอางเอี่ยมเทียมเทพธิดา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สำอางเอี่ยม | เทียมเทพ | ธิดา,,,
ชำเลืองลักแลชม้ายดูสายสมร,10,10 syllables — likely shatter/miscount,ชำเลืองลักแลชม้ายดูสายสมร,,,
สองกษัตริย์ตรัสสนทนาสนอง,9,word straddles a beat boundary,สองกษัตริย์ | ตรัสสนทนา | สนอง,,,
ปักจุฑามณีแก้วอันแพรวพราย,9,4-syllable word not at วรรค edge,ปักจุฑามณีแก้วอันแพรวพราย,,,
ที่หญิงชายวิ่งอึงอึกทึก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่หญิงชาย | วิ่งอึง | อึกทึก,,,
ต่างถวายบังคมลาลงมาแพ,9,4-syllable word not at วรรค edge,ต่างถวายบังคมลาลงมาแพ,,,
แต่ล้วนสามเสาสล้างมากลางกระแส,10,10 syllables — likely shatter/miscount,แต่ล้วนสามเสาสล้างมากลางกระแส,,,
พระบิตุราชมาตุรงค์ทรงกำสรด,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทรงกำสรด,,,
ทุกข์ระทดทั้งพิภพสยบสยอน,10,10 syllables — likely shatter/miscount,ทุกข์ระทดทั้งพิภพสยบสยอน,,,
ต่างคิดการแต่จะอพยพหนี,9,word straddles a beat boundary,ต่างคิดการ | แต่จะอพยพ | หนี,,,
ได้กลับมาธานีข้าดีใจ,9,word straddles a beat boundary,ได้กลับมา | ธานี | ข้าดีใจ,,,
จนพานพบนัดดากลับมาได้,9,word straddles a beat boundary,จนพานพบ | นัดดากลับมา | ได้,,,
ไปเร่งราชยานข้างหน้ามาทั้งสอง,10,10 syllables — likely shatter/miscount,ไปเร่งราชยานข้างหน้ามาทั้งสอง,,,
ไม่เห็นองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,ไม่เห็นองค์ | นงลักษณ์อัค | เรศ,,,
