wak,syllables,flag,guess,a,b,c
นามกรบุษบันกัลยา,8,word straddles a beat boundary,นามกรบุษบัน | กัลยา | ,,,
ชื่อบุษบงทรงเทพเลขา,8,word straddles a beat boundary,ชื่อบุษบง | ทรง | เทพเลขา,,,
จัดเอาแต่ลูกผู้ดีมีตระกูล,10,10 syllables — likely shatter/miscount,จัดเอาแต่ลูกผู้ดีมีตระกูล,,,
พร้อมประยูรญาติวงศ์ดำรงวัง,9,4-syllable word not at วรรค edge,พร้อมประยูรญาติวงศ์ดำรงวัง,,,
เพราะมีความเวทนาในสามัญ,9,4-syllable word not at วรรค edge,เพราะมีความเวทนาในสามัญ,,,
ก็รีบไปแจ้งคดีขมีขมัน,10,10 syllables — likely shatter/miscount,ก็รีบไปแจ้งคดีขมีขมัน,,,
ก็ยุรยาตรกระบวนบกยกพหล,10,10 syllables — likely shatter/miscount,ก็ยุรยาตรกระบวนบกยกพหล,,,
จัตุรงค์เสนาพลางพล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จัตุรงค์ | เสนา | พลางพล,,,
แต่พอถือศาสนาพาสบาย,9,4-syllable word not at วรรค edge,แต่พอถือศาสนาพาสบาย,,,
มาแต่ครั้งอุศเรนเจนณรงค์,10,10 syllables — likely shatter/miscount,มาแต่ครั้งอุศเรนเจนณรงค์,,,
ตั้งน้ำฉันใช้มีไว้พอ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตั้งน้ำฉัน | ใช้มี | ไว้พอ,,,
แล้วจะลาจากประเทศเขตไศล,10,10 syllables — likely shatter/miscount,แล้วจะลาจากประเทศเขตไศล,,,
เชิญท่านอยู่ให้เป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,เชิญท่านอยู่ให้เป็นสุขสนุกสนาน,,,
จึงตรัสสั่งเสนามหาอำมาตย์,9,word straddles a beat boundary,จึงตรัสสั่ง | เสนามหา | อำมาตย์,,,
บาทหลวงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,บาทหลวงฟังสังรเสริญเจริญยศ,,,
การขบถมันคงคิดสถิตเสถียร,10,10 syllables — likely shatter/miscount,การขบถมันคงคิดสถิตเสถียร,,,
พลไพร่สารพัดจะหัดสอน,8,word straddles a beat boundary,พลไพร่สารพัด | จะ | หัดสอน,,,
ตกพระทัยเสด็จออกมาเห็นฟ้าเหลือง,10,10 syllables — likely shatter/miscount,ตกพระทัยเสด็จออกมาเห็นฟ้าเหลือง,,,
ฝ่ายยักษ์ร้ายกลายกลับเป็นเทเวศร์,9,word straddles a beat boundary,ฝ่ายยักษ์ร้าย | กลายกลับเป็น | เทเวศร์,,,
นางจึงทูลมูลคดีด้วยปรีชา,10,10 syllables — likely shatter/miscount,นางจึงทูลมูลคดีด้วยปรีชา,,,
ว่าดูก่อนอัคเรศเกศสุรางค์,10,10 syllables — likely shatter/miscount,ว่าดูก่อนอัคเรศเกศสุรางค์,,,
เก็บกรวดทรายชายน้ำในลำคลอง,9,word straddles a beat boundary,เก็บกรวดทราย | ชายน้ำ | ในลำคลอง,,,
ขึ้นบรรจถรณ์เรืองอร่ามทั้งสามองค์,10,10 syllables — likely shatter/miscount,ขึ้นบรรจถรณ์เรืองอร่ามทั้งสามองค์,,,
ฝ่ายโฉมยงองค์ชนนีนาฏ,8,word straddles a beat boundary,ฝ่ายโฉมยง | องค์ชนนี | นาฏ,,,
ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,,,
ให้มีความเสน่หาทั้งปรานี,9,4-syllable word not at วรรค edge,ให้มีความเสน่หาทั้งปรานี,,,
เป็นที่รักในพระองค์ดำรงสนอง,10,10 syllables — likely shatter/miscount,เป็นที่รักในพระองค์ดำรงสนอง,,,
จะจรดลเข้าไปหาบิดานาง,10,10 syllables — likely shatter/miscount,จะจรดลเข้าไปหาบิดานาง,,,
แล้วสอนเวทวิทยามหาเสน่ห์,10,10 syllables — likely shatter/miscount,แล้วสอนเวทวิทยามหาเสน่ห์,,,
อุปเท่ห์ผูกในน้ำใจเขา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุปเท่ห์ผูก | ในน้ำ | ใจเขา,,,
เสนาออกมารับไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,เสนาออกมารับไปดั่งใจถวิล,,,
พระภูมินทร์เสด็จมารับประคับประคอง,11,11 syllables — likely shatter/miscount,พระภูมินทร์เสด็จมารับประคับประคอง,,,
ฝ่ายโฉมยงองค์มังคลาราช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง | องค์มัง | คลาราช,,,
มาอัญชลีองค์กษัตริย์ขัตติยา,10,10 syllables — likely shatter/miscount,มาอัญชลีองค์กษัตริย์ขัตติยา,,,
ให้เสียวซาบวาบหวามในวิญญาณ์,10,10 syllables — likely shatter/miscount,ให้เสียวซาบวาบหวามในวิญญาณ์,,,
อุระปิ้มจะทำลายไม่วายโหย,10,10 syllables — likely shatter/miscount,อุระปิ้มจะทำลายไม่วายโหย,,,
กับบิตุเรศชนนีทั้งสี่องค์,10,10 syllables — likely shatter/miscount,กับบิตุเรศชนนีทั้งสี่องค์,,,
ฝ่ายบุษบงนงคราญเจ้ามารยา,9,word straddles a beat boundary,ฝ่ายบุษบง | นงคราญ | เจ้ามารยา,,,
สู้แล่นล่องมาในท้องมหรณพ,10,10 syllables — likely shatter/miscount,สู้แล่นล่องมาในท้องมหรณพ,,,
แต่อัศจรรย์จะต้องมีเป็นที่ฟัง,10,10 syllables — likely shatter/miscount,แต่อัศจรรย์จะต้องมีเป็นที่ฟัง,,,
ไม่กลัวเกรงพระจะริบให้ฉิบหาย,10,10 syllables — likely shatter/miscount,ไม่กลัวเกรงพระจะริบให้ฉิบหาย,,,
นุชนาฏหวาดหวั่นกระสันเสียว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏหวาด | หวั่นกระ | สันเสียว,,,
ทั้งสององค์เชยชิดสนิทสนอง,9,word straddles a beat boundary,ทั้งสององค์ | เชยชิดสนิท | สนอง,,,
ทะเลลมยมนาในสาชล,10,10 syllables — likely shatter/miscount,ทะเลลมยมนาในสาชล,,,
นรสิงห์สิงหนัศฉวัดเฉวียน,8,word straddles a beat boundary,นรสิงห์สิงห | นัศฉวัด | เฉวียน,,,
ทั้งบุษบงมังคลาก็กว่าเดือน,9,word straddles a beat boundary,ทั้งบุษบง | มังคลา | ก็กว่าเดือน,,,
เร่งเอาไปให้มังคลาราช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เร่งเอาไป | ให้มัง | คลาราช,,,
เร่งออกไปแล้วจะได้คิดแก้แค้น,10,10 syllables — likely shatter/miscount,เร่งออกไปแล้วจะได้คิดแก้แค้น,,,
ตามเรื่องสารข้อคดีขมีขมัน,10,10 syllables — likely shatter/miscount,ตามเรื่องสารข้อคดีขมีขมัน,,,
จะเสียเกียรติยศตนต้องขวนขวาย,9,word straddles a beat boundary,จะเสียเกียรติยศ | ตน | ต้องขวนขวาย,,,
กับโฉมนุชบุษบงด้วยจงใจ,10,10 syllables — likely shatter/miscount,กับโฉมนุชบุษบงด้วยจงใจ,,,
ขอฝากรักกับอนงค์ช่วยส่งเสริม,10,10 syllables — likely shatter/miscount,ขอฝากรักกับอนงค์ช่วยส่งเสริม,,,
ฝ่ายโฉมนุชบุษบงทรงสนอง,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงทรงสนอง,,,
แกแสนจินตนาจิตข้างอิจฉา,9,word straddles a beat boundary,แกแสนจินต | นาจิต | ข้างอิจฉา,,,
อึกทึกเดินหลามไปตามหลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกเดิน | หลามไป | ตามหลัง,,,
เองเร่งแก้เสียให้หายสวายสวิง,10,10 syllables — likely shatter/miscount,เองเร่งแก้เสียให้หายสวายสวิง,,,
แล้วเชิญสังฆราชาผู้อาจารย์,9,word straddles a beat boundary,แล้วเชิญสังฆ | ราชา | ผู้อาจารย์,,,
เป็นสิ้นอยากที่จะไปไอศวรรย์,10,10 syllables — likely shatter/miscount,เป็นสิ้นอยากที่จะไปไอศวรรย์,,,
สนอมสนิทติดต้องของสำคัญ,9,word straddles a beat boundary,สนอมสนิท | ติดต้อง | ของสำคัญ,,,
