wak,syllables,flag,guess,a,b,c
บ้างลดเพลาเสาหน้าม้วนผ้าใบ,9,word straddles a beat boundary,บ้างลดเพลา | เสาหน้า | ม้วนผ้าใบ,,,
มังคลามาอยู่ในเมืองนี้,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลามา | อยู่ใน | เมืองนี้,,,
คงจะสมปรารถนาสารพัน,10,10 syllables — likely shatter/miscount,คงจะสมปรารถนาสารพัน,,,
กับบุษบงองค์พระราชเทวี,9,word straddles a beat boundary,กับบุษบง | องค์พระ | ราชเทวี,,,
พอประกายพรึกเผ่นเด่นเวหา,8,word straddles a beat boundary,พอประกายพรึก | เผ่น | เด่นเวหา,,,
จรจรัลตามกษัตริย์ขัตติยา,10,10 syllables — likely shatter/miscount,จรจรัลตามกษัตริย์ขัตติยา,,,
พระกุมกรนุชนางพลางขึ้นรถ,10,10 syllables — likely shatter/miscount,พระกุมกรนุชนางพลางขึ้นรถ,,,
ยุรยาตรขึ้นพลับพลาที่อาศัย,11,11 syllables — likely shatter/miscount,ยุรยาตรขึ้นพลับพลาที่อาศัย,,,
โพกส่านแดงแย่งลงยาราชาวดี,10,10 syllables — likely shatter/miscount,โพกส่านแดงแย่งลงยาราชาวดี,,,
ให้มึงสมปรารถนาอย่าอาวรณ์,10,10 syllables — likely shatter/miscount,ให้มึงสมปรารถนาอย่าอาวรณ์,,,
ขอภูวดลรักใคร่เป็นไมตรี,9,word straddles a beat boundary,ขอภูวดล | รักใคร่ | เป็นไมตรี,,,
บาทหลางว่าถ้ากระไรไปอีกคราว,10,10 syllables — likely shatter/miscount,บาทหลางว่าถ้ากระไรไปอีกคราว,,,
ข้าพเจ้าขอบพระคุณการุญสนอง,10,10 syllables — likely shatter/miscount,ข้าพเจ้าขอบพระคุณการุญสนอง,,,
ไม่ถ่อพายเอาแต่สุขสนุกสนาน,10,10 syllables — likely shatter/miscount,ไม่ถ่อพายเอาแต่สุขสนุกสนาน,,,
จึ่งให้สัตย์ด้วยประสงค์จำนงสมร,10,10 syllables — likely shatter/miscount,จึ่งให้สัตย์ด้วยประสงค์จำนงสมร,,,
เห็นท่วงทีมันจะรักกูอักโข,10,10 syllables — likely shatter/miscount,เห็นท่วงทีมันจะรักกูอักโข,,,
ตรองคดีที่จะไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,ตรองคดีที่จะไปดั่งใจถวิล,,,
