wak,syllables,flag,guess,a,b,c
พระชลนัยน์ไหลหลั่งลงพรั่งพราย,9,word straddles a beat boundary,พระชลนัยน์ | ไหลหลั่ง | ลงพรั่งพราย,,,
ลืมพระเนตรเห็นบุตรกับอุศเรน,10,10 syllables — likely shatter/miscount,ลืมพระเนตรเห็นบุตรกับอุศเรน,,,
ลูกจึงพลัดไปกับเหล่านางสาวศรี,10,10 syllables — likely shatter/miscount,ลูกจึงพลัดไปกับเหล่านางสาวศรี,,,
จนไปถึงรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จนไปถึง | รมจักร | นัครา,,,
จึงตรัสบอกอุศเรนเจนณรงค์,10,10 syllables — likely shatter/miscount,จึงตรัสบอกอุศเรนเจนณรงค์,,,
ให้กราบกรานอุศเรนเจนณรงค์,10,10 syllables — likely shatter/miscount,ให้กราบกรานอุศเรนเจนณรงค์,,,
ฝ่ายลูกท้าวเจ้าลังกาหน้าเป็นเหม,10,10 syllables — likely shatter/miscount,ฝ่ายลูกท้าวเจ้าลังกาหน้าเป็นเหม,,,
เพชรรัตน์รจนามุกดาหาร,8,word straddles a beat boundary,เพชรรัตน์รจนา | มุก | ดาหาร,,,
แกล้งเสชวนอุศเรนอันเรืองศรี,10,10 syllables — likely shatter/miscount,แกล้งเสชวนอุศเรนอันเรืองศรี,,,
หัศเกนเจนปืนยืนประจำ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัศเกนเจน | ปืนยืน | ประจำ,,,
ฉลององค์ทรงสวมกรวมสลับ,9,word straddles a beat boundary,ฉลององค์ | ทรงสวมกรวม | สลับ,,,
ปั้นเหน่งเนื่องเฟื่องกระหนกกระหนาบรัด,10,10 syllables — likely shatter/miscount,ปั้นเหน่งเนื่องเฟื่องกระหนกกระหนาบรัด,,,
แล้วทรงทัดพระมหามาลาระบาย,10,10 syllables — likely shatter/miscount,แล้วทรงทัดพระมหามาลาระบาย,,,
แซมดอกไม้ไหวสว่างหางการเวก,10,10 syllables — likely shatter/miscount,แซมดอกไม้ไหวสว่างหางการเวก,,,
สอดฉลองพระบาทเพชรเสด็จมา,9,4-syllable word not at วรรค edge,สอดฉลองพระบาทเพชรเสด็จมา,,,
ขึ้นแท่นทองที่นั่งทั้งอุศเรน,10,10 syllables — likely shatter/miscount,ขึ้นแท่นทองที่นั่งทั้งอุศเรน,,,
เหล่าโยธีศรีสุวรรณกับสินสมุทร,10,10 syllables — likely shatter/miscount,เหล่าโยธีศรีสุวรรณกับสินสมุทร,,,
พระชลนานองเนตรสังเวชใจ,9,word straddles a beat boundary,พระชลนา | นองเนตร | สังเวชใจ,,,
ว่าพระชนนีนาถจะขาดใจ,9,word straddles a beat boundary,ว่าพระชนนี | นาถ | จะขาดใจ,,,
อันองค์อุศเรนนี้อารีนัก,9,reading chosen by meter: อารี 2->1,อันองค์อุ | ศเรน | นี้อารีนัก,,,
เธอเป็นคู่สู่ขออรไท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เธอเป็นคู่ | สู่ขอ | อรไท,,,
เดี๋ยวนี้เล่าเขาจะรับไปอภิเษก,10,10 syllables — likely shatter/miscount,เดี๋ยวนี้เล่าเขาจะรับไปอภิเษก,,,
ว่าตามแต่ประดิพัทธไม่ขัดขืน,10,10 syllables — likely shatter/miscount,ว่าตามแต่ประดิพัทธไม่ขัดขืน,,,
อัปยศอดสูอยู่ไม่รอด,8,word straddles a beat boundary,อัปยศอดสู | อยู่ | ไม่รอด,,,
พระชลนัยน์ไหลซาบอาบพักตรา,10,10 syllables — likely shatter/miscount,พระชลนัยน์ไหลซาบอาบพักตรา,,,
อุศเรนเห็นทำนองจะข้องขัด,10,10 syllables — likely shatter/miscount,อุศเรนเห็นทำนองจะข้องขัด,,,
มิใช่คิดโหยกเหยกมาเสกสรร,10,10 syllables — likely shatter/miscount,มิใช่คิดโหยกเหยกมาเสกสรร,,,
จึงต้องตามทรามสงวนนวลหง,8,word straddles a beat boundary,จึงต้องตาม | ทรามสงวน | นวลหง,,,
น้องก็รักภูวเรศเหมือนเชษฐา,10,10 syllables — likely shatter/miscount,น้องก็รักภูวเรศเหมือนเชษฐา,,,
ทรลักษณ์อกตัญญุตาเขา,9,4-syllable word not at วรรค edge,ทรลักษณ์อกตัญญุตาเขา,,,
เพราะบิดามาด้วยอุศเรนนี้,10,10 syllables — likely shatter/miscount,เพราะบิดามาด้วยอุศเรนนี้,,,
สินสมุทรสุดจะคิดถึงบิตุเรศ,10,10 syllables — likely shatter/miscount,สินสมุทรสุดจะคิดถึงบิตุเรศ,,,
ถ้าแม้นพี่น้องนางมาด้วย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถ้าแม้นพี่ | น้องนาง | มาด้วย,,,
สัประยุทธ์กันก็จิตจะคิดไฉน,10,10 syllables — likely shatter/miscount,สัประยุทธ์กันก็จิตจะคิดไฉน,,,
คุณของท่านเลิศลบภพไตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คุณของท่าน | เลิศลบ | ภพไตร,,,
เขียนจระเข้ขึ้นไว้หลอกตะคอกคน,10,10 syllables — likely shatter/miscount,เขียนจระเข้ขึ้นไว้หลอกตะคอกคน,,,
